6230.571512, -0.00220, 0.00360
6230.571709,  0.00390, 0.00360
6230.571906, -0.00300, 0.00360
6230.572091, -0.00730, 0.00360
6230.572288, -0.00490, 0.00360
6230.572485, -0.00080, 0.00360
6230.572681, -0.00220, 0.00360
6230.572890, -0.00440, 0.00360
6230.573086, -0.00160, 0.00360
6230.573295,  0.00200, 0.00360
6230.574047, -0.00270, 0.00360
6230.574244,  0.00010, 0.00360
6230.574452,  0.00470, 0.00360
6230.574649, -0.00030, 0.00360
6230.574846,  0.00370, 0.00360
6230.575054, -0.00920, 0.00360
6230.575251, -0.00670, 0.00360
6230.575471,  0.00120, 0.00360
6230.575679,  0.00600, 0.00360
6230.575864,  0.00420, 0.00360
6230.576351,  0.00150, 0.00360
6230.576941, -0.00050, 0.00360
6230.577589, -0.00310, 0.00360
6230.578527, -0.00490, 0.00360
6230.579129, -0.00350, 0.00360
6230.579569,  0.00410, 0.00360
6230.579974, -0.00160, 0.00360
6230.580182,  0.00230, 0.00360
6230.580379, -0.00460, 0.00360
6230.580576, -0.00330, 0.00360
6230.580761, -0.00030, 0.00360
6230.580946, -0.00050, 0.00360
6230.581166, -0.00160, 0.00360
6230.581351,  0.00250, 0.00360
6230.581571,  0.00910, 0.00360
6230.581768, -0.00430, 0.00360
6230.581976, -0.00700, 0.00360
6230.582161, -0.00110, 0.00360
6230.582381,  0.00070, 0.00360
6230.582578, -0.00600, 0.00360
6230.582763, -0.00970, 0.00360
6230.582949,  0.00550, 0.00360
6230.583145, -0.00310, 0.00360
6230.583342, -0.00130, 0.00360
6230.583539, -0.00330, 0.00360
6230.583724, -0.00250, 0.00360
6230.584187, -0.00060, 0.00360
6230.584384,  0.00370, 0.00360
6230.584569, -0.00080, 0.00360
6230.584766, -0.00430, 0.00360
6230.584963, -0.00060, 0.00360
6230.585159, -0.00680, 0.00360
6230.585356,  0.00120, 0.00360
6230.585564, -0.00190, 0.00360
6230.585750, -0.00130, 0.00360
6230.585946,  0.00050, 0.00360
6230.586143, -0.00370, 0.00360
6230.586340,  0.00110, 0.00360
6230.586525, -0.00040, 0.00360
6230.586722,  0.00020, 0.00360
6230.586919,  0.00420, 0.00360
6230.587127, -0.00670, 0.00360
6230.587312, -0.00410, 0.00360
6230.587509,  0.00230, 0.00360
6230.587706,  0.00520, 0.00360
6230.587903,  0.00230, 0.00360
6230.588354,  0.00510, 0.00360
6230.588562, -0.00060, 0.00360
6230.588759, -0.00220, 0.00360
6230.588956, -0.00410, 0.00360
6230.589153,  0.00280, 0.00360
6230.589338,  0.00140, 0.00360
6230.589558, -0.00330, 0.00360
6230.589755,  0.00270, 0.00360
6230.589963, -0.00120, 0.00360
6230.590160,  0.00240, 0.00360
6230.590368, -0.00060, 0.00360
6230.590565,  0.00790, 0.00360
6230.590762,  0.00730, 0.00360
6230.590970,  0.00590, 0.00360
6230.591178,  0.00660, 0.00360
6230.591375,  0.00340, 0.00360
6230.591572,  0.00210, 0.00360
6230.591769, -0.00250, 0.00360
6230.591965,  0.00390, 0.00360
6230.592162, -0.00030, 0.00360
6230.592764, -0.00290, 0.00360
6230.592961, -0.00100, 0.00360
6230.593158,  0.00530, 0.00360
6230.593354,  0.00170, 0.00360
6230.593551,  0.00030, 0.00360
6230.593748,  0.00200, 0.00360
6230.593945, -0.00200, 0.00360
6230.594142, -0.00320, 0.00360
6230.594338, -0.00460, 0.00360
6230.594547, -0.00390, 0.00360
6230.594767, -0.00040, 0.00360
6230.594952,  0.00500, 0.00360
6230.595149,  0.00240, 0.00360
6230.595345,  0.00160, 0.00360
6230.595554,  0.00700, 0.00360
6230.595750,  0.00020, 0.00360
6230.595947,  0.00560, 0.00360
6230.596156,  0.00500, 0.00360
6230.596376,  0.00520, 0.00360
6230.596572,  0.00230, 0.00360
6230.596792,  0.00040, 0.00360
6230.596978,  0.00010, 0.00360
6230.597163,  0.00330, 0.00360
6230.597359, -0.00100, 0.00360
6230.597568, -0.00410, 0.00360
6230.597776,  0.00120, 0.00360
6230.597973, -0.00400, 0.00360
6230.598181,  0.00180, 0.00360
6230.598378, -0.00530, 0.00360
6230.598563,  0.00490, 0.00360
6230.599061, -0.00430, 0.00360
6230.599663,  0.00100, 0.00360
6230.599860, -0.00220, 0.00360
