 4.00 10000. -5.0  2.0   0.6075    0.4911    0.0004
 4.50 10000. -5.0  2.0   0.6068    0.4936    0.0004
 5.00 10000. -5.0  2.0   0.6050    0.4982    0.0004
 2.00 10500. -5.0  2.0   0.6219    0.5078    0.0002
 2.50 10500. -5.0  2.0   0.6103    0.4903    0.0002
 3.00 10500. -5.0  2.0   0.6024    0.4824    0.0003
 3.50 10500. -5.0  2.0   0.5986    0.4789    0.0003
 4.00 10500. -5.0  2.0   0.5979    0.4773    0.0003
 4.50 10500. -5.0  2.0   0.5981    0.4768    0.0003
 5.00 10500. -5.0  2.0   0.5978    0.4769    0.0003
 2.50 11000. -5.0  2.0   0.6060    0.4816    0.0002
 3.00 11000. -5.0  2.0   0.5953    0.4742    0.0002
 3.50 11000. -5.0  2.0   0.5899    0.4702    0.0002
 4.00 11000. -5.0  2.0   0.5885    0.4677    0.0002
 4.50 11000. -5.0  2.0   0.5893    0.4652    0.0003
 5.00 11000. -5.0  2.0   0.5900    0.4631    0.0002
 2.50 11500. -5.0  2.0   0.6027    0.4738    0.0002
 3.00 11500. -5.0  2.0   0.5895    0.4665    0.0002
 3.50 11500. -5.0  2.0   0.5821    0.4632    0.0002
 4.00 11500. -5.0  2.0   0.5796    0.4604    0.0002
 4.50 11500. -5.0  2.0   0.5803    0.4570    0.0002
 5.00 11500. -5.0  2.0   0.5818    0.4537    0.0002
 2.50 12000. -5.0  2.0   0.6005    0.4664    0.0001
 3.00 12000. -5.0  2.0   0.5847    0.4592    0.0002
 3.50 12000. -5.0  2.0   0.5752    0.4567    0.0002
 4.00 12000. -5.0  2.0   0.5713    0.4543    0.0002
 4.50 12000. -5.0  2.0   0.5713    0.4510    0.0002
 5.00 12000. -5.0  2.0   0.5730    0.4470    0.0002
 2.50 12500. -5.0  2.0   0.5990    0.4599    0.0001
 3.00 12500. -5.0  2.0   0.5805    0.4529    0.0001
 3.50 12500. -5.0  2.0   0.5690    0.4507    0.0002
 4.00 12500. -5.0  2.0   0.5637    0.4487    0.0002
 4.50 12500. -5.0  2.0   0.5628    0.4456    0.0002
 5.00 12500. -5.0  2.0   0.5642    0.4417    0.0002
 2.50 13000. -5.0  2.0   0.5986    0.4534    0.0001
 3.00 13000. -5.0  2.0   0.5772    0.4466    0.0001
 3.50 13000. -5.0  2.0   0.5635    0.4451    0.0001
 4.00 13000. -5.0  2.0   0.5566    0.4439    0.0001
 4.50 13000. -5.0  2.0   0.5547    0.4413    0.0002
 5.00 13000. -5.0  2.0   0.5557    0.4372    0.0002
 2.00 14000. -5.0  2.0   0.6281    0.4747    0.0001
 2.50 14000. -5.0  2.0   0.5993    0.4421    0.0001
 3.00 14000. -5.0  2.0   0.5724    0.4354    0.0001
 3.50 14000. -5.0  2.0   0.5539    0.4355    0.0001
 4.00 14000. -5.0  2.0   0.5439    0.4354    0.0001
 4.50 14000. -5.0  2.0   0.5399    0.4339    0.0001
 5.00 14000. -5.0  2.0   0.5397    0.4302    0.0001
 2.50 15000. -5.0  2.0   0.6028    0.4316    0.0000
