RA,Dec,Efficiency
0.00000, -1.57080, 0.000
0.00000, -1.55325, 0.000
0.00000, -1.53569, 0.000
0.00000, -1.51814, 0.000
0.00000, -1.50059, 0.000
0.00000, -1.48304, 0.000
0.00000, -1.46549, 0.000
0.00000, -1.44794, 0.000
0.00000, -1.43039, 0.000
0.00000, -1.41284, 0.000
0.00000, -1.39529, 0.000
0.00000, -1.37774, 0.000
0.00000, -1.36019, 0.000
0.00000, -1.34264, 0.000
0.00000, -1.32509, 0.540
0.00000, -1.30753, 0.548
0.00000, -1.28998, 0.553
0.00000, -1.27243, 0.564
0.00000, -1.25488, 0.576
0.00000, -1.23733, 0.592
0.00000, -1.21978, 0.599
0.00000, -1.20223, 0.604
0.00000, -1.18468, 0.608
0.00000, -1.16713, 0.610
0.00000, -1.14958, 0.612
0.00000, -1.13203, 0.614
0.00000, -1.11448, 0.617
0.00000, -1.09692, 0.618
0.00000, -1.07937, 0.620
0.00000, -1.06182, 0.622
0.00000, -1.04427, 0.625
0.00000, -1.02672, 0.627
0.00000, -1.00917, 0.630
0.00000, -0.99162, 0.633
0.00000, -0.97407, 0.636
0.00000, -0.95652, 0.638
0.00000, -0.93897, 0.641
0.00000, -0.92142, 0.645
0.00000, -0.90387, 0.648
0.00000, -0.88632, 0.653
0.00000, -0.86876, 0.657
0.00000, -0.85121, 0.662
0.00000, -0.83366, 0.668
0.00000, -0.81611, 0.674
0.00000, -0.79856, 0.680
0.00000, -0.78101, 0.687
0.00000, -0.76346, 0.693
0.00000, -0.74591, 0.701
0.00000, -0.72836, 0.710
0.00000, -0.71081, 0.718
0.00000, -0.69326, 0.730
0.00000, -0.67571, 0.743
0.00000, -0.65815, 0.764
0.00000, -0.64060, 0.790
0.00000, -0.62305, 0.815
0.00000, -0.60550, 0.841
0.00000, -0.58795, 0.866
0.00000, -0.57040, 0.892
0.00000, -0.55285, 0.917
0.00000, -0.53530, 0.942
0.00000, -0.51775, 0.946
0.00000, -0.50020, 0.948
0.00000, -0.48265, 0.949
0.00000, -0.46510, 0.951
0.00000, -0.44755, 0.954
0.00000, -0.42999, 0.954
0.00000, -0.41244, 0.954
0.00000, -0.39489, 0.954
0.00000, -0.37734, 0.954
0.00000, -0.35979, 0.955
0.00000, -0.34224, 0.955
0.00000, -0.32469, 0.955
0.00000, -0.30714, 0.955
0.00000, -0.28959, 0.955
0.00000, -0.27204, 0.955
0.00000, -0.25449, 0.955
0.00000, -0.23694, 0.955
0.00000, -0.21938, 0.955
0.00000, -0.20183, 0.955
0.00000, -0.18428, 0.955
0.00000, -0.16673, 0.955
0.00000, -0.14918, 0.955
0.00000, -0.13163, 0.955
0.00000, -0.11408, 0.955
0.00000, -0.09653, 0.955
0.00000, -0.07898, 0.955
0.00000, -0.06143, 0.955
0.00000, -0.04388, 0.955
0.00000, -0.02633, 0.955
0.00000, -0.00878, 0.955
0.00000,  0.00878, 0.955
0.00000,  0.02633, 0.955
0.00000,  0.04388, 0.955
0.00000,  0.06143, 0.955
0.00000,  0.07898, 0.955
0.00000,  0.09653, 0.955
0.00000,  0.11408, 0.955
0.00000,  0.13163, 0.955
0.00000,  0.14918, 0.955
0.00000,  0.16673, 0.951
0.00000,  0.18428, 0.948
0.00000,  0.20183, 0.936
0.00000,  0.21938, 0.923
0.00000,  0.23694, 0.905
0.00000,  0.25449, 0.881
0.00000,  0.27204, 0.857
0.00000,  0.28959, 0.833
0.00000,  0.30714, 0.810
0.00000,  0.32469, 0.794
0.00000,  0.34224, 0.778
0.00000,  0.35979, 0.762
0.00000,  0.37734, 0.749
0.00000,  0.39489, 0.737
0.00000,  0.41244, 0.725
0.00000,  0.42999, 0.713
0.00000,  0.44755, 0.702
0.00000,  0.46510, 0.696
0.00000,  0.48265, 0.690
0.00000,  0.50020, 0.684
0.00000,  0.51775, 0.679
0.00000,  0.53530, 0.673
0.00000,  0.55285, 0.669
0.00000,  0.57040, 0.665
0.00000,  0.58795, 0.662
0.00000,  0.60550, 0.659
0.00000,  0.62305, 0.655
0.00000,  0.64060, 0.652
0.00000,  0.65815, 0.649
0.00000,  0.67571, 0.645
0.00000,  0.69326, 0.643
0.00000,  0.71081, 0.640
0.00000,  0.72836, 0.638
0.00000,  0.74591, 0.635
0.00000,  0.76346, 0.633
0.00000,  0.78101, 0.630
0.00000,  0.79856, 0.628
0.00000,  0.81611, 0.626
0.00000,  0.83366, 0.623
0.00000,  0.85121, 0.621
0.00000,  0.86876, 0.619
0.00000,  0.88632, 0.618
0.00000,  0.90387, 0.616
0.00000,  0.92142, 0.614
0.00000,  0.93897, 0.612
0.00000,  0.95652, 0.610
0.00000,  0.97407, 0.608
0.00000,  0.99162, 0.606
0.00000,  1.00917, 0.604
0.00000,  1.02672, 0.601
0.00000,  1.04427, 0.599
0.00000,  1.06182, 0.596
0.00000,  1.07937, 0.594
0.00000,  1.09692, 0.592
0.00000,  1.11448, 0.589
0.00000,  1.13203, 0.586
0.00000,  1.14958, 0.579
0.00000,  1.16713, 0.573
0.00000,  1.18468, 0.571
0.00000,  1.20223, 0.569
0.00000,  1.21978, 0.565
0.00000,  1.23733, 0.562
0.00000,  1.25488, 0.558
0.00000,  1.27243, 0.555
0.00000,  1.28998, 0.554
0.00000,  1.30753, 0.551
0.00000,  1.32509, 0.550
0.00000,  1.34264, 0.000
0.00000,  1.36019, 0.000
0.00000,  1.37774, 0.000
0.00000,  1.39529, 0.000
0.00000,  1.41284, 0.000
0.00000,  1.43039, 0.000
0.00000,  1.44794, 0.000
0.00000,  1.46549, 0.000
0.00000,  1.48304, 0.000
0.00000,  1.50059, 0.000
0.00000,  1.51814, 0.000
0.00000,  1.53569, 0.000
0.00000,  1.55325, 0.000
0.00000,  1.57080, 0.000
0.01750, -1.57080, 0.000
0.01750, -1.55325, 0.000
0.01750, -1.53569, 0.000
0.01750, -1.51814, 0.000
0.01750, -1.50059, 0.000
0.01750, -1.48304, 0.000
0.01750, -1.46549, 0.000
0.01750, -1.44794, 0.000
0.01750, -1.43039, 0.000
0.01750, -1.41284, 0.000
0.01750, -1.39529, 0.000
0.01750, -1.37774, 0.000
0.01750, -1.36019, 0.000
0.01750, -1.34264, 0.000
0.01750, -1.32509, 0.000
0.01750, -1.30753, 0.547
0.01750, -1.28998, 0.549
0.01750, -1.27243, 0.562
0.01750, -1.25488, 0.573
0.01750, -1.23733, 0.588
0.01750, -1.21978, 0.598
0.01750, -1.20223, 0.604
0.01750, -1.18468, 0.608
0.01750, -1.16713, 0.610
0.01750, -1.14958, 0.612
0.01750, -1.13203, 0.614
0.01750, -1.11448, 0.616
0.01750, -1.09692, 0.618
0.01750, -1.07937, 0.619
0.01750, -1.06182, 0.621
0.01750, -1.04427, 0.624
0.01750, -1.02672, 0.627
0.01750, -1.00917, 0.630
0.01750, -0.99162, 0.632
0.01750, -0.97407, 0.635
0.01750, -0.95652, 0.638
0.01750, -0.93897, 0.641
0.01750, -0.92142, 0.644
0.01750, -0.90387, 0.648
0.01750, -0.88632, 0.652
0.01750, -0.86876, 0.656
0.01750, -0.85121, 0.662
0.01750, -0.83366, 0.668
0.01750, -0.81611, 0.674
0.01750, -0.79856, 0.680
0.01750, -0.78101, 0.686
0.01750, -0.76346, 0.693
0.01750, -0.74591, 0.701
0.01750, -0.72836, 0.710
0.01750, -0.71081, 0.720
0.01750, -0.69326, 0.729
0.01750, -0.67571, 0.741
0.01750, -0.65815, 0.765
0.01750, -0.64060, 0.790
0.01750, -0.62305, 0.815
0.01750, -0.60550, 0.841
0.01750, -0.58795, 0.866
0.01750, -0.57040, 0.892
0.01750, -0.55285, 0.917
0.01750, -0.53530, 0.942
0.01750, -0.51775, 0.946
0.01750, -0.50020, 0.948
0.01750, -0.48265, 0.949
0.01750, -0.46510, 0.950
0.01750, -0.44755, 0.954
0.01750, -0.42999, 0.954
0.01750, -0.41244, 0.954
0.01750, -0.39489, 0.954
0.01750, -0.37734, 0.954
0.01750, -0.35979, 0.955
0.01750, -0.34224, 0.955
0.01750, -0.32469, 0.955
0.01750, -0.30714, 0.955
0.01750, -0.28959, 0.955
0.01750, -0.27204, 0.955
0.01750, -0.25449, 0.955
0.01750, -0.23694, 0.955
0.01750, -0.21938, 0.955
0.01750, -0.20183, 0.955
0.01750, -0.18428, 0.955
0.01750, -0.16673, 0.955
0.01750, -0.14918, 0.955
0.01750, -0.13163, 0.955
0.01750, -0.11408, 0.955
0.01750, -0.09653, 0.955
0.01750, -0.07898, 0.955
0.01750, -0.06143, 0.955
0.01750, -0.04388, 0.955
0.01750, -0.02633, 0.955
0.01750, -0.00878, 0.955
0.01750,  0.00878, 0.955
0.01750,  0.02633, 0.955
0.01750,  0.04388, 0.955
0.01750,  0.06143, 0.955
0.01750,  0.07898, 0.955
0.01750,  0.09653, 0.955
0.01750,  0.11408, 0.955
0.01750,  0.13163, 0.955
0.01750,  0.14918, 0.955
0.01750,  0.16673, 0.951
0.01750,  0.18428, 0.948
0.01750,  0.20183, 0.941
0.01750,  0.21938, 0.923
0.01750,  0.23694, 0.899
0.01750,  0.25449, 0.875
0.01750,  0.27204, 0.851
0.01750,  0.28959, 0.827
0.01750,  0.30714, 0.804
0.01750,  0.32469, 0.788
0.01750,  0.34224, 0.772
0.01750,  0.35979, 0.759
0.01750,  0.37734, 0.747
0.01750,  0.39489, 0.735
0.01750,  0.41244, 0.723
0.01750,  0.42999, 0.712
0.01750,  0.44755, 0.700
0.01750,  0.46510, 0.694
0.01750,  0.48265, 0.688
0.01750,  0.50020, 0.682
0.01750,  0.51775, 0.677
0.01750,  0.53530, 0.671
0.01750,  0.55285, 0.666
0.01750,  0.57040, 0.663
0.01750,  0.58795, 0.660
0.01750,  0.60550, 0.656
0.01750,  0.62305, 0.653
0.01750,  0.64060, 0.650
0.01750,  0.65815, 0.646
0.01750,  0.67571, 0.643
0.01750,  0.69326, 0.641
0.01750,  0.71081, 0.639
0.01750,  0.72836, 0.636
0.01750,  0.74591, 0.634
0.01750,  0.76346, 0.631
0.01750,  0.78101, 0.629
0.01750,  0.79856, 0.627
0.01750,  0.81611, 0.624
0.01750,  0.83366, 0.622
0.01750,  0.85121, 0.620
0.01750,  0.86876, 0.618
0.01750,  0.88632, 0.616
0.01750,  0.90387, 0.614
0.01750,  0.92142, 0.612
0.01750,  0.93897, 0.610
0.01750,  0.95652, 0.609
0.01750,  0.97407, 0.607
0.01750,  0.99162, 0.605
0.01750,  1.00917, 0.602
0.01750,  1.02672, 0.600
0.01750,  1.04427, 0.597
0.01750,  1.06182, 0.595
0.01750,  1.07937, 0.593
0.01750,  1.09692, 0.590
0.01750,  1.11448, 0.588
0.01750,  1.13203, 0.586
0.01750,  1.14958, 0.579
0.01750,  1.16713, 0.574
0.01750,  1.18468, 0.572
0.01750,  1.20223, 0.570
0.01750,  1.21978, 0.566
0.01750,  1.23733, 0.562
0.01750,  1.25488, 0.558
0.01750,  1.27243, 0.555
0.01750,  1.28998, 0.554
0.01750,  1.30753, 0.552
0.01750,  1.32509, 0.551
0.01750,  1.34264, 0.000
0.01750,  1.36019, 0.000
0.01750,  1.37774, 0.000
0.01750,  1.39529, 0.000
0.01750,  1.41284, 0.000
0.01750,  1.43039, 0.000
0.01750,  1.44794, 0.000
0.01750,  1.46549, 0.000
0.01750,  1.48304, 0.000
0.01750,  1.50059, 0.000
0.01750,  1.51814, 0.000
0.01750,  1.53569, 0.000
0.01750,  1.55325, 0.000
0.01750,  1.57080, 0.000
0.03500, -1.57080, 0.000
0.03500, -1.55325, 0.000
0.03500, -1.53569, 0.000
0.03500, -1.51814, 0.000
0.03500, -1.50059, 0.000
0.03500, -1.48304, 0.000
0.03500, -1.46549, 0.000
0.03500, -1.44794, 0.000
0.03500, -1.43039, 0.000
0.03500, -1.41284, 0.000
0.03500, -1.39529, 0.000
0.03500, -1.37774, 0.000
0.03500, -1.36019, 0.000
0.03500, -1.34264, 0.000
0.03500, -1.32509, 0.000
0.03500, -1.30753, 0.546
0.03500, -1.28998, 0.548
0.03500, -1.27243, 0.559
0.03500, -1.25488, 0.570
0.03500, -1.23733, 0.585
0.03500, -1.21978, 0.597
0.03500, -1.20223, 0.604
0.03500, -1.18468, 0.608
0.03500, -1.16713, 0.610
0.03500, -1.14958, 0.612
0.03500, -1.13203, 0.614
0.03500, -1.11448, 0.616
0.03500, -1.09692, 0.617
0.03500, -1.07937, 0.619
0.03500, -1.06182, 0.621
0.03500, -1.04427, 0.623
0.03500, -1.02672, 0.626
0.03500, -1.00917, 0.629
0.03500, -0.99162, 0.632
0.03500, -0.97407, 0.634
0.03500, -0.95652, 0.637
0.03500, -0.93897, 0.640
0.03500, -0.92142, 0.644
0.03500, -0.90387, 0.647
0.03500, -0.88632, 0.651
0.03500, -0.86876, 0.655
0.03500, -0.85121, 0.661
0.03500, -0.83366, 0.667
0.03500, -0.81611, 0.673
0.03500, -0.79856, 0.679
0.03500, -0.78101, 0.685
0.03500, -0.76346, 0.693
0.03500, -0.74591, 0.701
0.03500, -0.72836, 0.712
0.03500, -0.71081, 0.721
0.03500, -0.69326, 0.731
0.03500, -0.67571, 0.741
0.03500, -0.65815, 0.762
0.03500, -0.64060, 0.788
0.03500, -0.62305, 0.813
0.03500, -0.60550, 0.839
0.03500, -0.58795, 0.864
0.03500, -0.57040, 0.889
0.03500, -0.55285, 0.915
0.03500, -0.53530, 0.939
0.03500, -0.51775, 0.946
0.03500, -0.50020, 0.948
0.03500, -0.48265, 0.949
0.03500, -0.46510, 0.950
0.03500, -0.44755, 0.951
0.03500, -0.42999, 0.954
0.03500, -0.41244, 0.954
0.03500, -0.39489, 0.954
0.03500, -0.37734, 0.954
0.03500, -0.35979, 0.955
0.03500, -0.34224, 0.955
0.03500, -0.32469, 0.955
0.03500, -0.30714, 0.955
0.03500, -0.28959, 0.955
0.03500, -0.27204, 0.955
0.03500, -0.25449, 0.955
0.03500, -0.23694, 0.955
0.03500, -0.21938, 0.955
0.03500, -0.20183, 0.955
0.03500, -0.18428, 0.955
0.03500, -0.16673, 0.955
0.03500, -0.14918, 0.955
0.03500, -0.13163, 0.955
0.03500, -0.11408, 0.955
0.03500, -0.09653, 0.955
0.03500, -0.07898, 0.955
0.03500, -0.06143, 0.955
0.03500, -0.04388, 0.955
0.03500, -0.02633, 0.955
0.03500, -0.00878, 0.955
0.03500,  0.00878, 0.955
0.03500,  0.02633, 0.955
0.03500,  0.04388, 0.955
0.03500,  0.06143, 0.955
0.03500,  0.07898, 0.955
0.03500,  0.09653, 0.955
0.03500,  0.11408, 0.955
0.03500,  0.13163, 0.955
0.03500,  0.14918, 0.955
0.03500,  0.16673, 0.951
0.03500,  0.18428, 0.948
0.03500,  0.20183, 0.943
0.03500,  0.21938, 0.919
0.03500,  0.23694, 0.895
0.03500,  0.25449, 0.871
0.03500,  0.27204, 0.847
0.03500,  0.28959, 0.823
0.03500,  0.30714, 0.799
0.03500,  0.32469, 0.782
0.03500,  0.34224, 0.769
0.03500,  0.35979, 0.757
0.03500,  0.37734, 0.745
0.03500,  0.39489, 0.733
0.03500,  0.41244, 0.722
0.03500,  0.42999, 0.710
0.03500,  0.44755, 0.699
0.03500,  0.46510, 0.692
0.03500,  0.48265, 0.687
0.03500,  0.50020, 0.681
0.03500,  0.51775, 0.676
0.03500,  0.53530, 0.670
0.03500,  0.55285, 0.665
0.03500,  0.57040, 0.661
0.03500,  0.58795, 0.657
0.03500,  0.60550, 0.654
0.03500,  0.62305, 0.651
0.03500,  0.64060, 0.647
0.03500,  0.65815, 0.644
0.03500,  0.67571, 0.642
0.03500,  0.69326, 0.639
0.03500,  0.71081, 0.637
0.03500,  0.72836, 0.634
0.03500,  0.74591, 0.632
0.03500,  0.76346, 0.630
0.03500,  0.78101, 0.627
0.03500,  0.79856, 0.625
0.03500,  0.81611, 0.623
0.03500,  0.83366, 0.621
0.03500,  0.85121, 0.619
0.03500,  0.86876, 0.617
0.03500,  0.88632, 0.615
0.03500,  0.90387, 0.613
0.03500,  0.92142, 0.611
0.03500,  0.93897, 0.609
0.03500,  0.95652, 0.607
0.03500,  0.97407, 0.605
0.03500,  0.99162, 0.603
0.03500,  1.00917, 0.601
0.03500,  1.02672, 0.598
0.03500,  1.04427, 0.596
0.03500,  1.06182, 0.594
0.03500,  1.07937, 0.591
0.03500,  1.09692, 0.589
0.03500,  1.11448, 0.588
0.03500,  1.13203, 0.585
0.03500,  1.14958, 0.580
0.03500,  1.16713, 0.575
0.03500,  1.18468, 0.572
0.03500,  1.20223, 0.570
0.03500,  1.21978, 0.567
0.03500,  1.23733, 0.563
0.03500,  1.25488, 0.559
0.03500,  1.27243, 0.556
0.03500,  1.28998, 0.554
0.03500,  1.30753, 0.552
0.03500,  1.32509, 0.551
0.03500,  1.34264, 0.549
0.03500,  1.36019, 0.000
0.03500,  1.37774, 0.000
0.03500,  1.39529, 0.000
0.03500,  1.41284, 0.000
0.03500,  1.43039, 0.000
0.03500,  1.44794, 0.000
0.03500,  1.46549, 0.000
0.03500,  1.48304, 0.000
0.03500,  1.50059, 0.000
0.03500,  1.51814, 0.000
0.03500,  1.53569, 0.000
0.03500,  1.55325, 0.000
0.03500,  1.57080, 0.000
0.05251, -1.57080, 0.000
0.05251, -1.55325, 0.000
0.05251, -1.53569, 0.000
0.05251, -1.51814, 0.000
0.05251, -1.50059, 0.000
0.05251, -1.48304, 0.000
0.05251, -1.46549, 0.000
0.05251, -1.44794, 0.000
0.05251, -1.43039, 0.000
0.05251, -1.41284, 0.000
0.05251, -1.39529, 0.000
0.05251, -1.37774, 0.000
0.05251, -1.36019, 0.000
0.05251, -1.34264, 0.000
0.05251, -1.32509, 0.000
0.05251, -1.30753, 0.000
0.05251, -1.28998, 0.547
0.05251, -1.27243, 0.555
0.05251, -1.25488, 0.567
0.05251, -1.23733, 0.584
0.05251, -1.21978, 0.594
0.05251, -1.20223, 0.603
0.05251, -1.18468, 0.608
0.05251, -1.16713, 0.610
0.05251, -1.14958, 0.612
0.05251, -1.13203, 0.613
0.05251, -1.11448, 0.615
0.05251, -1.09692, 0.617
0.05251, -1.07937, 0.618
0.05251, -1.06182, 0.620
0.05251, -1.04427, 0.623
0.05251, -1.02672, 0.626
0.05251, -1.00917, 0.628
0.05251, -0.99162, 0.631
0.05251, -0.97407, 0.634
0.05251, -0.95652, 0.636
0.05251, -0.93897, 0.640
0.05251, -0.92142, 0.643
0.05251, -0.90387, 0.647
0.05251, -0.88632, 0.650
0.05251, -0.86876, 0.655
0.05251, -0.85121, 0.661
0.05251, -0.83366, 0.667
0.05251, -0.81611, 0.673
0.05251, -0.79856, 0.679
0.05251, -0.78101, 0.685
0.05251, -0.76346, 0.692
0.05251, -0.74591, 0.701
0.05251, -0.72836, 0.712
0.05251, -0.71081, 0.723
0.05251, -0.69326, 0.733
0.05251, -0.67571, 0.742
0.05251, -0.65815, 0.762
0.05251, -0.64060, 0.787
0.05251, -0.62305, 0.812
0.05251, -0.60550, 0.838
0.05251, -0.58795, 0.863
0.05251, -0.57040, 0.889
0.05251, -0.55285, 0.913
0.05251, -0.53530, 0.934
0.05251, -0.51775, 0.946
0.05251, -0.50020, 0.946
0.05251, -0.48265, 0.947
0.05251, -0.46510, 0.950
0.05251, -0.44755, 0.951
0.05251, -0.42999, 0.953
0.05251, -0.41244, 0.954
0.05251, -0.39489, 0.954
0.05251, -0.37734, 0.954
0.05251, -0.35979, 0.955
0.05251, -0.34224, 0.955
0.05251, -0.32469, 0.955
0.05251, -0.30714, 0.955
0.05251, -0.28959, 0.955
0.05251, -0.27204, 0.955
0.05251, -0.25449, 0.955
0.05251, -0.23694, 0.955
0.05251, -0.21938, 0.955
0.05251, -0.20183, 0.955
0.05251, -0.18428, 0.955
0.05251, -0.16673, 0.955
0.05251, -0.14918, 0.955
0.05251, -0.13163, 0.955
0.05251, -0.11408, 0.955
0.05251, -0.09653, 0.955
0.05251, -0.07898, 0.955
0.05251, -0.06143, 0.955
0.05251, -0.04388, 0.955
0.05251, -0.02633, 0.955
0.05251, -0.00878, 0.955
0.05251,  0.00878, 0.955
0.05251,  0.02633, 0.955
0.05251,  0.04388, 0.955
0.05251,  0.06143, 0.955
0.05251,  0.07898, 0.955
0.05251,  0.09653, 0.955
0.05251,  0.11408, 0.955
0.05251,  0.13163, 0.955
0.05251,  0.14918, 0.955
0.05251,  0.16673, 0.951
0.05251,  0.18428, 0.948
0.05251,  0.20183, 0.943
0.05251,  0.21938, 0.919
0.05251,  0.23694, 0.895
0.05251,  0.25449, 0.871
0.05251,  0.27204, 0.847
0.05251,  0.28959, 0.823
0.05251,  0.30714, 0.799
0.05251,  0.32469, 0.779
0.05251,  0.34224, 0.767
0.05251,  0.35979, 0.755
0.05251,  0.37734, 0.743
0.05251,  0.39489, 0.732
0.05251,  0.41244, 0.720
0.05251,  0.42999, 0.708
0.05251,  0.44755, 0.697
0.05251,  0.46510, 0.691
0.05251,  0.48265, 0.685
0.05251,  0.50020, 0.680
0.05251,  0.51775, 0.674
0.05251,  0.53530, 0.669
0.05251,  0.55285, 0.664
0.05251,  0.57040, 0.658
0.05251,  0.58795, 0.655
0.05251,  0.60550, 0.652
0.05251,  0.62305, 0.648
0.05251,  0.64060, 0.645
0.05251,  0.65815, 0.642
0.05251,  0.67571, 0.640
0.05251,  0.69326, 0.638
0.05251,  0.71081, 0.635
0.05251,  0.72836, 0.633
0.05251,  0.74591, 0.630
0.05251,  0.76346, 0.628
0.05251,  0.78101, 0.626
0.05251,  0.79856, 0.623
0.05251,  0.81611, 0.621
0.05251,  0.83366, 0.619
0.05251,  0.85121, 0.617
0.05251,  0.86876, 0.615
0.05251,  0.88632, 0.613
0.05251,  0.90387, 0.611
0.05251,  0.92142, 0.609
0.05251,  0.93897, 0.608
0.05251,  0.95652, 0.606
0.05251,  0.97407, 0.604
0.05251,  0.99162, 0.602
0.05251,  1.00917, 0.599
0.05251,  1.02672, 0.597
0.05251,  1.04427, 0.595
0.05251,  1.06182, 0.592
0.05251,  1.07937, 0.590
0.05251,  1.09692, 0.589
0.05251,  1.11448, 0.587
0.05251,  1.13203, 0.585
0.05251,  1.14958, 0.580
0.05251,  1.16713, 0.575
0.05251,  1.18468, 0.573
0.05251,  1.20223, 0.571
0.05251,  1.21978, 0.567
0.05251,  1.23733, 0.563
0.05251,  1.25488, 0.560
0.05251,  1.27243, 0.557
0.05251,  1.28998, 0.555
0.05251,  1.30753, 0.553
0.05251,  1.32509, 0.551
0.05251,  1.34264, 0.550
0.05251,  1.36019, 0.000
0.05251,  1.37774, 0.000
0.05251,  1.39529, 0.000
0.05251,  1.41284, 0.000
0.05251,  1.43039, 0.000
0.05251,  1.44794, 0.000
0.05251,  1.46549, 0.000
0.05251,  1.48304, 0.000
0.05251,  1.50059, 0.000
0.05251,  1.51814, 0.000
0.05251,  1.53569, 0.000
0.05251,  1.55325, 0.000
0.05251,  1.57080, 0.000
0.07001, -1.57080, 0.000
0.07001, -1.55325, 0.000
0.07001, -1.53569, 0.000
0.07001, -1.51814, 0.000
0.07001, -1.50059, 0.000
0.07001, -1.48304, 0.000
0.07001, -1.46549, 0.000
0.07001, -1.44794, 0.000
0.07001, -1.43039, 0.000
0.07001, -1.41284, 0.000
0.07001, -1.39529, 0.000
0.07001, -1.37774, 0.000
0.07001, -1.36019, 0.000
0.07001, -1.34264, 0.000
0.07001, -1.32509, 0.000
0.07001, -1.30753, 0.000
0.07001, -1.28998, 0.547
0.07001, -1.27243, 0.552
0.07001, -1.25488, 0.565
0.07001, -1.23733, 0.580
0.07001, -1.21978, 0.593
0.07001, -1.20223, 0.600
0.07001, -1.18468, 0.608
0.07001, -1.16713, 0.610
0.07001, -1.14958, 0.611
0.07001, -1.13203, 0.613
0.07001, -1.11448, 0.615
0.07001, -1.09692, 0.616
0.07001, -1.07937, 0.618
0.07001, -1.06182, 0.620
0.07001, -1.04427, 0.622
0.07001, -1.02672, 0.625
0.07001, -1.00917, 0.628
0.07001, -0.99162, 0.630
0.07001, -0.97407, 0.633
0.07001, -0.95652, 0.636
0.07001, -0.93897, 0.639
0.07001, -0.92142, 0.643
0.07001, -0.90387, 0.646
0.07001, -0.88632, 0.650
0.07001, -0.86876, 0.655
0.07001, -0.85121, 0.660
0.07001, -0.83366, 0.666
0.07001, -0.81611, 0.672
0.07001, -0.79856, 0.678
0.07001, -0.78101, 0.684
0.07001, -0.76346, 0.692
0.07001, -0.74591, 0.702
0.07001, -0.72836, 0.713
0.07001, -0.71081, 0.724
0.07001, -0.69326, 0.734
0.07001, -0.67571, 0.744
0.07001, -0.65815, 0.760
0.07001, -0.64060, 0.786
0.07001, -0.62305, 0.811
0.07001, -0.60550, 0.836
0.07001, -0.58795, 0.862
0.07001, -0.57040, 0.886
0.07001, -0.55285, 0.907
0.07001, -0.53530, 0.928
0.07001, -0.51775, 0.943
0.07001, -0.50020, 0.946
0.07001, -0.48265, 0.947
0.07001, -0.46510, 0.947
0.07001, -0.44755, 0.947
0.07001, -0.42999, 0.952
0.07001, -0.41244, 0.954
0.07001, -0.39489, 0.954
0.07001, -0.37734, 0.954
0.07001, -0.35979, 0.955
0.07001, -0.34224, 0.955
0.07001, -0.32469, 0.955
0.07001, -0.30714, 0.955
0.07001, -0.28959, 0.955
0.07001, -0.27204, 0.955
0.07001, -0.25449, 0.955
0.07001, -0.23694, 0.955
0.07001, -0.21938, 0.955
0.07001, -0.20183, 0.955
0.07001, -0.18428, 0.955
0.07001, -0.16673, 0.955
0.07001, -0.14918, 0.955
0.07001, -0.13163, 0.955
0.07001, -0.11408, 0.955
0.07001, -0.09653, 0.955
0.07001, -0.07898, 0.955
0.07001, -0.06143, 0.955
0.07001, -0.04388, 0.955
0.07001, -0.02633, 0.955
0.07001, -0.00878, 0.955
0.07001,  0.00878, 0.954
0.07001,  0.02633, 0.954
0.07001,  0.04388, 0.954
0.07001,  0.06143, 0.954
0.07001,  0.07898, 0.954
0.07001,  0.09653, 0.954
0.07001,  0.11408, 0.954
0.07001,  0.13163, 0.954
0.07001,  0.14918, 0.954
0.07001,  0.16673, 0.951
0.07001,  0.18428, 0.948
0.07001,  0.20183, 0.943
0.07001,  0.21938, 0.919
0.07001,  0.23694, 0.895
0.07001,  0.25449, 0.871
0.07001,  0.27204, 0.847
0.07001,  0.28959, 0.823
0.07001,  0.30714, 0.799
0.07001,  0.32469, 0.776
0.07001,  0.34224, 0.765
0.07001,  0.35979, 0.753
0.07001,  0.37734, 0.741
0.07001,  0.39489, 0.729
0.07001,  0.41244, 0.718
0.07001,  0.42999, 0.706
0.07001,  0.44755, 0.695
0.07001,  0.46510, 0.689
0.07001,  0.48265, 0.684
0.07001,  0.50020, 0.679
0.07001,  0.51775, 0.673
0.07001,  0.53530, 0.668
0.07001,  0.55285, 0.662
0.07001,  0.57040, 0.657
0.07001,  0.58795, 0.653
0.07001,  0.60550, 0.649
0.07001,  0.62305, 0.646
0.07001,  0.64060, 0.643
0.07001,  0.65815, 0.641
0.07001,  0.67571, 0.638
0.07001,  0.69326, 0.636
0.07001,  0.71081, 0.633
0.07001,  0.72836, 0.631
0.07001,  0.74591, 0.629
0.07001,  0.76346, 0.626
0.07001,  0.78101, 0.624
0.07001,  0.79856, 0.622
0.07001,  0.81611, 0.620
0.07001,  0.83366, 0.618
0.07001,  0.85121, 0.616
0.07001,  0.86876, 0.614
0.07001,  0.88632, 0.612
0.07001,  0.90387, 0.610
0.07001,  0.92142, 0.608
0.07001,  0.93897, 0.606
0.07001,  0.95652, 0.604
0.07001,  0.97407, 0.603
0.07001,  0.99162, 0.601
0.07001,  1.00917, 0.598
0.07001,  1.02672, 0.596
0.07001,  1.04427, 0.593
0.07001,  1.06182, 0.591
0.07001,  1.07937, 0.590
0.07001,  1.09692, 0.588
0.07001,  1.11448, 0.587
