RA,Dec,Efficiency
1.92421,-0.11783,0.615
1.92421,-0.19637,0.627
1.92421,-0.27491,0.645
1.92421,-0.35345,0.658
1.92421,-0.43199,0.708
1.92421,-0.51053,0.816
1.92421,-0.58907,0.766
1.92421,-0.66761,0.607
1.92421,-0.74615,0.556
1.92421,-0.82469,0.371
1.92421,-0.90323,0.0
1.92421,-0.98177,0.0
1.92421,-1.06031,0.0
1.92421,-1.13885,0.0
1.92421,-1.21739,0.0
1.92421,-1.29593,0.0
1.92421,-1.37447,0.0
1.92421,-1.45301,0.0
1.92421,-1.53155,0.0
1.92421,0.03925,0.596
1.92421,0.11779,0.587
1.92421,0.19633,0.579
1.92421,0.27487,0.57
1.92421,0.35341,0.567
1.92421,0.43195,0.562
1.92421,0.51049,0.562
1.92421,0.58903,0.56
1.92421,0.66757,0.556
1.92421,0.74611,0.554
1.92421,0.82465,0.553
1.92421,0.90319,0.553
1.92421,0.98173,0.55
1.92421,1.06027,0.548
1.92421,1.13881,0.547
1.92421,1.21735,0.546
1.92421,1.29589,0.541
1.92421,1.37443,0.536
1.92421,1.45297,0.292
1.92421,1.53151,0.0
2.00275,-0.03929,0.595
2.00275,-0.11783,0.611
2.00275,-0.19637,0.652
2.00275,-0.27491,0.678
2.00275,-0.35345,0.664
2.00275,-0.43199,0.708
2.00275,-0.51053,0.93
2.00275,-0.58907,0.813
2.00275,-0.66761,0.613
2.00275,-0.74615,0.604
2.00275,-0.82469,0.597
2.00275,-0.90323,0.324
2.00275,-0.98177,0.0
2.00275,-1.06031,0.0
2.00275,-1.13885,0.0
2.00275,-1.21739,0.0
2.00275,-1.29593,0.0
2.00275,-1.37447,0.0
2.00275,-1.45301,0.0
2.00275,-1.53155,0.0
2.00275,0.03925,0.585
2.00275,0.11779,0.575
2.00275,0.19633,0.567
2.00275,0.27487,0.563
2.00275,0.35341,0.56
2.00275,0.43195,0.559
2.00275,0.51049,0.555
2.00275,0.58903,0.555
2.00275,0.66757,0.551
2.00275,0.74611,0.55
2.00275,0.82465,0.551
2.00275,0.90319,0.548
2.00275,0.98173,0.546
2.00275,1.06027,0.548
2.00275,1.13881,0.546
2.00275,1.21735,0.544
2.00275,1.29589,0.541
2.00275,1.37443,0.536
2.00275,1.45297,0.292
2.00275,1.53151,0.0
2.08129,-0.03929,0.624
2.08129,-0.11783,0.639
2.08129,-0.19637,0.656
2.08129,-0.27491,0.683
2.08129,-0.35345,0.721
2.08129,-0.43199,0.758
2.08129,-0.51053,0.93
2.08129,-0.58907,0.813
2.08129,-0.66761,0.657
2.08129,-0.74615,0.632
2.08129,-0.82469,0.604
2.08129,-0.90323,0.328
2.08129,-0.98177,0.0
2.08129,-1.06031,0.0
2.08129,-1.13885,0.0
2.08129,-1.21739,0.0
2.08129,-1.29593,0.0
2.08129,-1.37447,0.0
2.08129,-1.45301,0.0
2.08129,-1.53155,0.0
2.08129,0.03925,0.611
2.08129,0.11779,0.603
2.08129,0.19633,0.587
2.08129,0.27487,0.58
2.08129,0.35341,0.574
2.08129,0.43195,0.569
2.08129,0.51049,0.563
2.08129,0.58903,0.56
2.08129,0.66757,0.559
2.08129,0.74611,0.557
2.08129,0.82465,0.555
2.08129,0.90319,0.551
2.08129,0.98173,0.548
2.08129,1.06027,0.544
2.08129,1.13881,0.546
2.08129,1.21735,0.543
2.08129,1.29589,0.541
2.08129,1.37443,0.536
2.08129,1.45297,0.292
2.08129,1.53151,0.0
2.15983,-0.03929,0.622
2.15983,-0.11783,0.652
2.15983,-0.19637,0.678
2.15983,-0.27491,0.678
2.15983,-0.35345,0.72
2.15983,-0.43199,0.792
2.15983,-0.51053,0.816
2.15983,-0.58907,0.77
2.15983,-0.66761,0.693
2.15983,-0.74615,0.643
2.15983,-0.82469,0.614
2.15983,-0.90323,0.361
2.15983,-0.98177,0.0
2.15983,-1.06031,0.0
2.15983,-1.13885,0.0
2.15983,-1.21739,0.0
2.15983,-1.29593,0.0
2.15983,-1.37447,0.0
2.15983,-1.45301,0.0
2.15983,-1.53155,0.0
2.15983,0.03925,0.614
2.15983,0.11779,0.606
2.15983,0.19633,0.601
2.15983,0.27487,0.593
2.15983,0.35341,0.586
2.15983,0.43195,0.579
2.15983,0.51049,0.572
2.15983,0.58903,0.568
2.15983,0.66757,0.564
2.15983,0.74611,0.562
2.15983,0.82465,0.557
2.15983,0.90319,0.554
2.15983,0.98173,0.547
2.15983,1.06027,0.545
2.15983,1.13881,0.543
2.15983,1.21735,0.541
2.15983,1.29589,0.541
2.15983,1.37443,0.533
2.15983,1.45297,0.291
2.15983,1.53151,0.0
2.23836,-0.03929,0.639
2.23836,-0.11783,0.656
2.23836,-0.19637,0.683
2.23836,-0.27491,0.721
2.23836,-0.35345,0.758
2.23836,-0.43199,0.832
2.23836,-0.51053,0.93
2.23836,-0.58907,0.907
2.23836,-0.66761,0.718
2.23836,-0.74615,0.66
2.23836,-0.82469,0.622
2.23836,-0.90323,0.512
2.23836,-0.98177,0.0
2.23836,-1.06031,0.0
2.23836,-1.13885,0.0
2.23836,-1.21739,0.0
2.23836,-1.29593,0.0
2.23836,-1.37447,0.0
2.23836,-1.45301,0.0
2.23836,-1.53155,0.0
2.23836,0.03925,0.624
2.23836,0.11779,0.611
2.23836,0.19633,0.603
2.23836,0.27487,0.594
2.23836,0.35341,0.59
2.23836,0.43195,0.584
2.23836,0.51049,0.58
2.23836,0.58903,0.573
2.23836,0.66757,0.569
2.23836,0.74611,0.564
2.23836,0.82465,0.56
2.23836,0.90319,0.555
2.23836,0.98173,0.551
2.23836,1.06027,0.548
2.23836,1.13881,0.542
2.23836,1.21735,0.541
2.23836,1.29589,0.54
2.23836,1.37443,0.471
2.23836,1.45297,0.248
2.23836,1.53151,0.0
2.3169,-0.03929,0.639
2.3169,-0.11783,0.656
2.3169,-0.19637,0.683
2.3169,-0.27491,0.721
2.3169,-0.35345,0.792
2.3169,-0.43199,0.916
2.3169,-0.51053,0.917
2.3169,-0.58907,0.899
2.3169,-0.66761,0.744
2.3169,-0.74615,0.668
2.3169,-0.82469,0.629
2.3169,-0.90323,0.592
2.3169,-0.98177,0.352
2.3169,-1.06031,0.0
2.3169,-1.13885,0.0
2.3169,-1.21739,0.0
2.3169,-1.29593,0.0
2.3169,-1.37447,0.0
2.3169,-1.45301,0.0
2.3169,-1.53155,0.0
2.3169,0.03925,0.624
2.3169,0.11779,0.614
2.3169,0.19633,0.606
2.3169,0.27487,0.601
2.3169,0.35341,0.593
2.3169,0.43195,0.586
2.3169,0.51049,0.579
2.3169,0.58903,0.574
2.3169,0.66757,0.569
2.3169,0.74611,0.564
2.3169,0.82465,0.562
2.3169,0.90319,0.557
2.3169,0.98173,0.554
2.3169,1.06027,0.548
2.3169,1.13881,0.544
2.3169,1.21735,0.539
2.3169,1.29589,0.54
2.3169,1.37443,0.468
2.3169,1.45297,0.247
2.3169,1.53151,0.0
2.39544,-0.03929,0.652
2.39544,-0.11783,0.678
2.39544,-0.19637,0.683
2.39544,-0.27491,0.726
2.39544,-0.35345,0.832
2.39544,-0.43199,0.914
2.39544,-0.51053,0.93
2.39544,-0.58907,0.901
2.39544,-0.66761,0.752
2.39544,-0.74615,0.674
2.39544,-0.82469,0.63
2.39544,-0.90323,0.599
2.39544,-0.98177,0.506
2.39544,-1.06031,0.251
2.39544,-1.13885,0.0
2.39544,-1.21739,0.0
2.39544,-1.29593,0.0
2.39544,-1.37447,0.0
2.39544,-1.45301,0.0
2.39544,-1.53155,0.0
2.39544,0.03925,0.624
2.39544,0.11779,0.614
2.39544,0.19633,0.606
2.39544,0.27487,0.601
2.39544,0.35341,0.594
2.39544,0.43195,0.59
2.39544,0.51049,0.584
2.39544,0.58903,0.58
2.39544,0.66757,0.573
2.39544,0.74611,0.569
2.39544,0.82465,0.564
2.39544,0.90319,0.56
2.39544,0.98173,0.555
2.39544,1.06027,0.548
2.39544,1.13881,0.545
2.39544,1.21735,0.54
2.39544,1.29589,0.54
2.39544,1.37443,0.471
2.39544,1.45297,0.248
2.39544,1.53151,0.0
2.47398,-0.03929,0.656
2.47398,-0.11783,0.683
2.47398,-0.19637,0.721
2.47398,-0.27491,0.758
2.47398,-0.35345,0.916
2.47398,-0.43199,0.917
2.47398,-0.51053,0.914
2.47398,-0.58907,0.884
2.47398,-0.66761,0.744
2.47398,-0.74615,0.667
2.47398,-0.82469,0.628
2.47398,-0.90323,0.603
2.47398,-0.98177,0.592
2.47398,-1.06031,0.322
2.47398,-1.13885,0.0
2.47398,-1.21739,0.0
2.47398,-1.29593,0.0
2.47398,-1.37447,0.0
2.47398,-1.45301,0.0
2.47398,-1.53155,0.0
2.47398,0.03925,0.639
2.47398,0.11779,0.624
2.47398,0.19633,0.611
2.47398,0.27487,0.603
2.47398,0.35341,0.594
2.47398,0.43195,0.59
2.47398,0.51049,0.584
2.47398,0.58903,0.58
2.47398,0.66757,0.574
2.47398,0.74611,0.569
2.47398,0.82465,0.564
2.47398,0.90319,0.56
2.47398,0.98173,0.555
2.47398,1.06027,0.551
2.47398,1.13881,0.548
2.47398,1.21735,0.542
2.47398,1.29589,0.516
2.47398,1.37443,0.468
2.47398,1.45297,0.247
2.47398,1.53151,0.0
2.55252,-0.03929,0.679
2.55252,-0.11783,0.766
2.55252,-0.19637,0.826
2.55252,-0.27491,0.833
2.55252,-0.35345,0.916
2.55252,-0.43199,0.917
2.55252,-0.51053,0.907
2.55252,-0.58907,0.867
2.55252,-0.66761,0.72
2.55252,-0.74615,0.659
2.55252,-0.82469,0.629
2.55252,-0.90323,0.611
2.55252,-0.98177,0.596
2.55252,-1.06031,0.504
2.55252,-1.13885,0.0
2.55252,-1.21739,0.0
2.55252,-1.29593,0.0
2.55252,-1.37447,0.0
2.55252,-1.45301,0.0
2.55252,-1.53155,0.0
2.55252,0.03925,0.642
2.55252,0.11779,0.622
2.55252,0.19633,0.614
2.55252,0.27487,0.606
2.55252,0.35341,0.601
2.55252,0.43195,0.593
2.55252,0.51049,0.586
2.55252,0.58903,0.58
2.55252,0.66757,0.574
2.55252,0.74611,0.569
2.55252,0.82465,0.564
2.55252,0.90319,0.562
2.55252,0.98173,0.557
2.55252,1.06027,0.554
2.55252,1.13881,0.547
2.55252,1.21735,0.541
2.55252,1.29589,0.517
2.55252,1.37443,0.467
2.55252,1.45297,0.222
2.55252,1.53151,0.0
2.63106,-0.03929,0.766
2.63106,-0.11783,0.872
2.63106,-0.19637,0.931
2.63106,-0.27491,0.929
2.63106,-0.35345,0.933
2.63106,-0.43199,0.917
2.63106,-0.51053,0.901
2.63106,-0.58907,0.78
2.63106,-0.66761,0.698
2.63106,-0.74615,0.673
2.63106,-0.82469,0.637
2.63106,-0.90323,0.618
2.63106,-0.98177,0.602
2.63106,-1.06031,0.506
2.63106,-1.13885,0.0
2.63106,-1.21739,0.0
2.63106,-1.29593,0.0
2.63106,-1.37447,0.0
2.63106,-1.45301,0.0
2.63106,-1.53155,0.0
2.63106,0.03925,0.692
2.63106,0.11779,0.647
2.63106,0.19633,0.621
2.63106,0.27487,0.606
2.63106,0.35341,0.599
2.63106,0.43195,0.594
2.63106,0.51049,0.59
2.63106,0.58903,0.584
2.63106,0.66757,0.58
2.63106,0.74611,0.573
2.63106,0.82465,0.569
2.63106,0.90319,0.564
2.63106,0.98173,0.56
2.63106,1.06027,0.555
2.63106,1.13881,0.548
2.63106,1.21735,0.541
2.63106,1.29589,0.515
2.63106,1.37443,0.343
2.63106,1.45297,0.116
2.63106,1.53151,0.0
2.7096,-0.03929,0.872
2.7096,-0.11783,0.931
2.7096,-0.19637,0.929
2.7096,-0.27491,0.933
2.7096,-0.35345,0.92
2.7096,-0.43199,0.923
2.7096,-0.51053,0.943
2.7096,-0.58907,0.797
2.7096,-0.66761,0.723
2.7096,-0.74615,0.681
2.7096,-0.82469,0.644
2.7096,-0.90323,0.622
2.7096,-0.98177,0.605
2.7096,-1.06031,0.525
2.7096,-1.13885,0.285
2.7096,-1.21739,0.0
2.7096,-1.29593,0.0
2.7096,-1.37447,0.0
2.7096,-1.45301,0.0
2.7096,-1.53155,0.0
2.7096,0.03925,0.755
2.7096,0.11779,0.692
2.7096,0.19633,0.647
2.7096,0.27487,0.621
2.7096,0.35341,0.606
2.7096,0.43195,0.593
2.7096,0.51049,0.588
2.7096,0.58903,0.582
2.7096,0.66757,0.577
2.7096,0.74611,0.574
2.7096,0.82465,0.569
2.7096,0.90319,0.564
2.7096,0.98173,0.559
2.7096,1.06027,0.552
2.7096,1.13881,0.546
2.7096,1.21735,0.541
2.7096,1.29589,0.514
2.7096,1.37443,0.342
2.7096,1.45297,0.0
2.7096,1.53151,0.0
2.78814,-0.03929,0.921
2.78814,-0.11783,0.931
2.78814,-0.19637,0.929
2.78814,-0.27491,0.933
2.78814,-0.35345,0.923
2.78814,-0.43199,0.943
2.78814,-0.51053,0.922
2.78814,-0.58907,0.766
2.78814,-0.66761,0.747
2.78814,-0.74615,0.691
2.78814,-0.82469,0.655
2.78814,-0.90323,0.629
2.78814,-0.98177,0.604
2.78814,-1.06031,0.592
2.78814,-1.13885,0.44
2.78814,-1.21739,0.2
2.78814,-1.29593,0.0
2.78814,-1.37447,0.0
2.78814,-1.45301,0.0
2.78814,-1.53155,0.0
2.78814,0.03925,0.806
2.78814,0.11779,0.732
2.78814,0.19633,0.683
2.78814,0.27487,0.642
2.78814,0.35341,0.619
2.78814,0.43195,0.605
2.78814,0.51049,0.589
2.78814,0.58903,0.584
2.78814,0.66757,0.578
2.78814,0.74611,0.573
2.78814,0.82465,0.569
2.78814,0.90319,0.562
2.78814,0.98173,0.557
2.78814,1.06027,0.554
2.78814,1.13881,0.546
2.78814,1.21735,0.54
2.78814,1.29589,0.515
2.78814,1.37443,0.343
2.78814,1.45297,0.0
2.78814,1.53151,0.0
2.86668,-0.03929,0.921
2.86668,-0.11783,0.931
2.86668,-0.19637,0.929
2.86668,-0.27491,0.933
2.86668,-0.35345,0.923
2.86668,-0.43199,0.943
2.86668,-0.51053,0.917
2.86668,-0.58907,0.911
2.86668,-0.66761,0.777
2.86668,-0.74615,0.699
2.86668,-0.82469,0.657
2.86668,-0.90323,0.627
2.86668,-0.98177,0.61
2.86668,-1.06031,0.594
2.86668,-1.13885,0.47
2.86668,-1.21739,0.403
2.86668,-1.29593,0.199
2.86668,-1.37447,0.0
2.86668,-1.45301,0.0
2.86668,-1.53155,0.0
2.86668,0.03925,0.878
2.86668,0.11779,0.746
2.86668,0.19633,0.695
2.86668,0.27487,0.661
2.86668,0.35341,0.636
2.86668,0.43195,0.63
2.86668,0.51049,0.619
2.86668,0.58903,0.594
2.86668,0.66757,0.58
2.86668,0.74611,0.573
2.86668,0.82465,0.569
2.86668,0.90319,0.562
2.86668,0.98173,0.559
2.86668,1.06027,0.551
2.86668,1.13881,0.546
2.86668,1.21735,0.54
2.86668,1.29589,0.514
2.86668,1.37443,0.342
2.86668,1.45297,0.0
2.86668,1.53151,0.0
2.94522,-0.03929,0.921
2.94522,-0.11783,0.919
2.94522,-0.19637,0.919
2.94522,-0.27491,0.92
2.94522,-0.35345,0.923
2.94522,-0.43199,0.943
2.94522,-0.51053,0.915
2.94522,-0.58907,0.925
2.94522,-0.66761,0.79
2.94522,-0.74615,0.704
2.94522,-0.82469,0.658
2.94522,-0.90323,0.628
2.94522,-0.98177,0.607
2.94522,-1.06031,0.591
2.94522,-1.13885,0.521
2.94522,-1.21739,0.473
2.94522,-1.29593,0.398
2.94522,-1.37447,0.199
2.94522,-1.45301,0.0
2.94522,-1.53155,0.0
2.94522,0.03925,0.884
2.94522,0.11779,0.755
2.94522,0.19633,0.697
2.94522,0.27487,0.668
2.94522,0.35341,0.649
2.94522,0.43195,0.641
2.94522,0.51049,0.63
2.94522,0.58903,0.621
2.94522,0.66757,0.604
2.94522,0.74611,0.577
2.94522,0.82465,0.568
2.94522,0.90319,0.564
2.94522,0.98173,0.556
2.94522,1.06027,0.551
2.94522,1.13881,0.545
2.94522,1.21735,0.539
2.94522,1.29589,0.513
2.94522,1.37443,0.341
2.94522,1.45297,0.0
2.94522,1.53151,0.0
3.02376,-0.03929,0.931
3.02376,-0.11783,0.929
3.02376,-0.19637,0.933
3.02376,-0.27491,0.916
3.02376,-0.35345,0.918
3.02376,-0.43199,0.922
3.02376,-0.51053,0.925
3.02376,-0.58907,0.899
3.02376,-0.66761,0.794
3.02376,-0.74615,0.697
3.02376,-0.82469,0.657
3.02376,-0.90323,0.629
3.02376,-0.98177,0.606
3.02376,-1.06031,0.593
3.02376,-1.13885,0.521
3.02376,-1.21739,0.473
3.02376,-1.29593,0.465
3.02376,-1.37447,0.253
3.02376,-1.45301,0.0
3.02376,-1.53155,0.0
3.02376,0.03925,0.888
3.02376,0.11779,0.761
3.02376,0.19633,0.707
3.02376,0.27487,0.687
3.02376,0.35341,0.667
3.02376,0.43195,0.649
3.02376,0.51049,0.636
3.02376,0.58903,0.624
3.02376,0.66757,0.616
3.02376,0.74611,0.581
3.02376,0.82465,0.572
3.02376,0.90319,0.561
3.02376,0.98173,0.556
3.02376,1.06027,0.551
3.02376,1.13881,0.544
3.02376,1.21735,0.539
3.02376,1.29589,0.512
3.02376,1.37443,0.341
3.02376,1.45297,0.0
3.02376,1.53151,0.0
3.1023,-0.03929,0.924
3.1023,-0.11783,0.919
3.1023,-0.19637,0.92
3.1023,-0.27491,0.939
3.1023,-0.35345,0.943
3.1023,-0.43199,0.917
3.1023,-0.51053,0.925
3.1023,-0.58907,0.887
3.1023,-0.66761,0.768
3.1023,-0.74615,0.689
3.1023,-0.82469,0.651
3.1023,-0.90323,0.628
3.1023,-0.98177,0.606
3.1023,-1.06031,0.587
3.1023,-1.13885,0.525
3.1023,-1.21739,0.478
3.1023,-1.29593,0.47
3.1023,-1.37447,0.395
3.1023,-1.45301,0.0
3.1023,-1.53155,0.0
3.1023,0.03925,0.921
3.1023,0.11779,0.806
3.1023,0.19633,0.741
3.1023,0.27487,0.71
3.1023,0.35341,0.684
3.1023,0.43195,0.663
3.1023,0.51049,0.642
3.1023,0.58903,0.63
3.1023,0.66757,0.619
3.1023,0.74611,0.611
3.1023,0.82465,0.572
3.1023,0.90319,0.561
3.1023,0.98173,0.555
3.1023,1.06027,0.55
3.1023,1.13881,0.543
3.1023,1.21735,0.537
3.1023,1.29589,0.512
3.1023,1.37443,0.256
3.1023,1.45297,0.0
3.1023,1.53151,0.0
3.18084,-0.03929,0.929
3.18084,-0.11783,0.925
3.18084,-0.19637,0.924
3.18084,-0.27491,0.939
3.18084,-0.35345,0.939
3.18084,-0.43199,0.915
3.18084,-0.51053,0.925
3.18084,-0.58907,0.872
3.18084,-0.66761,0.729
3.18084,-0.74615,0.676
3.18084,-0.82469,0.643
3.18084,-0.90323,0.62
3.18084,-0.98177,0.598
3.18084,-1.06031,0.546
3.18084,-1.13885,0.529
3.18084,-1.21739,0.481
3.18084,-1.29593,0.474
3.18084,-1.37447,0.398
3.18084,-1.45301,0.0
3.18084,-1.53155,0.0
3.18084,0.03925,0.943
3.18084,0.11779,0.878
3.18084,0.19633,0.789
3.18084,0.27487,0.735
3.18084,0.35341,0.699
3.18084,0.43195,0.671
3.18084,0.51049,0.651
3.18084,0.58903,0.635
3.18084,0.66757,0.623
3.18084,0.74611,0.615
3.18084,0.82465,0.573
3.18084,0.90319,0.566
3.18084,0.98173,0.558
3.18084,1.06027,0.549
3.18084,1.13881,0.543
3.18084,1.21735,0.535
3.18084,1.29589,0.438
3.18084,1.37443,0.0
3.18084,1.45297,0.0
3.18084,1.53151,0.0
3.25938,-0.03929,0.929
3.25938,-0.11783,0.925
3.25938,-0.19637,0.924
3.25938,-0.27491,0.928
3.25938,-0.35345,0.939
3.25938,-0.43199,0.931
3.25938,-0.51053,0.899
3.25938,-0.58907,0.794
3.25938,-0.66761,0.705
3.25938,-0.74615,0.661
3.25938,-0.82469,0.636
3.25938,-0.90323,0.615
3.25938,-0.98177,0.597
3.25938,-1.06031,0.545
3.25938,-1.13885,0.529
3.25938,-1.21739,0.481
3.25938,-1.29593,0.474
3.25938,-1.37447,0.463
3.25938,-1.45301,0.23
3.25938,-1.53155,0.0
3.25938,0.03925,0.943
3.25938,0.11779,0.932
3.25938,0.19633,0.907
3.25938,0.27487,0.761
3.25938,0.35341,0.711
3.25938,0.43195,0.678
3.25938,0.51049,0.653
3.25938,0.58903,0.635
3.25938,0.66757,0.626
3.25938,0.74611,0.615
3.25938,0.82465,0.577
3.25938,0.90319,0.568
3.25938,0.98173,0.56
3.25938,1.06027,0.55
3.25938,1.13881,0.542
3.25938,1.21735,0.535
3.25938,1.29589,0.436
3.25938,1.37443,0.0
3.25938,1.45297,0.0
3.25938,1.53151,0.0
3.33792,-0.03929,0.924
3.33792,-0.11783,0.918
3.33792,-0.19637,0.919
3.33792,-0.27491,0.939
3.33792,-0.35345,0.922
3.33792,-0.43199,0.931
3.33792,-0.51053,0.892
3.33792,-0.58907,0.768
3.33792,-0.66761,0.689
3.33792,-0.74615,0.651
3.33792,-0.82469,0.628
3.33792,-0.90323,0.606
3.33792,-0.98177,0.592
3.33792,-1.06031,0.548
3.33792,-1.13885,0.529
3.33792,-1.21739,0.513
3.33792,-1.29593,0.474
3.33792,-1.37447,0.463
3.33792,-1.45301,0.306
3.33792,-1.53155,0.0
3.33792,0.03925,0.922
3.33792,0.11779,0.932
3.33792,0.19633,0.907
3.33792,0.27487,0.81
3.33792,0.35341,0.721
3.33792,0.43195,0.681
3.33792,0.51049,0.656
3.33792,0.58903,0.641
3.33792,0.66757,0.626
3.33792,0.74611,0.617
3.33792,0.82465,0.581
3.33792,0.90319,0.572
3.33792,0.98173,0.561
3.33792,1.06027,0.549
3.33792,1.13881,0.541
3.33792,1.21735,0.514
3.33792,1.29589,0.28
3.33792,1.37443,0.0
3.33792,1.45297,0.0
3.33792,1.53151,0.0
3.41646,-0.03929,0.929
3.41646,-0.11783,0.925
3.41646,-0.19637,0.924
3.41646,-0.27491,0.928
3.41646,-0.35345,0.939
3.41646,-0.43199,0.922
3.41646,-0.51053,0.892
3.41646,-0.58907,0.75
3.41646,-0.66761,0.676
3.41646,-0.74615,0.643
3.41646,-0.82469,0.62
3.41646,-0.90323,0.599
3.41646,-0.98177,0.587
3.41646,-1.06031,0.55
3.41646,-1.13885,0.529
3.41646,-1.21739,0.513
3.41646,-1.29593,0.481
3.41646,-1.37447,0.467
3.41646,-1.45301,0.307
3.41646,-1.53155,0.0
3.41646,0.03925,0.943
3.41646,0.11779,0.92
3.41646,0.19633,0.923
3.41646,0.27487,0.83
3.41646,0.35341,0.728
3.41646,0.43195,0.681
3.41646,0.51049,0.657
3.41646,0.58903,0.641
3.41646,0.66757,0.627
3.41646,0.74611,0.62
3.41646,0.82465,0.58
3.41646,0.90319,0.57
3.41646,0.98173,0.56
3.41646,1.06027,0.549
3.41646,1.13881,0.537
3.41646,1.21735,0.458
3.41646,1.29589,0.22
3.41646,1.37443,0.0
3.41646,1.45297,0.0
3.41646,1.53151,0.0
3.495,-0.03929,0.919
3.495,-0.11783,0.918
3.495,-0.19637,0.939
3.495,-0.27491,0.92
3.495,-0.35345,0.922
3.495,-0.43199,0.931
3.495,-0.51053,0.926
3.495,-0.58907,0.785
3.495,-0.66761,0.676
3.495,-0.74615,0.636
3.495,-0.82469,0.615
3.495,-0.90323,0.597
3.495,-0.98177,0.563
3.495,-1.06031,0.55
3.495,-1.13885,0.527
3.495,-1.21739,0.508
3.495,-1.29593,0.482
3.495,-1.37447,0.471
3.495,-1.45301,0.311
3.495,-1.53155,0.0
3.495,0.03925,0.924
3.495,0.11779,0.932
3.495,0.19633,0.923
3.495,0.27487,0.841
3.495,0.35341,0.733
3.495,0.43195,0.684
3.495,0.51049,0.663
3.495,0.58903,0.642
3.495,0.66757,0.63
3.495,0.74611,0.62
3.495,0.82465,0.611
3.495,0.90319,0.569
3.495,0.98173,0.559
3.495,1.06027,0.547
3.495,1.13881,0.536
3.495,1.21735,0.457
3.495,1.29589,0.0
3.495,1.37443,0.0
3.495,1.45297,0.0
3.495,1.53151,0.0
3.57354,-0.03929,0.925
3.57354,-0.11783,0.924
3.57354,-0.19637,0.928
3.57354,-0.27491,0.939
3.57354,-0.35345,0.92
3.57354,-0.43199,0.922
3.57354,-0.51053,0.926
3.57354,-0.58907,0.785
3.57354,-0.66761,0.676
3.57354,-0.74615,0.628
3.57354,-0.82469,0.606
3.57354,-0.90323,0.592
3.57354,-0.98177,0.563
3.57354,-1.06031,0.548
3.57354,-1.13885,0.529
3.57354,-1.21739,0.513
3.57354,-1.29593,0.494
3.57354,-1.37447,0.471
3.57354,-1.45301,0.312
3.57354,-1.53155,0.0
3.57354,0.03925,0.929
3.57354,0.11779,0.943
3.57354,0.19633,0.917
3.57354,0.27487,0.841
3.57354,0.35341,0.735
3.57354,0.43195,0.699
3.57354,0.51049,0.671
3.57354,0.58903,0.651
3.57354,0.66757,0.635
3.57354,0.74611,0.623
3.57354,0.82465,0.615
3.57354,0.90319,0.569
3.57354,0.98173,0.556
3.57354,1.06027,0.547
3.57354,1.13881,0.535
3.57354,1.21735,0.291
3.57354,1.29589,0.0
3.57354,1.37443,0.0
3.57354,1.45297,0.0
3.57354,1.53151,0.0
3.65208,-0.03929,0.918
3.65208,-0.11783,0.919
3.65208,-0.19637,0.92
3.65208,-0.27491,0.922
3.65208,-0.35345,0.931
3.65208,-0.43199,0.921
3.65208,-0.51053,0.899
3.65208,-0.58907,0.773
3.65208,-0.66761,0.672
3.65208,-0.74615,0.626
3.65208,-0.82469,0.601
3.65208,-0.90323,0.587
3.65208,-0.98177,0.563
3.65208,-1.06031,0.55
3.65208,-1.13885,0.525
3.65208,-1.21739,0.508
3.65208,-1.29593,0.494
3.65208,-1.37447,0.471
3.65208,-1.45301,0.312
3.65208,-1.53155,0.0
3.65208,0.03925,0.919
3.65208,0.11779,0.922
3.65208,0.19633,0.932
3.65208,0.27487,0.907
3.65208,0.35341,0.761
3.65208,0.43195,0.711
3.65208,0.51049,0.678
3.65208,0.58903,0.653
3.65208,0.66757,0.635
3.65208,0.74611,0.626
3.65208,0.82465,0.615
3.65208,0.90319,0.564
3.65208,0.98173,0.556
3.65208,1.06027,0.539
3.65208,1.13881,0.323
3.65208,1.21735,0.0
3.65208,1.29589,0.0
3.65208,1.37443,0.0
3.65208,1.45297,0.0
3.65208,1.53151,0.0
3.73062,-0.03929,0.95
3.73062,-0.11783,0.917
3.73062,-0.19637,0.918
3.73062,-0.27491,0.92
3.73062,-0.35345,0.922
3.73062,-0.43199,0.919
3.73062,-0.51053,0.926
3.73062,-0.58907,0.785
3.73062,-0.66761,0.676
3.73062,-0.74615,0.628
3.73062,-0.82469,0.6
3.73062,-0.90323,0.579
3.73062,-0.98177,0.559
3.73062,-1.06031,0.547
3.73062,-1.13885,0.526
3.73062,-1.21739,0.508
3.73062,-1.29593,0.494
3.73062,-1.37447,0.471
3.73062,-1.45301,0.31
3.73062,-1.53155,0.0
3.73062,0.03925,0.931
3.73062,0.11779,0.917
3.73062,0.19633,0.92
3.73062,0.27487,0.892
3.73062,0.35341,0.81
3.73062,0.43195,0.721
3.73062,0.51049,0.681
3.73062,0.58903,0.656
3.73062,0.66757,0.641
3.73062,0.74611,0.626
3.73062,0.82465,0.617
3.73062,0.90319,0.56
3.73062,0.98173,0.552
3.73062,1.06027,0.466
3.73062,1.13881,0.0
3.73062,1.21735,0.0
3.73062,1.29589,0.0
3.73062,1.37443,0.0
3.73062,1.45297,0.0
3.73062,1.53151,0.0
3.80916,-0.03929,0.95
3.80916,-0.11783,0.94
3.80916,-0.19637,0.917
3.80916,-0.27491,0.918
3.80916,-0.35345,0.921
3.80916,-0.43199,0.919
3.80916,-0.51053,0.899
3.80916,-0.58907,0.773
