RA,Dec,Efficiency
3.80916,-0.66761,0.668
3.80916,-0.74615,0.625
3.80916,-0.82469,0.601
3.80916,-0.90323,0.578
3.80916,-0.98177,0.563
3.80916,-1.06031,0.542
3.80916,-1.13885,0.522
3.80916,-1.21739,0.509
3.80916,-1.29593,0.496
3.80916,-1.37447,0.486
3.80916,-1.45301,0.31
3.80916,-1.53155,0.0
3.80916,0.03925,0.931
3.80916,0.11779,0.915
3.80916,0.19633,0.916
3.80916,0.27487,0.923
3.80916,0.35341,0.83
3.80916,0.43195,0.728
3.80916,0.51049,0.681
3.80916,0.58903,0.657
3.80916,0.66757,0.64
3.80916,0.74611,0.627
3.80916,0.82465,0.62
3.80916,0.90319,0.553
3.80916,0.98173,0.55
3.80916,1.06027,0.463
3.80916,1.13881,0.0
3.80916,1.21735,0.0
3.80916,1.29589,0.0
3.80916,1.37443,0.0
3.80916,1.45297,0.0
3.80916,1.53151,0.0
3.8877,-0.03929,0.925
3.8877,-0.11783,0.94
3.8877,-0.19637,0.916
3.8877,-0.27491,0.918
3.8877,-0.35345,0.919
3.8877,-0.43199,0.926
3.8877,-0.51053,0.879
3.8877,-0.58907,0.729
3.8877,-0.66761,0.659
3.8877,-0.74615,0.622
3.8877,-0.82469,0.6
3.8877,-0.90323,0.579
3.8877,-0.98177,0.558
3.8877,-1.06031,0.54
3.8877,-1.13885,0.522
3.8877,-1.21739,0.514
3.8877,-1.29593,0.503
3.8877,-1.37447,0.495
3.8877,-1.45301,0.309
3.8877,-1.53155,0.018
3.8877,0.03925,0.921
3.8877,0.11779,0.918
3.8877,0.19633,0.914
3.8877,0.27487,0.917
3.8877,0.35341,0.841
3.8877,0.43195,0.733
3.8877,0.51049,0.684
3.8877,0.58903,0.657
3.8877,0.66757,0.64
3.8877,0.74611,0.627
3.8877,0.82465,0.62
3.8877,0.90319,0.549
3.8877,0.98173,0.544
3.8877,1.06027,0.297
3.8877,1.13881,0.0
3.8877,1.21735,0.0
3.8877,1.29589,0.0
3.8877,1.37443,0.0
3.8877,1.45297,0.0
3.8877,1.53151,0.0
3.96624,-0.03929,0.92
3.96624,-0.11783,0.925
3.96624,-0.19637,0.934
3.96624,-0.27491,0.916
3.96624,-0.35345,0.919
3.96624,-0.43199,0.918
3.96624,-0.51053,0.812
3.96624,-0.58907,0.702
3.96624,-0.66761,0.65
3.96624,-0.74615,0.616
3.96624,-0.82469,0.593
3.96624,-0.90323,0.57
3.96624,-0.98177,0.555
3.96624,-1.06031,0.533
3.96624,-1.13885,0.522
3.96624,-1.21739,0.514
3.96624,-1.29593,0.503
3.96624,-1.37447,0.496
3.96624,-1.45301,0.269
3.96624,-1.53155,0.018
3.96624,0.03925,0.95
3.96624,0.11779,0.931
3.96624,0.19633,0.913
3.96624,0.27487,0.915
3.96624,0.35341,0.835
3.96624,0.43195,0.729
3.96624,0.51049,0.685
3.96624,0.58903,0.659
3.96624,0.66757,0.642
3.96624,0.74611,0.629
3.96624,0.82465,0.62
3.96624,0.90319,0.541
3.96624,0.98173,0.464
3.96624,1.06027,0.232
3.96624,1.13881,0.0
3.96624,1.21735,0.0
3.96624,1.29589,0.0
3.96624,1.37443,0.0
3.96624,1.45297,0.0
3.96624,1.53151,0.0
4.04478,-0.03929,0.94
4.04478,-0.11783,0.919
4.04478,-0.19637,0.934
4.04478,-0.27491,0.917
4.04478,-0.35345,0.918
4.04478,-0.43199,0.879
4.04478,-0.51053,0.729
4.04478,-0.58907,0.67
4.04478,-0.66761,0.631
4.04478,-0.74615,0.609
4.04478,-0.82469,0.592
4.04478,-0.90323,0.57
4.04478,-0.98177,0.549
4.04478,-1.06031,0.528
4.04478,-1.13885,0.522
4.04478,-1.21739,0.515
4.04478,-1.29593,0.503
4.04478,-1.37447,0.496
4.04478,-1.45301,0.315
4.04478,-1.53155,0.014
4.04478,0.03925,0.925
4.04478,0.11779,0.921
4.04478,0.19633,0.913
4.04478,0.27487,0.914
4.04478,0.35341,0.785
4.04478,0.43195,0.726
4.04478,0.51049,0.685
4.04478,0.58903,0.659
4.04478,0.66757,0.642
4.04478,0.74611,0.628
4.04478,0.82465,0.62
4.04478,0.90319,0.537
4.04478,0.98173,0.322
4.04478,1.06027,0.0
4.04478,1.13881,0.0
4.04478,1.21735,0.0
4.04478,1.29589,0.0
4.04478,1.37443,0.0
4.04478,1.45297,0.0
4.04478,1.53151,0.0
4.12332,-0.03929,0.925
4.12332,-0.11783,0.917
4.12332,-0.19637,0.962
4.12332,-0.27491,0.916
4.12332,-0.35345,0.918
4.12332,-0.43199,0.812
4.12332,-0.51053,0.702
4.12332,-0.58907,0.65
4.12332,-0.66761,0.617
4.12332,-0.74615,0.6
4.12332,-0.82469,0.582
4.12332,-0.90323,0.563
4.12332,-0.98177,0.538
4.12332,-1.06031,0.529
4.12332,-1.13885,0.534
4.12332,-1.21739,0.52
4.12332,-1.29593,0.504
4.12332,-1.37447,0.496
4.12332,-1.45301,0.315
4.12332,-1.53155,0.0
4.12332,0.03925,0.95
4.12332,0.11779,0.931
4.12332,0.19633,0.918
4.12332,0.27487,0.88
4.12332,0.35341,0.756
4.12332,0.43195,0.717
4.12332,0.51049,0.682
4.12332,0.58903,0.658
4.12332,0.66757,0.641
4.12332,0.74611,0.628
4.12332,0.82465,0.619
4.12332,0.90319,0.37
4.12332,0.98173,0.0
4.12332,1.06027,0.0
4.12332,1.13881,0.0
4.12332,1.21735,0.0
4.12332,1.29589,0.0
4.12332,1.37443,0.0
4.12332,1.45297,0.0
4.12332,1.53151,0.0
4.20186,-0.03929,0.94
4.20186,-0.11783,0.934
4.20186,-0.19637,0.962
4.20186,-0.27491,0.893
4.20186,-0.35345,0.843
4.20186,-0.43199,0.727
4.20186,-0.51053,0.67
4.20186,-0.58907,0.631
4.20186,-0.66761,0.609
4.20186,-0.74615,0.592
4.20186,-0.82469,0.57
4.20186,-0.90323,0.55
4.20186,-0.98177,0.532
4.20186,-1.06031,0.541
4.20186,-1.13885,0.528
4.20186,-1.21739,0.526
4.20186,-1.29593,0.504
4.20186,-1.37447,0.496
4.20186,-1.45301,0.315
4.20186,-1.53155,0.0
4.20186,0.03925,0.925
4.20186,0.11779,0.95
4.20186,0.19633,0.931
4.20186,0.27487,0.906
4.20186,0.35341,0.746
4.20186,0.43195,0.715
4.20186,0.51049,0.679
4.20186,0.58903,0.656
4.20186,0.66757,0.64
4.20186,0.74611,0.63
4.20186,0.82465,0.621
4.20186,0.90319,0.338
4.20186,0.98173,0.0
4.20186,1.06027,0.0
4.20186,1.13881,0.0
4.20186,1.21735,0.0
4.20186,1.29589,0.0
4.20186,1.37443,0.0
4.20186,1.45297,0.0
4.20186,1.53151,0.0
4.2804,-0.03929,0.925
4.2804,-0.11783,0.929
4.2804,-0.19637,0.855
4.2804,-0.27491,0.797
4.2804,-0.35345,0.734
4.2804,-0.43199,0.68
4.2804,-0.51053,0.645
4.2804,-0.58907,0.617
4.2804,-0.66761,0.6
4.2804,-0.74615,0.582
4.2804,-0.82469,0.563
4.2804,-0.90323,0.538
4.2804,-0.98177,0.524
4.2804,-1.06031,0.542
4.2804,-1.13885,0.534
4.2804,-1.21739,0.52
4.2804,-1.29593,0.513
4.2804,-1.37447,0.496
4.2804,-1.45301,0.423
4.2804,-1.53155,0.0
4.2804,0.03925,0.94
4.2804,0.11779,0.925
4.2804,0.19633,0.921
4.2804,0.27487,0.838
4.2804,0.35341,0.821
4.2804,0.43195,0.723
4.2804,0.51049,0.681
4.2804,0.58903,0.658
4.2804,0.66757,0.641
4.2804,0.74611,0.628
4.2804,0.82465,0.618
4.2804,0.90319,0.336
4.2804,0.98173,0.0
4.2804,1.06027,0.0
4.2804,1.13881,0.0
4.2804,1.21735,0.0
4.2804,1.29589,0.0
4.2804,1.37443,0.0
4.2804,1.45297,0.0
4.2804,1.53151,0.0
4.35894,-0.03929,0.919
4.35894,-0.11783,0.962
4.35894,-0.19637,0.769
4.35894,-0.27491,0.712
4.35894,-0.35345,0.676
4.35894,-0.43199,0.649
4.35894,-0.51053,0.624
4.35894,-0.58907,0.602
4.35894,-0.66761,0.589
4.35894,-0.74615,0.57
4.35894,-0.82469,0.55
4.35894,-0.90323,0.534
4.35894,-0.98177,0.546
4.35894,-1.06031,0.541
4.35894,-1.13885,0.534
4.35894,-1.21739,0.526
4.35894,-1.29593,0.514
4.35894,-1.37447,0.496
4.35894,-1.45301,0.423
4.35894,-1.53155,0.0
4.35894,0.03925,0.925
4.35894,0.11779,0.92
4.35894,0.19633,0.918
4.35894,0.27487,0.918
4.35894,0.35341,0.838
4.35894,0.43195,0.731
4.35894,0.51049,0.684
4.35894,0.58903,0.658
4.35894,0.66757,0.641
4.35894,0.74611,0.624
4.35894,0.82465,0.412
4.35894,0.90319,0.0
4.35894,0.98173,0.0
4.35894,1.06027,0.0
4.35894,1.13881,0.0
4.35894,1.21735,0.0
4.35894,1.29589,0.0
4.35894,1.37443,0.0
4.35894,1.45297,0.0
4.35894,1.53151,0.0
4.43748,-0.03929,0.934
4.43748,-0.11783,0.929
4.43748,-0.19637,0.763
4.43748,-0.27491,0.694
4.43748,-0.35345,0.653
4.43748,-0.43199,0.625
4.43748,-0.51053,0.607
4.43748,-0.58907,0.592
4.43748,-0.66761,0.578
4.43748,-0.74615,0.558
4.43748,-0.82469,0.539
4.43748,-0.90323,0.544
4.43748,-0.98177,0.55
4.43748,-1.06031,0.542
4.43748,-1.13885,0.531
4.43748,-1.21739,0.526
4.43748,-1.29593,0.513
4.43748,-1.37447,0.497
4.43748,-1.45301,0.423
4.43748,-1.53155,0.0
4.43748,0.03925,0.919
4.43748,0.11779,0.924
4.43748,0.19633,0.926
4.43748,0.27487,0.915
4.43748,0.35341,0.844
4.43748,0.43195,0.732
4.43748,0.51049,0.684
4.43748,0.58903,0.657
4.43748,0.66757,0.64
4.43748,0.74611,0.62
4.43748,0.82465,0.31
4.43748,0.90319,0.0
4.43748,0.98173,0.0
4.43748,1.06027,0.0
4.43748,1.13881,0.0
4.43748,1.21735,0.0
4.43748,1.29589,0.0
4.43748,1.37443,0.0
4.43748,1.45297,0.0
4.43748,1.53151,0.0
4.51602,-0.03929,0.929
4.51602,-0.11783,0.962
4.51602,-0.19637,0.746
4.51602,-0.27491,0.691
4.51602,-0.35345,0.653
4.51602,-0.43199,0.631
4.51602,-0.51053,0.609
4.51602,-0.58907,0.587
4.51602,-0.66761,0.564
4.51602,-0.74615,0.546
4.51602,-0.82469,0.534
4.51602,-0.90323,0.551
4.51602,-0.98177,0.547
4.51602,-1.06031,0.542
4.51602,-1.13885,0.534
4.51602,-1.21739,0.52
4.51602,-1.29593,0.515
4.51602,-1.37447,0.506
4.51602,-1.45301,0.423
4.51602,-1.53155,0.0
4.51602,0.03925,0.922
4.51602,0.11779,0.918
4.51602,0.19633,0.919
4.51602,0.27487,0.915
4.51602,0.35341,0.832
4.51602,0.43195,0.731
4.51602,0.51049,0.687
4.51602,0.58903,0.659
4.51602,0.66757,0.642
4.51602,0.74611,0.541
4.51602,0.82465,0.0
4.51602,0.90319,0.0
4.51602,0.98173,0.0
4.51602,1.06027,0.0
4.51602,1.13881,0.0
4.51602,1.21735,0.0
4.51602,1.29589,0.0
4.51602,1.37443,0.0
4.51602,1.45297,0.0
4.51602,1.53151,0.0
4.59456,-0.03929,0.962
4.59456,-0.11783,0.822
4.59456,-0.19637,0.734
4.59456,-0.27491,0.684
4.59456,-0.35345,0.653
4.59456,-0.43199,0.625
4.59456,-0.51053,0.599
4.59456,-0.58907,0.569
4.59456,-0.66761,0.556
4.59456,-0.74615,0.539
4.59456,-0.82469,0.569
4.59456,-0.90323,0.56
4.59456,-0.98177,0.55
4.59456,-1.06031,0.541
4.59456,-1.13885,0.536
4.59456,-1.21739,0.526
4.59456,-1.29593,0.516
4.59456,-1.37447,0.506
4.59456,-1.45301,0.423
4.59456,-1.53155,0.0
4.59456,0.03925,0.917
4.59456,0.11779,0.924
4.59456,0.19633,0.926
4.59456,0.27487,0.913
4.59456,0.35341,0.777
4.59456,0.43195,0.724
4.59456,0.51049,0.686
4.59456,0.58903,0.657
4.59456,0.66757,0.643
4.59456,0.74611,0.54
4.59456,0.82465,0.0
4.59456,0.90319,0.0
4.59456,0.98173,0.0
4.59456,1.06027,0.0
4.59456,1.13881,0.0
4.59456,1.21735,0.0
4.59456,1.29589,0.0
4.59456,1.37443,0.0
4.59456,1.45297,0.0
4.59456,1.53151,0.0
4.6731,-0.03929,0.881
4.6731,-0.11783,0.769
4.6731,-0.19637,0.712
4.6731,-0.27491,0.676
4.6731,-0.35345,0.643
4.6731,-0.43199,0.599
4.6731,-0.51053,0.569
4.6731,-0.58907,0.556
4.6731,-0.66761,0.553
4.6731,-0.74615,0.57
4.6731,-0.82469,0.569
4.6731,-0.90323,0.554
4.6731,-0.98177,0.55
4.6731,-1.06031,0.542
4.6731,-1.13885,0.533
4.6731,-1.21739,0.523
4.6731,-1.29593,0.515
4.6731,-1.37447,0.506
4.6731,-1.45301,0.423
4.6731,-1.53155,0.0
4.6731,0.03925,0.922
4.6731,0.11779,0.924
4.6731,0.19633,0.926
4.6731,0.27487,0.832
4.6731,0.35341,0.747
4.6731,0.43195,0.715
4.6731,0.51049,0.685
4.6731,0.58903,0.659
4.6731,0.66757,0.642
4.6731,0.74611,0.349
4.6731,0.82465,0.0
4.6731,0.90319,0.0
4.6731,0.98173,0.0
4.6731,1.06027,0.0
4.6731,1.13881,0.0
4.6731,1.21735,0.0
4.6731,1.29589,0.0
4.6731,1.37443,0.0
4.6731,1.45297,0.0
4.6731,1.53151,0.0
4.75164,-0.03929,0.875
4.75164,-0.11783,0.712
4.75164,-0.19637,0.676
4.75164,-0.27491,0.647
4.75164,-0.35345,0.624
4.75164,-0.43199,0.602
4.75164,-0.51053,0.581
4.75164,-0.58907,0.591
4.75164,-0.66761,0.589
4.75164,-0.74615,0.577
4.75164,-0.82469,0.569
4.75164,-0.90323,0.56
4.75164,-0.98177,0.549
4.75164,-1.06031,0.542
4.75164,-1.13885,0.536
4.75164,-1.21739,0.522
4.75164,-1.29593,0.516
4.75164,-1.37447,0.507
4.75164,-1.45301,0.423
4.75164,-1.53155,0.0
4.75164,0.03925,0.922
4.75164,0.11779,0.918
4.75164,0.19633,0.919
4.75164,0.27487,0.832
4.75164,0.35341,0.724
4.75164,0.43195,0.701
4.75164,0.51049,0.677
4.75164,0.58903,0.659
4.75164,0.66757,0.639
4.75164,0.74611,0.347
4.75164,0.82465,0.0
4.75164,0.90319,0.0
4.75164,0.98173,0.0
4.75164,1.06027,0.0
4.75164,1.13881,0.0
4.75164,1.21735,0.0
4.75164,1.29589,0.0
4.75164,1.37443,0.0
4.75164,1.45297,0.0
4.75164,1.53151,0.0
4.83018,-0.03929,0.898
4.83018,-0.11783,0.73
4.83018,-0.19637,0.689
4.83018,-0.27491,0.655
4.83018,-0.35345,0.628
4.83018,-0.43199,0.609
4.83018,-0.51053,0.609
4.83018,-0.58907,0.592
4.83018,-0.66761,0.585
4.83018,-0.74615,0.573
4.83018,-0.82469,0.569
4.83018,-0.90323,0.56
4.83018,-0.98177,0.55
4.83018,-1.06031,0.541
4.83018,-1.13885,0.536
4.83018,-1.21739,0.523
4.83018,-1.29593,0.516
4.83018,-1.37447,0.507
4.83018,-1.45301,0.423
4.83018,-1.53155,0.0
4.83018,0.03925,0.917
4.83018,0.11779,0.938
4.83018,0.19633,0.926
4.83018,0.27487,0.831
4.83018,0.35341,0.711
4.83018,0.43195,0.692
4.83018,0.51049,0.67
4.83018,0.58903,0.651
4.83018,0.66757,0.519
4.83018,0.74611,0.0
4.83018,0.82465,0.0
4.83018,0.90319,0.0
4.83018,0.98173,0.0
4.83018,1.06027,0.0
4.83018,1.13881,0.0
4.83018,1.21735,0.0
4.83018,1.29589,0.0
4.83018,1.37443,0.0
4.83018,1.45297,0.0
4.83018,1.53151,0.0
4.90872,-0.03929,0.913
4.90872,-0.11783,0.777
4.90872,-0.19637,0.703
4.90872,-0.27491,0.664
4.90872,-0.35345,0.634
4.90872,-0.43199,0.615
4.90872,-0.51053,0.593
4.90872,-0.58907,0.591
4.90872,-0.66761,0.589
4.90872,-0.74615,0.577
4.90872,-0.82469,0.569
4.90872,-0.90323,0.559
4.90872,-0.98177,0.549
4.90872,-1.06031,0.542
4.90872,-1.13885,0.534
4.90872,-1.21739,0.523
4.90872,-1.29593,0.515
4.90872,-1.37447,0.507
4.90872,-1.45301,0.423
4.90872,-1.53155,0.0
4.90872,0.03925,0.922
4.90872,0.11779,0.92
4.90872,0.19633,0.919
4.90872,0.27487,0.832
4.90872,0.35341,0.713
4.90872,0.43195,0.676
4.90872,0.51049,0.66
4.90872,0.58903,0.644
4.90872,0.66757,0.528
4.90872,0.74611,0.0
4.90872,0.82465,0.0
4.90872,0.90319,0.0
4.90872,0.98173,0.0
4.90872,1.06027,0.0
4.90872,1.13881,0.0
4.90872,1.21735,0.0
4.90872,1.29589,0.0
4.90872,1.37443,0.0
4.90872,1.45297,0.0
4.90872,1.53151,0.0
4.98726,-0.03929,0.915
4.98726,-0.11783,0.845
4.98726,-0.19637,0.721
4.98726,-0.27491,0.669
4.98726,-0.35345,0.638
4.98726,-0.43199,0.617
4.98726,-0.51053,0.609
4.98726,-0.58907,0.599
4.98726,-0.66761,0.591
4.98726,-0.74615,0.582
4.98726,-0.82469,0.573
4.98726,-0.90323,0.564
4.98726,-0.98177,0.558
4.98726,-1.06031,0.547
4.98726,-1.13885,0.536
4.98726,-1.21739,0.522
4.98726,-1.29593,0.516
4.98726,-1.37447,0.507
4.98726,-1.45301,0.415
4.98726,-1.53155,0.0
4.98726,0.03925,0.917
4.98726,0.11779,0.938
4.98726,0.19633,0.925
4.98726,0.27487,0.831
4.98726,0.35341,0.716
4.98726,0.43195,0.673
4.98726,0.51049,0.646
4.98726,0.58903,0.63
4.98726,0.66757,0.532
4.98726,0.74611,0.411
4.98726,0.82465,0.414
4.98726,0.90319,0.003
4.98726,0.98173,0.271
4.98726,1.06027,0.0
4.98726,1.13881,0.0
4.98726,1.21735,0.0
4.98726,1.29589,0.0
4.98726,1.37443,0.0
4.98726,1.45297,0.0
4.98726,1.53151,0.0
5.0658,-0.03929,0.914
5.0658,-0.11783,0.913
5.0658,-0.19637,0.729
5.0658,-0.27491,0.673
5.0658,-0.35345,0.652
5.0658,-0.43199,0.638
5.0658,-0.51053,0.627
5.0658,-0.58907,0.616
5.0658,-0.66761,0.603
5.0658,-0.74615,0.593
5.0658,-0.82469,0.584
5.0658,-0.90323,0.575
5.0658,-0.98177,0.564
5.0658,-1.06031,0.558
5.0658,-1.13885,0.534
5.0658,-1.21739,0.523
5.0658,-1.29593,0.511
5.0658,-1.37447,0.507
5.0658,-1.45301,0.414
5.0658,-1.53155,0.171
5.0658,0.03925,0.917
5.0658,0.11779,0.92
5.0658,0.19633,0.917
5.0658,0.27487,0.832
5.0658,0.35341,0.721
5.0658,0.43195,0.674
5.0658,0.51049,0.645
5.0658,0.58903,0.63
5.0658,0.66757,0.585
5.0658,0.74611,0.493
5.0658,0.82465,0.497
5.0658,0.90319,0.504
5.0658,0.98173,0.506
5.0658,1.06027,0.288
5.0658,1.13881,0.115
5.0658,1.21735,0.0
5.0658,1.29589,0.0
5.0658,1.37443,0.0
5.0658,1.45297,0.0
5.0658,1.53151,0.0
5.14434,-0.03929,0.915
5.14434,-0.11783,0.898
5.14434,-0.19637,0.73
5.14434,-0.27491,0.689
5.14434,-0.35345,0.662
5.14434,-0.43199,0.667
5.14434,-0.51053,0.646
5.14434,-0.58907,0.63
5.14434,-0.66761,0.616
5.14434,-0.74615,0.603
5.14434,-0.82469,0.593
5.14434,-0.90323,0.584
5.14434,-0.98177,0.575
5.14434,-1.06031,0.564
5.14434,-1.13885,0.547
5.14434,-1.21739,0.522
5.14434,-1.29593,0.511
5.14434,-1.37447,0.507
5.14434,-1.45301,0.461
5.14434,-1.53155,0.249
5.14434,0.03925,0.938
5.14434,0.11779,0.917
5.14434,0.19633,0.925
5.14434,0.27487,0.829
5.14434,0.35341,0.716
5.14434,0.43195,0.677
5.14434,0.51049,0.648
5.14434,0.58903,0.632
5.14434,0.66757,0.604
5.14434,0.74611,0.581
5.14434,0.82465,0.504
5.14434,0.90319,0.509
5.14434,0.98173,0.511
5.14434,1.06027,0.439
5.14434,1.13881,0.43
5.14434,1.21735,0.248
5.14434,1.29589,0.0
5.14434,1.37443,0.0
5.14434,1.45297,0.0
5.14434,1.53151,0.0
5.22288,-0.03929,0.917
5.22288,-0.11783,0.913
5.22288,-0.19637,0.777
5.22288,-0.27491,0.708
5.22288,-0.35345,0.674
5.22288,-0.43199,0.697
5.22288,-0.51053,0.668
5.22288,-0.58907,0.646
5.22288,-0.66761,0.63
5.22288,-0.74615,0.616
5.22288,-0.82469,0.602
5.22288,-0.90323,0.592
5.22288,-0.98177,0.581
5.22288,-1.06031,0.573
5.22288,-1.13885,0.556
5.22288,-1.21739,0.521
5.22288,-1.29593,0.511
5.22288,-1.37447,0.507
5.22288,-1.45301,0.461
5.22288,-1.53155,0.25
5.22288,0.03925,0.938
5.22288,0.11779,0.914
5.22288,0.19633,0.917
5.22288,0.27487,0.832
5.22288,0.35341,0.721
5.22288,0.43195,0.674
5.22288,0.51049,0.649
5.22288,0.58903,0.63
5.22288,0.66757,0.607
5.22288,0.74611,0.592
5.22288,0.82465,0.51
5.22288,0.90319,0.514
5.22288,0.98173,0.517
5.22288,1.06027,0.51
5.22288,1.13881,0.505
5.22288,1.21735,0.428
5.22288,1.29589,0.0
5.22288,1.37443,0.0
5.22288,1.45297,0.0
5.22288,1.53151,0.0
5.30142,-0.03929,0.936
5.30142,-0.11783,0.936
5.30142,-0.19637,0.943
5.30142,-0.27491,0.746
5.30142,-0.35345,0.737
5.30142,-0.43199,0.733
5.30142,-0.51053,0.697
5.30142,-0.58907,0.668
5.30142,-0.66761,0.646
5.30142,-0.74615,0.626
5.30142,-0.82469,0.61
5.30142,-0.90323,0.596
5.30142,-0.98177,0.586
5.30142,-1.06031,0.578
5.30142,-1.13885,0.56
5.30142,-1.21739,0.524
5.30142,-1.29593,0.511
5.30142,-1.37447,0.5
5.30142,-1.45301,0.461
5.30142,-1.53155,0.25
5.30142,0.03925,0.945
5.30142,0.11779,0.925
5.30142,0.19633,0.915
5.30142,0.27487,0.829
5.30142,0.35341,0.716
5.30142,0.43195,0.677
5.30142,0.51049,0.649
5.30142,0.58903,0.632
5.30142,0.66757,0.607
5.30142,0.74611,0.597
5.30142,0.82465,0.519
5.30142,0.90319,0.522
5.30142,0.98173,0.519
5.30142,1.06027,0.515
5.30142,1.13881,0.509
5.30142,1.21735,0.503
5.30142,1.29589,0.299
5.30142,1.37443,0.0
5.30142,1.45297,0.0
5.30142,1.53151,0.0
5.37996,-0.03929,0.945
5.37996,-0.11783,0.936
5.37996,-0.19637,0.936
5.37996,-0.27491,0.943
5.37996,-0.35345,0.947
5.37996,-0.43199,0.745
5.37996,-0.51053,0.733
5.37996,-0.58907,0.691
5.37996,-0.66761,0.658
5.37996,-0.74615,0.637
5.37996,-0.82469,0.617
5.37996,-0.90323,0.602
5.37996,-0.98177,0.589
5.37996,-1.06031,0.575
5.37996,-1.13885,0.564
5.37996,-1.21739,0.541
5.37996,-1.29593,0.511
5.37996,-1.37447,0.5
5.37996,-1.45301,0.461
5.37996,-1.53155,0.25
5.37996,0.03925,0.922
5.37996,0.11779,0.93
5.37996,0.19633,0.914
5.37996,0.27487,0.799
5.37996,0.35341,0.716
5.37996,0.43195,0.674
5.37996,0.51049,0.649
5.37996,0.58903,0.632
5.37996,0.66757,0.608
5.37996,0.74611,0.596
5.37996,0.82465,0.59
5.37996,0.90319,0.528
5.37996,0.98173,0.523
5.37996,1.06027,0.518
5.37996,1.13881,0.514
5.37996,1.21735,0.507
5.37996,1.29589,0.505
5.37996,1.37443,0.275
5.37996,1.45297,0.0
5.37996,1.53151,0.0
5.4585,-0.03929,0.922
5.4585,-0.11783,0.921
5.4585,-0.19637,0.921
5.4585,-0.27491,0.922
5.4585,-0.35345,0.927
5.4585,-0.43199,0.947
5.4585,-0.51053,0.749
5.4585,-0.58907,0.72
5.4585,-0.66761,0.676
5.4585,-0.74615,0.644
5.4585,-0.82469,0.623
5.4585,-0.90323,0.605
5.4585,-0.98177,0.591
5.4585,-1.06031,0.578
5.4585,-1.13885,0.564
5.4585,-1.21739,0.547
5.4585,-1.29593,0.509
5.4585,-1.37447,0.5
5.4585,-1.45301,0.46
5.4585,-1.53155,0.25
5.4585,0.03925,0.93
5.4585,0.11779,0.919
5.4585,0.19633,0.923
5.4585,0.27487,0.9
5.4585,0.35341,0.709
5.4585,0.43195,0.684
5.4585,0.51049,0.655
5.4585,0.58903,0.629
5.4585,0.66757,0.607
5.4585,0.74611,0.601
5.4585,0.82465,0.59
5.4585,0.90319,0.535
5.4585,0.98173,0.527
5.4585,1.06027,0.521
5.4585,1.13881,0.515
5.4585,1.21735,0.51
5.4585,1.29589,0.506
5.4585,1.37443,0.275
5.4585,1.45297,0.0
5.4585,1.53151,0.0
5.53704,-0.03929,0.945
5.53704,-0.11783,0.936
5.53704,-0.19637,0.936
5.53704,-0.27491,0.943
5.53704,-0.35345,0.918
5.53704,-0.43199,0.923
5.53704,-0.51053,0.944
5.53704,-0.58907,0.749
5.53704,-0.66761,0.69
5.53704,-0.74615,0.652
5.53704,-0.82469,0.626
5.53704,-0.90323,0.607
5.53704,-0.98177,0.592
5.53704,-1.06031,0.581
5.53704,-1.13885,0.573
5.53704,-1.21739,0.556
5.53704,-1.29593,0.509
5.53704,-1.37447,0.5
5.53704,-1.45301,0.461
5.53704,-1.53155,0.25
5.53704,0.03925,0.919
5.53704,0.11779,0.923
5.53704,0.19633,0.918
5.53704,0.27487,0.809
5.53704,0.35341,0.796
5.53704,0.43195,0.693
5.53704,0.51049,0.654
5.53704,0.58903,0.632
5.53704,0.66757,0.612
5.53704,0.74611,0.6
5.53704,0.82465,0.589
5.53704,0.90319,0.536
5.53704,0.98173,0.528
5.53704,1.06027,0.524
5.53704,1.13881,0.519
5.53704,1.21735,0.514
5.53704,1.29589,0.509
5.53704,1.37443,0.435
5.53704,1.45297,0.0
5.53704,1.53151,0.0
5.61558,-0.03929,0.922
5.61558,-0.11783,0.921
5.61558,-0.19637,0.921
5.61558,-0.27491,0.922
5.61558,-0.35345,0.927
5.61558,-0.43199,0.947
5.61558,-0.51053,0.91
5.61558,-0.58907,0.774
5.61558,-0.66761,0.702
5.61558,-0.74615,0.658
5.61558,-0.82469,0.63
5.61558,-0.90323,0.61
5.61558,-0.98177,0.596
5.61558,-1.06031,0.586
5.61558,-1.13885,0.578
5.61558,-1.21739,0.56
5.61558,-1.29593,0.524
5.61558,-1.37447,0.5
5.61558,-1.45301,0.461
5.61558,-1.53155,0.25
5.61558,0.03925,0.93
5.61558,0.11779,0.918
5.61558,0.19633,0.915
5.61558,0.27487,0.919
5.61558,0.35341,0.809
5.61558,0.43195,0.697
5.61558,0.51049,0.654
5.61558,0.58903,0.63
5.61558,0.66757,0.611
5.61558,0.74611,0.6
5.61558,0.82465,0.59
5.61558,0.90319,0.554
5.61558,0.98173,0.533
5.61558,1.06027,0.527
5.61558,1.13881,0.524
5.61558,1.21735,0.516
5.61558,1.29589,0.511
5.61558,1.37443,0.437
5.61558,1.45297,0.0
5.61558,1.53151,0.0
5.69412,-0.03929,0.917
5.69412,-0.11783,0.945
5.69412,-0.19637,0.936
5.69412,-0.27491,0.936
5.69412,-0.35345,0.943
5.69412,-0.43199,0.923
5.69412,-0.51053,0.944
5.69412,-0.58907,0.818
5.69412,-0.66761,0.707
5.69412,-0.74615,0.662
5.69412,-0.82469,0.637
5.69412,-0.90323,0.617
