RA,Dec,Efficiency
0.01750,  0.02633, 0.956
0.01750,  0.04388, 0.956
0.01750,  0.06143, 0.956
0.01750,  0.07898, 0.956
0.01750,  0.09653, 0.956
0.01750,  0.11408, 0.956
0.01750,  0.13163, 0.956
0.01750,  0.14918, 0.956
0.01750,  0.16673, 0.942
0.01750,  0.18428, 0.925
0.01750,  0.20183, 0.906
0.01750,  0.21938, 0.887
0.01750,  0.23694, 0.868
0.01750,  0.25449, 0.849
0.01750,  0.27204, 0.834
0.01750,  0.28959, 0.820
0.01750,  0.30714, 0.807
0.01750,  0.32469, 0.795
0.01750,  0.34224, 0.782
0.01750,  0.35979, 0.770
0.01750,  0.37734, 0.757
0.01750,  0.39489, 0.744
0.01750,  0.41244, 0.729
0.01750,  0.42999, 0.713
0.01750,  0.44755, 0.697
0.01750,  0.46510, 0.691
0.01750,  0.48265, 0.685
0.01750,  0.50020, 0.679
0.01750,  0.51775, 0.673
0.01750,  0.53530, 0.668
0.01750,  0.55285, 0.661
0.01750,  0.57040, 0.655
0.01750,  0.58795, 0.652
0.01750,  0.60550, 0.649
0.01750,  0.62305, 0.646
0.01750,  0.64060, 0.643
0.01750,  0.65815, 0.640
0.01750,  0.67571, 0.637
0.01750,  0.69326, 0.634
0.01750,  0.71081, 0.632
0.01750,  0.72836, 0.629
0.01750,  0.74591, 0.627
0.01750,  0.76346, 0.624
0.01750,  0.78101, 0.621
0.01750,  0.79856, 0.619
0.01750,  0.81611, 0.616
0.01750,  0.83366, 0.614
0.01750,  0.85121, 0.611
0.01750,  0.86876, 0.609
0.01750,  0.88632, 0.607
0.01750,  0.90387, 0.605
0.01750,  0.92142, 0.602
0.01750,  0.93897, 0.600
0.01750,  0.95652, 0.598
0.01750,  0.97407, 0.596
0.01750,  0.99162, 0.594
0.01750,  1.00917, 0.592
0.01750,  1.02672, 0.590
0.01750,  1.04427, 0.586
0.01750,  1.06182, 0.583
0.01750,  1.07937, 0.580
0.01750,  1.09692, 0.577
0.01750,  1.11448, 0.574
0.01750,  1.13203, 0.571
0.01750,  1.14958, 0.568
0.01750,  1.16713, 0.564
0.01750,  1.18468, 0.558
0.01750,  1.20223, 0.556
0.01750,  1.21978, 0.553
0.01750,  1.23733, 0.551
0.01750,  1.25488, 0.549
0.01750,  1.27243, 0.547
0.01750,  1.28998, 0.545
0.01750,  1.30753, 0.543
0.01750,  1.32509, 0.541
0.01750,  1.34264, 0.539
0.01750,  1.36019, 0.536
0.01750,  1.37774, 0.536
0.01750,  1.39529, 0.535
0.01750,  1.41284, 0.534
0.01750,  1.43039, 0.000
0.01750,  1.44794, 0.000
0.01750,  1.46549, 0.000
0.01750,  1.48304, 0.000
0.01750,  1.50059, 0.000
0.01750,  1.51814, 0.000
0.01750,  1.53569, 0.000
0.01750,  1.55325, 0.000
0.01750,  1.57080, 0.000
0.03500, -1.57080, 0.000
0.03500, -1.55325, 0.000
0.03500, -1.53569, 0.000
0.03500, -1.51814, 0.000
0.03500, -1.50059, 0.000
0.03500, -1.48304, 0.000
0.03500, -1.46549, 0.000
0.03500, -1.44794, 0.000
0.03500, -1.43039, 0.000
0.03500, -1.41284, 0.000
0.03500, -1.39529, 0.503
0.03500, -1.37774, 0.513
0.03500, -1.36019, 0.518
0.03500, -1.34264, 0.520
0.03500, -1.32509, 0.523
0.03500, -1.30753, 0.532
0.03500, -1.28998, 0.549
0.03500, -1.27243, 0.561
0.03500, -1.25488, 0.576
0.03500, -1.23733, 0.591
0.03500, -1.21978, 0.602
0.03500, -1.20223, 0.605
0.03500, -1.18468, 0.606
0.03500, -1.16713, 0.608
0.03500, -1.14958, 0.609
0.03500, -1.13203, 0.611
0.03500, -1.11448, 0.613
0.03500, -1.09692, 0.615
0.03500, -1.07937, 0.617
0.03500, -1.06182, 0.620
0.03500, -1.04427, 0.622
0.03500, -1.02672, 0.625
0.03500, -1.00917, 0.628
0.03500, -0.99162, 0.631
0.03500, -0.97407, 0.634
0.03500, -0.95652, 0.638
0.03500, -0.93897, 0.641
0.03500, -0.92142, 0.645
0.03500, -0.90387, 0.648
0.03500, -0.88632, 0.652
0.03500, -0.86876, 0.657
0.03500, -0.85121, 0.663
0.03500, -0.83366, 0.669
0.03500, -0.81611, 0.675
0.03500, -0.79856, 0.681
0.03500, -0.78101, 0.687
0.03500, -0.76346, 0.693
0.03500, -0.74591, 0.701
0.03500, -0.72836, 0.712
0.03500, -0.71081, 0.723
0.03500, -0.69326, 0.739
0.03500, -0.67571, 0.751
0.03500, -0.65815, 0.764
0.03500, -0.64060, 0.789
0.03500, -0.62305, 0.814
0.03500, -0.60550, 0.840
0.03500, -0.58795, 0.865
0.03500, -0.57040, 0.890
0.03500, -0.55285, 0.916
0.03500, -0.53530, 0.940
0.03500, -0.51775, 0.945
0.03500, -0.50020, 0.947
0.03500, -0.48265, 0.948
0.03500, -0.46510, 0.950
0.03500, -0.44755, 0.954
0.03500, -0.42999, 0.955
0.03500, -0.41244, 0.955
0.03500, -0.39489, 0.955
0.03500, -0.37734, 0.955
0.03500, -0.35979, 0.955
0.03500, -0.34224, 0.955
0.03500, -0.32469, 0.956
0.03500, -0.30714, 0.956
0.03500, -0.28959, 0.956
0.03500, -0.27204, 0.956
0.03500, -0.25449, 0.956
0.03500, -0.23694, 0.956
0.03500, -0.21938, 0.956
0.03500, -0.20183, 0.956
0.03500, -0.18428, 0.956
0.03500, -0.16673, 0.956
0.03500, -0.14918, 0.956
0.03500, -0.13163, 0.956
0.03500, -0.11408, 0.956
0.03500, -0.09653, 0.956
0.03500, -0.07898, 0.956
0.03500, -0.06143, 0.956
0.03500, -0.04388, 0.956
0.03500, -0.02633, 0.956
0.03500, -0.00878, 0.956
0.03500,  0.00878, 0.956
0.03500,  0.02633, 0.956
0.03500,  0.04388, 0.956
0.03500,  0.06143, 0.956
0.03500,  0.07898, 0.956
0.03500,  0.09653, 0.956
0.03500,  0.11408, 0.956
0.03500,  0.13163, 0.956
0.03500,  0.14918, 0.956
0.03500,  0.16673, 0.942
0.03500,  0.18428, 0.924
0.03500,  0.20183, 0.905
0.03500,  0.21938, 0.886
0.03500,  0.23694, 0.867
0.03500,  0.25449, 0.848
0.03500,  0.27204, 0.828
0.03500,  0.28959, 0.814
0.03500,  0.30714, 0.801
0.03500,  0.32469, 0.789
0.03500,  0.34224, 0.776
0.03500,  0.35979, 0.764
0.03500,  0.37734, 0.751
0.03500,  0.39489, 0.738
0.03500,  0.41244, 0.726
0.03500,  0.42999, 0.711
0.03500,  0.44755, 0.694
0.03500,  0.46510, 0.688
0.03500,  0.48265, 0.683
0.03500,  0.50020, 0.677
0.03500,  0.51775, 0.671
0.03500,  0.53530, 0.665
0.03500,  0.55285, 0.659
0.03500,  0.57040, 0.653
0.03500,  0.58795, 0.650
0.03500,  0.60550, 0.647
0.03500,  0.62305, 0.644
0.03500,  0.64060, 0.641
0.03500,  0.65815, 0.637
0.03500,  0.67571, 0.634
0.03500,  0.69326, 0.631
0.03500,  0.71081, 0.629
0.03500,  0.72836, 0.627
0.03500,  0.74591, 0.625
0.03500,  0.76346, 0.622
0.03500,  0.78101, 0.620
0.03500,  0.79856, 0.617
0.03500,  0.81611, 0.614
0.03500,  0.83366, 0.612
0.03500,  0.85121, 0.610
0.03500,  0.86876, 0.607
0.03500,  0.88632, 0.605
0.03500,  0.90387, 0.603
0.03500,  0.92142, 0.601
0.03500,  0.93897, 0.598
0.03500,  0.95652, 0.597
0.03500,  0.97407, 0.595
0.03500,  0.99162, 0.593
0.03500,  1.00917, 0.591
0.03500,  1.02672, 0.589
0.03500,  1.04427, 0.587
0.03500,  1.06182, 0.583
0.03500,  1.07937, 0.580
0.03500,  1.09692, 0.577
0.03500,  1.11448, 0.574
0.03500,  1.13203, 0.571
0.03500,  1.14958, 0.568
0.03500,  1.16713, 0.564
0.03500,  1.18468, 0.560
0.03500,  1.20223, 0.556
0.03500,  1.21978, 0.554
0.03500,  1.23733, 0.552
0.03500,  1.25488, 0.549
0.03500,  1.27243, 0.547
0.03500,  1.28998, 0.545
0.03500,  1.30753, 0.543
0.03500,  1.32509, 0.541
0.03500,  1.34264, 0.539
0.03500,  1.36019, 0.537
0.03500,  1.37774, 0.536
0.03500,  1.39529, 0.535
0.03500,  1.41284, 0.534
0.03500,  1.43039, 0.000
0.03500,  1.44794, 0.000
0.03500,  1.46549, 0.000
0.03500,  1.48304, 0.000
0.03500,  1.50059, 0.000
0.03500,  1.51814, 0.000
0.03500,  1.53569, 0.000
0.03500,  1.55325, 0.000
0.03500,  1.57080, 0.000
0.05251, -1.57080, 0.000
0.05251, -1.55325, 0.000
0.05251, -1.53569, 0.000
0.05251, -1.51814, 0.000
0.05251, -1.50059, 0.000
0.05251, -1.48304, 0.000
0.05251, -1.46549, 0.000
0.05251, -1.44794, 0.000
0.05251, -1.43039, 0.000
0.05251, -1.41284, 0.000
0.05251, -1.39529, 0.000
0.05251, -1.37774, 0.511
0.05251, -1.36019, 0.517
0.05251, -1.34264, 0.520
0.05251, -1.32509, 0.522
0.05251, -1.30753, 0.528
0.05251, -1.28998, 0.545
0.05251, -1.27243, 0.560
0.05251, -1.25488, 0.575
0.05251, -1.23733, 0.590
0.05251, -1.21978, 0.602
0.05251, -1.20223, 0.605
0.05251, -1.18468, 0.606
0.05251, -1.16713, 0.608
0.05251, -1.14958, 0.609
0.05251, -1.13203, 0.611
0.05251, -1.11448, 0.613
0.05251, -1.09692, 0.615
0.05251, -1.07937, 0.617
0.05251, -1.06182, 0.619
0.05251, -1.04427, 0.622
0.05251, -1.02672, 0.625
0.05251, -1.00917, 0.627
0.05251, -0.99162, 0.631
0.05251, -0.97407, 0.634
0.05251, -0.95652, 0.638
0.05251, -0.93897, 0.641
0.05251, -0.92142, 0.645
0.05251, -0.90387, 0.648
0.05251, -0.88632, 0.651
0.05251, -0.86876, 0.656
0.05251, -0.85121, 0.662
0.05251, -0.83366, 0.668
0.05251, -0.81611, 0.674
0.05251, -0.79856, 0.680
0.05251, -0.78101, 0.686
0.05251, -0.76346, 0.692
0.05251, -0.74591, 0.702
0.05251, -0.72836, 0.713
0.05251, -0.71081, 0.723
0.05251, -0.69326, 0.733
0.05251, -0.67571, 0.745
0.05251, -0.65815, 0.762
0.05251, -0.64060, 0.787
0.05251, -0.62305, 0.813
0.05251, -0.60550, 0.838
0.05251, -0.58795, 0.864
0.05251, -0.57040, 0.889
0.05251, -0.55285, 0.913
0.05251, -0.53530, 0.934
0.05251, -0.51775, 0.945
0.05251, -0.50020, 0.946
0.05251, -0.48265, 0.947
0.05251, -0.46510, 0.950
0.05251, -0.44755, 0.953
0.05251, -0.42999, 0.955
0.05251, -0.41244, 0.955
0.05251, -0.39489, 0.955
0.05251, -0.37734, 0.955
0.05251, -0.35979, 0.955
0.05251, -0.34224, 0.955
0.05251, -0.32469, 0.956
0.05251, -0.30714, 0.956
0.05251, -0.28959, 0.956
0.05251, -0.27204, 0.956
0.05251, -0.25449, 0.956
0.05251, -0.23694, 0.956
0.05251, -0.21938, 0.956
0.05251, -0.20183, 0.956
0.05251, -0.18428, 0.956
0.05251, -0.16673, 0.956
0.05251, -0.14918, 0.956
0.05251, -0.13163, 0.956
0.05251, -0.11408, 0.956
0.05251, -0.09653, 0.956
0.05251, -0.07898, 0.956
0.05251, -0.06143, 0.956
0.05251, -0.04388, 0.956
0.05251, -0.02633, 0.956
0.05251, -0.00878, 0.956
0.05251,  0.00878, 0.956
0.05251,  0.02633, 0.956
0.05251,  0.04388, 0.956
0.05251,  0.06143, 0.956
0.05251,  0.07898, 0.956
0.05251,  0.09653, 0.956
0.05251,  0.11408, 0.956
0.05251,  0.13163, 0.956
0.05251,  0.14918, 0.956
0.05251,  0.16673, 0.942
0.05251,  0.18428, 0.923
0.05251,  0.20183, 0.904
0.05251,  0.21938, 0.884
0.05251,  0.23694, 0.865
0.05251,  0.25449, 0.846
0.05251,  0.27204, 0.827
0.05251,  0.28959, 0.808
0.05251,  0.30714, 0.795
0.05251,  0.32469, 0.783
0.05251,  0.34224, 0.770
0.05251,  0.35979, 0.758
0.05251,  0.37734, 0.745
0.05251,  0.39489, 0.732
0.05251,  0.41244, 0.720
0.05251,  0.42999, 0.707
0.05251,  0.44755, 0.692
0.05251,  0.46510, 0.686
0.05251,  0.48265, 0.680
0.05251,  0.50020, 0.674
0.05251,  0.51775, 0.668
0.05251,  0.53530, 0.662
0.05251,  0.55285, 0.656
0.05251,  0.57040, 0.651
0.05251,  0.58795, 0.648
0.05251,  0.60550, 0.645
0.05251,  0.62305, 0.641
0.05251,  0.64060, 0.638
0.05251,  0.65815, 0.635
0.05251,  0.67571, 0.632
0.05251,  0.69326, 0.629
0.05251,  0.71081, 0.627
0.05251,  0.72836, 0.625
0.05251,  0.74591, 0.623
0.05251,  0.76346, 0.621
0.05251,  0.78101, 0.618
0.05251,  0.79856, 0.615
0.05251,  0.81611, 0.613
0.05251,  0.83366, 0.610
0.05251,  0.85121, 0.608
0.05251,  0.86876, 0.606
0.05251,  0.88632, 0.603
0.05251,  0.90387, 0.601
0.05251,  0.92142, 0.599
0.05251,  0.93897, 0.597
0.05251,  0.95652, 0.596
0.05251,  0.97407, 0.594
0.05251,  0.99162, 0.592
0.05251,  1.00917, 0.590
0.05251,  1.02672, 0.588
0.05251,  1.04427, 0.586
0.05251,  1.06182, 0.584
0.05251,  1.07937, 0.581
0.05251,  1.09692, 0.577
0.05251,  1.11448, 0.574
0.05251,  1.13203, 0.571
0.05251,  1.14958, 0.568
0.05251,  1.16713, 0.564
0.05251,  1.18468, 0.560
0.05251,  1.20223, 0.557
0.05251,  1.21978, 0.555
0.05251,  1.23733, 0.552
0.05251,  1.25488, 0.550
0.05251,  1.27243, 0.548
0.05251,  1.28998, 0.546
0.05251,  1.30753, 0.544
0.05251,  1.32509, 0.542
0.05251,  1.34264, 0.539
0.05251,  1.36019, 0.537
0.05251,  1.37774, 0.536
0.05251,  1.39529, 0.535
0.05251,  1.41284, 0.535
0.05251,  1.43039, 0.534
0.05251,  1.44794, 0.000
0.05251,  1.46549, 0.000
0.05251,  1.48304, 0.000
0.05251,  1.50059, 0.000
0.05251,  1.51814, 0.000
0.05251,  1.53569, 0.000
0.05251,  1.55325, 0.000
0.05251,  1.57080, 0.000
0.07001, -1.57080, 0.000
0.07001, -1.55325, 0.000
0.07001, -1.53569, 0.000
0.07001, -1.51814, 0.000
0.07001, -1.50059, 0.000
0.07001, -1.48304, 0.000
0.07001, -1.46549, 0.000
0.07001, -1.44794, 0.000
0.07001, -1.43039, 0.000
0.07001, -1.41284, 0.000
0.07001, -1.39529, 0.000
0.07001, -1.37774, 0.507
0.07001, -1.36019, 0.515
0.07001, -1.34264, 0.519
0.07001, -1.32509, 0.521
0.07001, -1.30753, 0.525
0.07001, -1.28998, 0.543
0.07001, -1.27243, 0.558
0.07001, -1.25488, 0.570
0.07001, -1.23733, 0.589
0.07001, -1.21978, 0.602
0.07001, -1.20223, 0.605
0.07001, -1.18468, 0.606
0.07001, -1.16713, 0.608
0.07001, -1.14958, 0.609
0.07001, -1.13203, 0.611
0.07001, -1.11448, 0.612
0.07001, -1.09692, 0.614
0.07001, -1.07937, 0.616
0.07001, -1.06182, 0.619
0.07001, -1.04427, 0.621
0.07001, -1.02672, 0.624
0.07001, -1.00917, 0.627
0.07001, -0.99162, 0.630
0.07001, -0.97407, 0.634
0.07001, -0.95652, 0.637
0.07001, -0.93897, 0.641
0.07001, -0.92142, 0.644
0.07001, -0.90387, 0.648
0.07001, -0.88632, 0.651
0.07001, -0.86876, 0.656
0.07001, -0.85121, 0.662
0.07001, -0.83366, 0.668
0.07001, -0.81611, 0.674
0.07001, -0.79856, 0.680
0.07001, -0.78101, 0.686
0.07001, -0.76346, 0.692
0.07001, -0.74591, 0.702
0.07001, -0.72836, 0.713
0.07001, -0.71081, 0.724
0.07001, -0.69326, 0.735
0.07001, -0.67571, 0.744
0.07001, -0.65815, 0.761
0.07001, -0.64060, 0.786
0.07001, -0.62305, 0.811
0.07001, -0.60550, 0.837
0.07001, -0.58795, 0.862
0.07001, -0.57040, 0.886
0.07001, -0.55285, 0.908
0.07001, -0.53530, 0.929
0.07001, -0.51775, 0.941
0.07001, -0.50020, 0.946
0.07001, -0.48265, 0.947
0.07001, -0.46510, 0.947
0.07001, -0.44755, 0.950
0.07001, -0.42999, 0.953
0.07001, -0.41244, 0.955
0.07001, -0.39489, 0.955
0.07001, -0.37734, 0.955
0.07001, -0.35979, 0.955
0.07001, -0.34224, 0.955
0.07001, -0.32469, 0.955
0.07001, -0.30714, 0.956
0.07001, -0.28959, 0.956
0.07001, -0.27204, 0.956
0.07001, -0.25449, 0.956
0.07001, -0.23694, 0.956
0.07001, -0.21938, 0.956
0.07001, -0.20183, 0.956
0.07001, -0.18428, 0.956
0.07001, -0.16673, 0.956
0.07001, -0.14918, 0.956
0.07001, -0.13163, 0.956
0.07001, -0.11408, 0.956
0.07001, -0.09653, 0.956
0.07001, -0.07898, 0.956
0.07001, -0.06143, 0.956
0.07001, -0.04388, 0.956
0.07001, -0.02633, 0.956
0.07001, -0.00878, 0.956
0.07001,  0.00878, 0.956
0.07001,  0.02633, 0.956
0.07001,  0.04388, 0.956
0.07001,  0.06143, 0.956
0.07001,  0.07898, 0.956
0.07001,  0.09653, 0.956
0.07001,  0.11408, 0.956
0.07001,  0.13163, 0.956
0.07001,  0.14918, 0.956
0.07001,  0.16673, 0.940
0.07001,  0.18428, 0.921
0.07001,  0.20183, 0.902
0.07001,  0.21938, 0.883
0.07001,  0.23694, 0.863
0.07001,  0.25449, 0.844
0.07001,  0.27204, 0.825
0.07001,  0.28959, 0.806
0.07001,  0.30714, 0.790
0.07001,  0.32469, 0.777
0.07001,  0.34224, 0.765
0.07001,  0.35979, 0.752
0.07001,  0.37734, 0.739
0.07001,  0.39489, 0.727
0.07001,  0.41244, 0.714
0.07001,  0.42999, 0.702
0.07001,  0.44755, 0.689
0.07001,  0.46510, 0.683
0.07001,  0.48265, 0.677
0.07001,  0.50020, 0.672
0.07001,  0.51775, 0.666
0.07001,  0.53530, 0.660
0.07001,  0.55285, 0.654
0.07001,  0.57040, 0.650
0.07001,  0.58795, 0.646
0.07001,  0.60550, 0.643
0.07001,  0.62305, 0.639
0.07001,  0.64060, 0.636
0.07001,  0.65815, 0.633
0.07001,  0.67571, 0.630
0.07001,  0.69326, 0.627
0.07001,  0.71081, 0.625
0.07001,  0.72836, 0.623
0.07001,  0.74591, 0.621
0.07001,  0.76346, 0.619
0.07001,  0.78101, 0.616
0.07001,  0.79856, 0.614
0.07001,  0.81611, 0.611
0.07001,  0.83366, 0.608
0.07001,  0.85121, 0.606
0.07001,  0.86876, 0.604
0.07001,  0.88632, 0.602
0.07001,  0.90387, 0.599
0.07001,  0.92142, 0.598
0.07001,  0.93897, 0.596
0.07001,  0.95652, 0.595
0.07001,  0.97407, 0.593
0.07001,  0.99162, 0.591
0.07001,  1.00917, 0.589
0.07001,  1.02672, 0.587
0.07001,  1.04427, 0.585
0.07001,  1.06182, 0.583
0.07001,  1.07937, 0.581
0.07001,  1.09692, 0.578
