RA,Dec,Efficiency
0.42005,  1.27243, 0.553
0.42005,  1.28998, 0.551
0.42005,  1.30753, 0.549
0.42005,  1.32509, 0.547
0.42005,  1.34264, 0.545
0.42005,  1.36019, 0.542
0.42005,  1.37774, 0.541
0.42005,  1.39529, 0.539
0.42005,  1.41284, 0.538
0.42005,  1.43039, 0.537
0.42005,  1.44794, 0.536
0.42005,  1.46549, 0.534
0.42005,  1.48304, 0.533
0.42005,  1.50059, 0.532
0.42005,  1.51814, 0.000
0.42005,  1.53569, 0.000
0.42005,  1.55325, 0.000
0.42005,  1.57080, 0.000
0.43755, -1.57080, 0.000
0.43755, -1.55325, 0.000
0.43755, -1.53569, 0.000
0.43755, -1.51814, 0.000
0.43755, -1.50059, 0.000
0.43755, -1.48304, 0.000
0.43755, -1.46549, 0.000
0.43755, -1.44794, 0.000
0.43755, -1.43039, 0.000
0.43755, -1.41284, 0.000
0.43755, -1.39529, 0.000
0.43755, -1.37774, 0.000
0.43755, -1.36019, 0.000
0.43755, -1.34264, 0.000
0.43755, -1.32509, 0.000
0.43755, -1.30753, 0.000
0.43755, -1.28998, 0.000
0.43755, -1.27243, 0.000
0.43755, -1.25488, 0.000
0.43755, -1.23733, 0.000
0.43755, -1.21978, 0.000
0.43755, -1.20223, 0.000
0.43755, -1.18468, 0.000
0.43755, -1.16713, 0.000
0.43755, -1.14958, 0.551
0.43755, -1.13203, 0.591
0.43755, -1.11448, 0.604
0.43755, -1.09692, 0.606
0.43755, -1.07937, 0.607
0.43755, -1.06182, 0.611
0.43755, -1.04427, 0.614
0.43755, -1.02672, 0.620
0.43755, -1.00917, 0.627
0.43755, -0.99162, 0.633
0.43755, -0.97407, 0.636
0.43755, -0.95652, 0.640
0.43755, -0.93897, 0.644
0.43755, -0.92142, 0.649
0.43755, -0.90387, 0.653
0.43755, -0.88632, 0.657
0.43755, -0.86876, 0.661
0.43755, -0.85121, 0.667
0.43755, -0.83366, 0.672
0.43755, -0.81611, 0.677
0.43755, -0.79856, 0.684
0.43755, -0.78101, 0.691
0.43755, -0.76346, 0.700
0.43755, -0.74591, 0.711
0.43755, -0.72836, 0.721
0.43755, -0.71081, 0.732
0.43755, -0.69326, 0.743
0.43755, -0.67571, 0.753
0.43755, -0.65815, 0.775
0.43755, -0.64060, 0.800
0.43755, -0.62305, 0.826
0.43755, -0.60550, 0.850
0.43755, -0.58795, 0.874
0.43755, -0.57040, 0.898
0.43755, -0.55285, 0.922
0.43755, -0.53530, 0.941
0.43755, -0.51775, 0.948
0.43755, -0.50020, 0.953
0.43755, -0.48265, 0.953
0.43755, -0.46510, 0.953
0.43755, -0.44755, 0.953
0.43755, -0.42999, 0.953
0.43755, -0.41244, 0.953
0.43755, -0.39489, 0.953
0.43755, -0.37734, 0.953
0.43755, -0.35979, 0.953
0.43755, -0.34224, 0.953
0.43755, -0.32469, 0.953
0.43755, -0.30714, 0.953
0.43755, -0.28959, 0.953
0.43755, -0.27204, 0.953
0.43755, -0.25449, 0.952
0.43755, -0.23694, 0.951
0.43755, -0.21938, 0.950
0.43755, -0.20183, 0.949
0.43755, -0.18428, 0.943
0.43755, -0.16673, 0.933
0.43755, -0.14918, 0.927
0.43755, -0.13163, 0.921
0.43755, -0.11408, 0.915
0.43755, -0.09653, 0.909
0.43755, -0.07898, 0.903
0.43755, -0.06143, 0.897
0.43755, -0.04388, 0.886
0.43755, -0.02633, 0.871
0.43755, -0.00878, 0.856
0.43755,  0.00878, 0.840
0.43755,  0.02633, 0.825
0.43755,  0.04388, 0.810
0.43755,  0.06143, 0.794
0.43755,  0.07898, 0.779
0.43755,  0.09653, 0.764
0.43755,  0.11408, 0.754
0.43755,  0.13163, 0.739
0.43755,  0.14918, 0.723
0.43755,  0.16673, 0.708
0.43755,  0.18428, 0.693
0.43755,  0.20183, 0.684
0.43755,  0.21938, 0.678
0.43755,  0.23694, 0.673
0.43755,  0.25449, 0.669
0.43755,  0.27204, 0.662
0.43755,  0.28959, 0.660
0.43755,  0.30714, 0.658
0.43755,  0.32469, 0.654
0.43755,  0.34224, 0.649
0.43755,  0.35979, 0.645
0.43755,  0.37734, 0.642
0.43755,  0.39489, 0.641
0.43755,  0.41244, 0.639
0.43755,  0.42999, 0.636
0.43755,  0.44755, 0.633
0.43755,  0.46510, 0.630
0.43755,  0.48265, 0.628
0.43755,  0.50020, 0.626
0.43755,  0.51775, 0.624
0.43755,  0.53530, 0.622
0.43755,  0.55285, 0.620
0.43755,  0.57040, 0.618
0.43755,  0.58795, 0.617
0.43755,  0.60550, 0.615
0.43755,  0.62305, 0.614
0.43755,  0.64060, 0.613
0.43755,  0.65815, 0.611
0.43755,  0.67571, 0.610
0.43755,  0.69326, 0.608
0.43755,  0.71081, 0.606
0.43755,  0.72836, 0.604
0.43755,  0.74591, 0.603
0.43755,  0.76346, 0.601
0.43755,  0.78101, 0.600
0.43755,  0.79856, 0.598
0.43755,  0.81611, 0.597
0.43755,  0.83366, 0.595
0.43755,  0.85121, 0.593
0.43755,  0.86876, 0.592
0.43755,  0.88632, 0.590
0.43755,  0.90387, 0.588
0.43755,  0.92142, 0.587
0.43755,  0.93897, 0.585
0.43755,  0.95652, 0.584
0.43755,  0.97407, 0.582
0.43755,  0.99162, 0.581
0.43755,  1.00917, 0.579
0.43755,  1.02672, 0.578
0.43755,  1.04427, 0.577
0.43755,  1.06182, 0.576
0.43755,  1.07937, 0.574
0.43755,  1.09692, 0.573
0.43755,  1.11448, 0.571
0.43755,  1.13203, 0.570
0.43755,  1.14958, 0.568
0.43755,  1.16713, 0.566
0.43755,  1.18468, 0.564
0.43755,  1.20223, 0.562
0.43755,  1.21978, 0.560
0.43755,  1.23733, 0.558
0.43755,  1.25488, 0.555
0.43755,  1.27243, 0.553
0.43755,  1.28998, 0.552
0.43755,  1.30753, 0.549
0.43755,  1.32509, 0.547
0.43755,  1.34264, 0.545
0.43755,  1.36019, 0.543
0.43755,  1.37774, 0.541
0.43755,  1.39529, 0.539
0.43755,  1.41284, 0.538
0.43755,  1.43039, 0.537
0.43755,  1.44794, 0.536
0.43755,  1.46549, 0.535
0.43755,  1.48304, 0.534
0.43755,  1.50059, 0.532
0.43755,  1.51814, 0.000
0.43755,  1.53569, 0.000
0.43755,  1.55325, 0.000
0.43755,  1.57080, 0.000
0.45505, -1.57080, 0.000
0.45505, -1.55325, 0.000
0.45505, -1.53569, 0.000
0.45505, -1.51814, 0.000
0.45505, -1.50059, 0.000
0.45505, -1.48304, 0.000
0.45505, -1.46549, 0.000
0.45505, -1.44794, 0.000
0.45505, -1.43039, 0.000
0.45505, -1.41284, 0.000
0.45505, -1.39529, 0.000
0.45505, -1.37774, 0.000
0.45505, -1.36019, 0.000
0.45505, -1.34264, 0.000
0.45505, -1.32509, 0.000
0.45505, -1.30753, 0.000
0.45505, -1.28998, 0.000
0.45505, -1.27243, 0.000
0.45505, -1.25488, 0.000
0.45505, -1.23733, 0.000
0.45505, -1.21978, 0.000
0.45505, -1.20223, 0.000
0.45505, -1.18468, 0.000
0.45505, -1.16713, 0.000
0.45505, -1.14958, 0.000
0.45505, -1.13203, 0.581
0.45505, -1.11448, 0.604
0.45505, -1.09692, 0.606
0.45505, -1.07937, 0.607
0.45505, -1.06182, 0.611
0.45505, -1.04427, 0.613
0.45505, -1.02672, 0.618
0.45505, -1.00917, 0.627
0.45505, -0.99162, 0.633
0.45505, -0.97407, 0.636
0.45505, -0.95652, 0.640
0.45505, -0.93897, 0.644
0.45505, -0.92142, 0.648
0.45505, -0.90387, 0.653
0.45505, -0.88632, 0.657
0.45505, -0.86876, 0.662
0.45505, -0.85121, 0.667
0.45505, -0.83366, 0.672
0.45505, -0.81611, 0.678
0.45505, -0.79856, 0.684
0.45505, -0.78101, 0.691
0.45505, -0.76346, 0.700
0.45505, -0.74591, 0.711
0.45505, -0.72836, 0.721
0.45505, -0.71081, 0.732
0.45505, -0.69326, 0.743
0.45505, -0.67571, 0.753
0.45505, -0.65815, 0.774
0.45505, -0.64060, 0.799
0.45505, -0.62305, 0.824
0.45505, -0.60550, 0.848
0.45505, -0.58795, 0.871
0.45505, -0.57040, 0.895
0.45505, -0.55285, 0.919
0.45505, -0.53530, 0.938
0.45505, -0.51775, 0.946
0.45505, -0.50020, 0.953
0.45505, -0.48265, 0.953
0.45505, -0.46510, 0.953
0.45505, -0.44755, 0.953
0.45505, -0.42999, 0.953
0.45505, -0.41244, 0.953
0.45505, -0.39489, 0.953
0.45505, -0.37734, 0.953
0.45505, -0.35979, 0.953
0.45505, -0.34224, 0.953
0.45505, -0.32469, 0.953
0.45505, -0.30714, 0.953
0.45505, -0.28959, 0.953
0.45505, -0.27204, 0.953
0.45505, -0.25449, 0.952
0.45505, -0.23694, 0.951
0.45505, -0.21938, 0.950
0.45505, -0.20183, 0.949
0.45505, -0.18428, 0.936
0.45505, -0.16673, 0.922
0.45505, -0.14918, 0.915
0.45505, -0.13163, 0.909
0.45505, -0.11408, 0.903
0.45505, -0.09653, 0.897
0.45505, -0.07898, 0.891
0.45505, -0.06143, 0.880
0.45505, -0.04388, 0.868
0.45505, -0.02633, 0.853
0.45505, -0.00878, 0.838
0.45505,  0.00878, 0.822
0.45505,  0.02633, 0.807
0.45505,  0.04388, 0.791
0.45505,  0.06143, 0.776
0.45505,  0.07898, 0.761
0.45505,  0.09653, 0.753
0.45505,  0.11408, 0.747
0.45505,  0.13163, 0.733
0.45505,  0.14918, 0.717
0.45505,  0.16673, 0.702
0.45505,  0.18428, 0.686
0.45505,  0.20183, 0.678
0.45505,  0.21938, 0.675
0.45505,  0.23694, 0.672
0.45505,  0.25449, 0.663
0.45505,  0.27204, 0.660
0.45505,  0.28959, 0.658
0.45505,  0.30714, 0.656
0.45505,  0.32469, 0.653
0.45505,  0.34224, 0.649
0.45505,  0.35979, 0.644
0.45505,  0.37734, 0.642
0.45505,  0.39489, 0.640
0.45505,  0.41244, 0.637
0.45505,  0.42999, 0.634
0.45505,  0.44755, 0.631
0.45505,  0.46510, 0.628
0.45505,  0.48265, 0.626
0.45505,  0.50020, 0.624
0.45505,  0.51775, 0.622
0.45505,  0.53530, 0.620
0.45505,  0.55285, 0.618
0.45505,  0.57040, 0.617
0.45505,  0.58795, 0.615
0.45505,  0.60550, 0.614
0.45505,  0.62305, 0.612
0.45505,  0.64060, 0.611
0.45505,  0.65815, 0.610
0.45505,  0.67571, 0.608
0.45505,  0.69326, 0.606
0.45505,  0.71081, 0.605
0.45505,  0.72836, 0.603
0.45505,  0.74591, 0.602
0.45505,  0.76346, 0.600
0.45505,  0.78101, 0.599
0.45505,  0.79856, 0.597
0.45505,  0.81611, 0.596
0.45505,  0.83366, 0.594
0.45505,  0.85121, 0.592
0.45505,  0.86876, 0.591
0.45505,  0.88632, 0.589
0.45505,  0.90387, 0.588
0.45505,  0.92142, 0.586
0.45505,  0.93897, 0.584
0.45505,  0.95652, 0.583
0.45505,  0.97407, 0.581
0.45505,  0.99162, 0.580
0.45505,  1.00917, 0.579
0.45505,  1.02672, 0.577
0.45505,  1.04427, 0.576
0.45505,  1.06182, 0.575
0.45505,  1.07937, 0.574
0.45505,  1.09692, 0.572
0.45505,  1.11448, 0.570
0.45505,  1.13203, 0.569
0.45505,  1.14958, 0.567
0.45505,  1.16713, 0.566
0.45505,  1.18468, 0.564
0.45505,  1.20223, 0.562
0.45505,  1.21978, 0.560
0.45505,  1.23733, 0.557
0.45505,  1.25488, 0.555
0.45505,  1.27243, 0.553
0.45505,  1.28998, 0.552
0.45505,  1.30753, 0.549
0.45505,  1.32509, 0.547
0.45505,  1.34264, 0.545
0.45505,  1.36019, 0.543
0.45505,  1.37774, 0.541
0.45505,  1.39529, 0.540
0.45505,  1.41284, 0.538
0.45505,  1.43039, 0.537
0.45505,  1.44794, 0.536
0.45505,  1.46549, 0.535
0.45505,  1.48304, 0.534
0.45505,  1.50059, 0.532
0.45505,  1.51814, 0.000
0.45505,  1.53569, 0.000
0.45505,  1.55325, 0.000
0.45505,  1.57080, 0.000
0.47255, -1.57080, 0.000
0.47255, -1.55325, 0.000
0.47255, -1.53569, 0.000
0.47255, -1.51814, 0.000
0.47255, -1.50059, 0.000
0.47255, -1.48304, 0.000
0.47255, -1.46549, 0.000
0.47255, -1.44794, 0.000
0.47255, -1.43039, 0.000
0.47255, -1.41284, 0.000
0.47255, -1.39529, 0.000
0.47255, -1.37774, 0.000
0.47255, -1.36019, 0.000
0.47255, -1.34264, 0.000
0.47255, -1.32509, 0.000
0.47255, -1.30753, 0.000
0.47255, -1.28998, 0.000
0.47255, -1.27243, 0.000
0.47255, -1.25488, 0.000
0.47255, -1.23733, 0.000
0.47255, -1.21978, 0.000
0.47255, -1.20223, 0.000
0.47255, -1.18468, 0.000
0.47255, -1.16713, 0.000
0.47255, -1.14958, 0.000
0.47255, -1.13203, 0.000
0.47255, -1.11448, 0.596
0.47255, -1.09692, 0.605
0.47255, -1.07937, 0.606
0.47255, -1.06182, 0.609
0.47255, -1.04427, 0.613
0.47255, -1.02672, 0.617
0.47255, -1.00917, 0.627
0.47255, -0.99162, 0.632
0.47255, -0.97407, 0.636
0.47255, -0.95652, 0.640
0.47255, -0.93897, 0.644
0.47255, -0.92142, 0.648
0.47255, -0.90387, 0.652
0.47255, -0.88632, 0.657
0.47255, -0.86876, 0.662
0.47255, -0.85121, 0.667
0.47255, -0.83366, 0.673
0.47255, -0.81611, 0.678
0.47255, -0.79856, 0.684
0.47255, -0.78101, 0.691
0.47255, -0.76346, 0.702
0.47255, -0.74591, 0.712
0.47255, -0.72836, 0.723
0.47255, -0.71081, 0.733
0.47255, -0.69326, 0.744
0.47255, -0.67571, 0.755
0.47255, -0.65815, 0.773
0.47255, -0.64060, 0.797
0.47255, -0.62305, 0.821
0.47255, -0.60550, 0.845
0.47255, -0.58795, 0.869
0.47255, -0.57040, 0.892
0.47255, -0.55285, 0.916
0.47255, -0.53530, 0.935
0.47255, -0.51775, 0.943
0.47255, -0.50020, 0.951
0.47255, -0.48265, 0.953
0.47255, -0.46510, 0.954
0.47255, -0.44755, 0.954
0.47255, -0.42999, 0.954
0.47255, -0.41244, 0.954
0.47255, -0.39489, 0.954
0.47255, -0.37734, 0.954
0.47255, -0.35979, 0.954
0.47255, -0.34224, 0.954
0.47255, -0.32469, 0.953
0.47255, -0.30714, 0.953
0.47255, -0.28959, 0.953
0.47255, -0.27204, 0.953
0.47255, -0.25449, 0.952
0.47255, -0.23694, 0.951
0.47255, -0.21938, 0.950
0.47255, -0.20183, 0.940
0.47255, -0.18428, 0.925
0.47255, -0.16673, 0.911
0.47255, -0.14918, 0.903
0.47255, -0.13163, 0.897
0.47255, -0.11408, 0.891
0.47255, -0.09653, 0.885
0.47255, -0.07898, 0.875
0.47255, -0.06143, 0.862
0.47255, -0.04388, 0.850
0.47255, -0.02633, 0.835
0.47255, -0.00878, 0.820
0.47255,  0.00878, 0.804
0.47255,  0.02633, 0.789
0.47255,  0.04388, 0.773
0.47255,  0.06143, 0.758
0.47255,  0.07898, 0.750
0.47255,  0.09653, 0.743
0.47255,  0.11408, 0.735
0.47255,  0.13163, 0.726
0.47255,  0.14918, 0.711
0.47255,  0.16673, 0.696
0.47255,  0.18428, 0.681
0.47255,  0.20183, 0.678
0.47255,  0.21938, 0.674
0.47255,  0.23694, 0.665
0.47255,  0.25449, 0.660
0.47255,  0.27204, 0.658
0.47255,  0.28959, 0.656
0.47255,  0.30714, 0.654
0.47255,  0.32469, 0.652
0.47255,  0.34224, 0.648
0.47255,  0.35979, 0.644
0.47255,  0.37734, 0.642
0.47255,  0.39489, 0.639
0.47255,  0.41244, 0.636
0.47255,  0.42999, 0.633
0.47255,  0.44755, 0.629
0.47255,  0.46510, 0.626
0.47255,  0.48265, 0.624
0.47255,  0.50020, 0.622
0.47255,  0.51775, 0.620
0.47255,  0.53530, 0.618
0.47255,  0.55285, 0.617
0.47255,  0.57040, 0.615
0.47255,  0.58795, 0.614
0.47255,  0.60550, 0.612
0.47255,  0.62305, 0.611
0.47255,  0.64060, 0.610
0.47255,  0.65815, 0.608
0.47255,  0.67571, 0.607
0.47255,  0.69326, 0.605
0.47255,  0.71081, 0.604
0.47255,  0.72836, 0.602
0.47255,  0.74591, 0.601
0.47255,  0.76346, 0.599
0.47255,  0.78101, 0.598
0.47255,  0.79856, 0.596
0.47255,  0.81611, 0.594
0.47255,  0.83366, 0.593
0.47255,  0.85121, 0.591
0.47255,  0.86876, 0.590
0.47255,  0.88632, 0.588
0.47255,  0.90387, 0.587
0.47255,  0.92142, 0.585
0.47255,  0.93897, 0.584
0.47255,  0.95652, 0.582
0.47255,  0.97407, 0.580
0.47255,  0.99162, 0.579
0.47255,  1.00917, 0.578
0.47255,  1.02672, 0.577
0.47255,  1.04427, 0.575
0.47255,  1.06182, 0.574
0.47255,  1.07937, 0.573
0.47255,  1.09692, 0.571
0.47255,  1.11448, 0.570
0.47255,  1.13203, 0.568
0.47255,  1.14958, 0.567
0.47255,  1.16713, 0.565
0.47255,  1.18468, 0.564
0.47255,  1.20223, 0.562
0.47255,  1.21978, 0.560
0.47255,  1.23733, 0.557
0.47255,  1.25488, 0.555
0.47255,  1.27243, 0.553
0.47255,  1.28998, 0.552
0.47255,  1.30753, 0.549
0.47255,  1.32509, 0.547
0.47255,  1.34264, 0.545
0.47255,  1.36019, 0.543
0.47255,  1.37774, 0.542
0.47255,  1.39529, 0.540
0.47255,  1.41284, 0.538
0.47255,  1.43039, 0.537
0.47255,  1.44794, 0.536
0.47255,  1.46549, 0.535
0.47255,  1.48304, 0.534
0.47255,  1.50059, 0.532
0.47255,  1.51814, 0.000
0.47255,  1.53569, 0.000
0.47255,  1.55325, 0.000
0.47255,  1.57080, 0.000
0.49005, -1.57080, 0.000
0.49005, -1.55325, 0.000
0.49005, -1.53569, 0.000
0.49005, -1.51814, 0.000
0.49005, -1.50059, 0.000
0.49005, -1.48304, 0.000
0.49005, -1.46549, 0.000
0.49005, -1.44794, 0.000
0.49005, -1.43039, 0.000
0.49005, -1.41284, 0.000
0.49005, -1.39529, 0.000
0.49005, -1.37774, 0.000
0.49005, -1.36019, 0.000
0.49005, -1.34264, 0.000
0.49005, -1.32509, 0.000
0.49005, -1.30753, 0.000
0.49005, -1.28998, 0.000
0.49005, -1.27243, 0.000
0.49005, -1.25488, 0.000
0.49005, -1.23733, 0.000
0.49005, -1.21978, 0.000
0.49005, -1.20223, 0.000
0.49005, -1.18468, 0.000
0.49005, -1.16713, 0.000
0.49005, -1.14958, 0.000
0.49005, -1.13203, 0.000
0.49005, -1.11448, 0.579
0.49005, -1.09692, 0.604
0.49005, -1.07937, 0.605
0.49005, -1.06182, 0.608
0.49005, -1.04427, 0.612
0.49005, -1.02672, 0.615
0.49005, -1.00917, 0.625
0.49005, -0.99162, 0.632
0.49005, -0.97407, 0.636
0.49005, -0.95652, 0.640
0.49005, -0.93897, 0.644
0.49005, -0.92142, 0.648
0.49005, -0.90387, 0.652
0.49005, -0.88632, 0.656
0.49005, -0.86876, 0.662
0.49005, -0.85121, 0.667
0.49005, -0.83366, 0.672
0.49005, -0.81611, 0.678
0.49005, -0.79856, 0.683
0.49005, -0.78101, 0.691
0.49005, -0.76346, 0.701
0.49005, -0.74591, 0.712
0.49005, -0.72836, 0.722
0.49005, -0.71081, 0.733
0.49005, -0.69326, 0.744
0.49005, -0.67571, 0.754
0.49005, -0.65815, 0.770
0.49005, -0.64060, 0.794
0.49005, -0.62305, 0.818
0.49005, -0.60550, 0.842
0.49005, -0.58795, 0.866
0.49005, -0.57040, 0.890
0.49005, -0.55285, 0.914
0.49005, -0.53530, 0.933
0.49005, -0.51775, 0.940
0.49005, -0.50020, 0.950
0.49005, -0.48265, 0.954
0.49005, -0.46510, 0.954
0.49005, -0.44755, 0.954
0.49005, -0.42999, 0.954
0.49005, -0.41244, 0.954
0.49005, -0.39489, 0.954
0.49005, -0.37734, 0.954
0.49005, -0.35979, 0.954
0.49005, -0.34224, 0.954
0.49005, -0.32469, 0.953
0.49005, -0.30714, 0.953
0.49005, -0.28959, 0.953
0.49005, -0.27204, 0.953
0.49005, -0.25449, 0.952
0.49005, -0.23694, 0.951
0.49005, -0.21938, 0.941
0.49005, -0.20183, 0.930
0.49005, -0.18428, 0.914
0.49005, -0.16673, 0.900
0.49005, -0.14918, 0.891
0.49005, -0.13163, 0.885
0.49005, -0.11408, 0.879
0.49005, -0.09653, 0.871
0.49005, -0.07898, 0.858
0.49005, -0.06143, 0.845
0.49005, -0.04388, 0.832
0.49005, -0.02633, 0.819
0.49005, -0.00878, 0.802
0.49005,  0.00878, 0.786
0.49005,  0.02633, 0.771
0.49005,  0.04388, 0.755
0.49005,  0.06143, 0.748
0.49005,  0.07898, 0.741
0.49005,  0.09653, 0.733
0.49005,  0.11408, 0.726
0.49005,  0.13163, 0.719
0.49005,  0.14918, 0.704
0.49005,  0.16673, 0.689
0.49005,  0.18428, 0.680
0.49005,  0.20183, 0.677
0.49005,  0.21938, 0.668
0.49005,  0.23694, 0.661
0.49005,  0.25449, 0.659
0.49005,  0.27204, 0.657
0.49005,  0.28959, 0.655
0.49005,  0.30714, 0.653
0.49005,  0.32469, 0.651
0.49005,  0.34224, 0.648
0.49005,  0.35979, 0.644
0.49005,  0.37734, 0.641
0.49005,  0.39489, 0.637
0.49005,  0.41244, 0.634
0.49005,  0.42999, 0.631
0.49005,  0.44755, 0.628
0.49005,  0.46510, 0.625
0.49005,  0.48265, 0.622
0.49005,  0.50020, 0.621
0.49005,  0.51775, 0.619
0.49005,  0.53530, 0.617
0.49005,  0.55285, 0.616
0.49005,  0.57040, 0.614
0.49005,  0.58795, 0.613
0.49005,  0.60550, 0.612
0.49005,  0.62305, 0.610
0.49005,  0.64060, 0.609
0.49005,  0.65815, 0.608
0.49005,  0.67571, 0.606
0.49005,  0.69326, 0.604
0.49005,  0.71081, 0.603
0.49005,  0.72836, 0.601
0.49005,  0.74591, 0.600
0.49005,  0.76346, 0.598
0.49005,  0.78101, 0.597
0.49005,  0.79856, 0.595
0.49005,  0.81611, 0.594
0.49005,  0.83366, 0.592
0.49005,  0.85121, 0.591
0.49005,  0.86876, 0.589
0.49005,  0.88632, 0.588
0.49005,  0.90387, 0.586
0.49005,  0.92142, 0.585
0.49005,  0.93897, 0.583
0.49005,  0.95652, 0.581
0.49005,  0.97407, 0.580
0.49005,  0.99162, 0.579
0.49005,  1.00917, 0.577
0.49005,  1.02672, 0.576
0.49005,  1.04427, 0.575
0.49005,  1.06182, 0.573
0.49005,  1.07937, 0.572
0.49005,  1.09692, 0.571
0.49005,  1.11448, 0.569
0.49005,  1.13203, 0.568
0.49005,  1.14958, 0.566
0.49005,  1.16713, 0.564
0.49005,  1.18468, 0.563
0.49005,  1.20223, 0.561
0.49005,  1.21978, 0.559
0.49005,  1.23733, 0.557
0.49005,  1.25488, 0.555
0.49005,  1.27243, 0.553
0.49005,  1.28998, 0.552
0.49005,  1.30753, 0.549
0.49005,  1.32509, 0.547
0.49005,  1.34264, 0.545
0.49005,  1.36019, 0.543
0.49005,  1.37774, 0.542
0.49005,  1.39529, 0.540
0.49005,  1.41284, 0.539
0.49005,  1.43039, 0.537
0.49005,  1.44794, 0.536
0.49005,  1.46549, 0.535
0.49005,  1.48304, 0.534
0.49005,  1.50059, 0.533
0.49005,  1.51814, 0.000
0.49005,  1.53569, 0.000
0.49005,  1.55325, 0.000
0.49005,  1.57080, 0.000
0.50756, -1.57080, 0.000
0.50756, -1.55325, 0.000
0.50756, -1.53569, 0.000
0.50756, -1.51814, 0.000
0.50756, -1.50059, 0.000
0.50756, -1.48304, 0.000
0.50756, -1.46549, 0.000
0.50756, -1.44794, 0.000
0.50756, -1.43039, 0.000
0.50756, -1.41284, 0.000
0.50756, -1.39529, 0.000
0.50756, -1.37774, 0.000
0.50756, -1.36019, 0.000
0.50756, -1.34264, 0.000
0.50756, -1.32509, 0.000
0.50756, -1.30753, 0.000
0.50756, -1.28998, 0.000
0.50756, -1.27243, 0.000
0.50756, -1.25488, 0.000
0.50756, -1.23733, 0.000
0.50756, -1.21978, 0.000
0.50756, -1.20223, 0.000
0.50756, -1.18468, 0.000
0.50756, -1.16713, 0.000
0.50756, -1.14958, 0.000
0.50756, -1.13203, 0.000
0.50756, -1.11448, 0.000
0.50756, -1.09692, 0.604
0.50756, -1.07937, 0.605
0.50756, -1.06182, 0.606
0.50756, -1.04427, 0.612
0.50756, -1.02672, 0.615
0.50756, -1.00917, 0.623
0.50756, -0.99162, 0.632
0.50756, -0.97407, 0.635
0.50756, -0.95652, 0.640
0.50756, -0.93897, 0.644
0.50756, -0.92142, 0.648
0.50756, -0.90387, 0.652
0.50756, -0.88632, 0.656
0.50756, -0.86876, 0.661
0.50756, -0.85121, 0.667
0.50756, -0.83366, 0.672
0.50756, -0.81611, 0.677
0.50756, -0.79856, 0.683
0.50756, -0.78101, 0.690
0.50756, -0.76346, 0.701
0.50756, -0.74591, 0.711
0.50756, -0.72836, 0.722
0.50756, -0.71081, 0.733
0.50756, -0.69326, 0.743
0.50756, -0.67571, 0.754
0.50756, -0.65815, 0.768
0.50756, -0.64060, 0.791
0.50756, -0.62305, 0.815
0.50756, -0.60550, 0.839
0.50756, -0.58795, 0.863
0.50756, -0.57040, 0.887
0.50756, -0.55285, 0.911
0.50756, -0.53530, 0.930
0.50756, -0.51775, 0.940
0.50756, -0.50020, 0.950
0.50756, -0.48265, 0.954
0.50756, -0.46510, 0.954
0.50756, -0.44755, 0.954
0.50756, -0.42999, 0.954
0.50756, -0.41244, 0.954
0.50756, -0.39489, 0.954
0.50756, -0.37734, 0.954
0.50756, -0.35979, 0.954
0.50756, -0.34224, 0.954
0.50756, -0.32469, 0.953
0.50756, -0.30714, 0.953
0.50756, -0.28959, 0.953
0.50756, -0.27204, 0.953
0.50756, -0.25449, 0.952
0.50756, -0.23694, 0.942
0.50756, -0.21938, 0.930
0.50756, -0.20183, 0.919
0.50756, -0.18428, 0.903
0.50756, -0.16673, 0.889
0.50756, -0.14918, 0.879
0.50756, -0.13163, 0.873
0.50756, -0.11408, 0.866
0.50756, -0.09653, 0.853
0.50756, -0.07898, 0.840
0.50756, -0.06143, 0.827
0.50756, -0.04388, 0.814
0.50756, -0.02633, 0.801
0.50756, -0.00878, 0.786
0.50756,  0.00878, 0.771
0.50756,  0.02633, 0.755
0.50756,  0.04388, 0.746
0.50756,  0.06143, 0.739
0.50756,  0.07898, 0.732
0.50756,  0.09653, 0.724
0.50756,  0.11408, 0.717
0.50756,  0.13163, 0.710
0.50756,  0.14918, 0.698
0.50756,  0.16673, 0.683
0.50756,  0.18428, 0.679
0.50756,  0.20183, 0.670
0.50756,  0.21938, 0.662
0.50756,  0.23694, 0.659
0.50756,  0.25449, 0.657
0.50756,  0.27204, 0.655
0.50756,  0.28959, 0.653
0.50756,  0.30714, 0.651
0.50756,  0.32469, 0.649
0.50756,  0.34224, 0.647
0.50756,  0.35979, 0.644
0.50756,  0.37734, 0.640
0.50756,  0.39489, 0.637
0.50756,  0.41244, 0.634
0.50756,  0.42999, 0.631
0.50756,  0.44755, 0.628
0.50756,  0.46510, 0.625
0.50756,  0.48265, 0.622
0.50756,  0.50020, 0.621
0.50756,  0.51775, 0.618
0.50756,  0.53530, 0.616
0.50756,  0.55285, 0.615
0.50756,  0.57040, 0.614
0.50756,  0.58795, 0.612
0.50756,  0.60550, 0.611
0.50756,  0.62305, 0.610
0.50756,  0.64060, 0.608
0.50756,  0.65815, 0.607
0.50756,  0.67571, 0.605
0.50756,  0.69326, 0.603
0.50756,  0.71081, 0.602
0.50756,  0.72836, 0.600
0.50756,  0.74591, 0.598
0.50756,  0.76346, 0.597
0.50756,  0.78101, 0.595
0.50756,  0.79856, 0.594
