T_eff,log_g,Fe_H,h_1,h_2
3500.0,0.0,-5.0,0.698,0.34902
3500.0,0.5,-5.0,0.71036,0.37298
3500.0,1.0,-5.0,0.73442,0.42552
3500.0,1.5,-5.0,0.75511,0.48353
3500.0,2.0,-5.0,0.76379,0.51488
3500.0,2.5,-5.0,0.76307,0.51831
3500.0,3.0,-5.0,0.75578,0.5043
3750.0,0.0,-5.0,0.70056,0.34614
3750.0,0.5,-5.0,0.70876,0.36233
3750.0,1.0,-5.0,0.72188,0.378
3750.0,1.5,-5.0,0.75167,0.43187
3750.0,2.0,-5.0,0.78892,0.55148
3750.0,2.5,-5.0,0.81078,0.67844
3750.0,3.0,-5.0,0.81576,0.78035
4000.0,0.0,-5.0,0.69918,0.33194
4000.0,0.5,-5.0,0.70863,0.34765
4000.0,1.0,-5.0,0.72073,0.37073
4000.0,1.5,-5.0,0.73579,0.40183
4000.0,2.0,-5.0,0.76021,0.42588
4000.0,2.5,-5.0,0.80436,0.54323
4000.0,3.0,-5.0,0.83925,0.7647
4000.0,3.5,-5.0,0.85615,0.85615
4250.0,0.0,-5.0,0.6965,0.31953
4250.0,0.5,-5.0,0.7056,0.33336
4250.0,1.0,-5.0,0.71863,0.3578
4250.0,1.5,-5.0,0.73244,0.3889
4250.0,2.0,-5.0,0.74603,0.42543
4250.0,2.5,-5.0,0.77054,0.46939
4250.0,3.0,-5.0,0.80192,0.52472
4250.0,3.5,-5.0,0.83918,0.6614
4250.0,4.0,-5.0,0.86535,0.75766
4500.0,0.0,-5.0,0.69753,0.3202
4500.0,0.5,-5.0,0.70587,0.33348
4500.0,1.0,-5.0,0.71788,0.35692
4500.0,1.5,-5.0,0.7318,0.38859
4500.0,2.0,-5.0,0.74516,0.42739
4500.0,2.5,-5.0,0.75947,0.46856
4500.0,3.0,-5.0,0.77681,0.50435
4500.0,3.5,-5.0,0.80719,0.55577
4500.0,4.0,-5.0,0.84149,0.64545
4750.0,0.0,-5.0,0.70188,0.32882
4750.0,0.5,-5.0,0.70959,0.34283
4750.0,1.0,-5.0,0.71884,0.36333
4750.0,1.5,-5.0,0.73103,0.39291
4750.0,2.0,-5.0,0.74424,0.43031
4750.0,2.5,-5.0,0.75638,0.47143
4750.0,3.0,-5.0,0.76743,0.50361
4750.0,3.5,-5.0,0.77892,0.5403
4750.0,4.0,-5.0,0.80604,0.57439
4750.0,4.5,-5.0,0.8356,0.62169
5000.0,0.0,-5.0,0.70868,0.34107
5000.0,0.5,-5.0,0.71457,0.35456
5000.0,1.0,-5.0,0.72309,0.37333
5000.0,1.5,-5.0,0.73286,0.39724
5000.0,2.0,-5.0,0.74377,0.43022
5000.0,2.5,-5.0,0.75431,0.4707
5000.0,3.0,-5.0,0.76378,0.50604
5000.0,3.5,-5.0,0.7712,0.53803
5000.0,4.0,-5.0,0.78255,0.56896
5000.0,4.5,-5.0,0.80225,0.59843
5000.0,5.0,-5.0,0.82231,0.64178
5250.0,0.0,-5.0,0.71717,0.35531
5250.0,0.5,-5.0,0.72098,0.36601
5250.0,1.0,-5.0,0.72771,0.3821
5250.0,1.5,-5.0,0.73594,0.4035
5250.0,2.0,-5.0,0.74481,0.43237
5250.0,2.5,-5.0,0.75319,0.46486
5250.0,3.0,-5.0,0.76117,0.50055
5250.0,3.5,-5.0,0.76959,0.52906
5250.0,4.0,-5.0,0.7748,0.55176
5250.0,4.5,-5.0,0.78828,0.57595
5250.0,5.0,-5.0,0.80891,0.59768
5500.0,0.0,-5.0,0.72808,0.37499
5500.0,0.5,-5.0,0.73017,0.37963
5500.0,1.0,-5.0,0.73432,0.39117
5500.0,1.5,-5.0,0.74035,0.40767
5500.0,2.0,-5.0,0.74708,0.43291
5500.0,2.5,-5.0,0.75428,0.46296
5500.0,3.0,-5.0,0.76121,0.49437
5500.0,3.5,-5.0,0.76738,0.52535
5500.0,4.0,-5.0,0.77461,0.54524
5500.0,4.5,-5.0,0.78364,0.55637
5500.0,5.0,-5.0,0.79603,0.5822
5750.0,0.0,-5.0,0.69175,0.34233
5750.0,0.5,-5.0,0.73861,0.40984
5750.0,1.0,-5.0,0.74265,0.4039
5750.0,1.5,-5.0,0.74584,0.41563
5750.0,2.0,-5.0,0.75071,0.43467
5750.0,2.5,-5.0,0.75647,0.46026
5750.0,3.0,-5.0,0.76188,0.48842
5750.0,3.5,-5.0,0.76783,0.51832
5750.0,4.0,-5.0,0.77306,0.54108
5750.0,4.5,-5.0,0.78054,0.5575
5750.0,5.0,-5.0,0.79014,0.57786
6000.0,0.0,-5.0,0.69852,0.35904
6000.0,0.5,-5.0,0.6991,0.3628
6000.0,1.0,-5.0,0.74127,0.40883
6000.0,1.5,-5.0,0.75263,0.4278
6000.0,2.0,-5.0,0.75577,0.43972
6000.0,2.5,-5.0,0.75965,0.45925
6000.0,3.0,-5.0,0.76402,0.48263
6000.0,3.5,-5.0,0.76909,0.51094
6000.0,4.0,-5.0,0.77266,0.5347
6000.0,4.5,-5.0,0.77832,0.55144
6000.0,5.0,-5.0,0.78632,0.57294
6250.0,0.5,-5.0,0.70658,0.3808
6250.0,1.0,-5.0,0.70749,0.38133
6250.0,1.5,-5.0,0.7523,0.43213
6250.0,2.0,-5.0,0.7616,0.45529
6250.0,2.5,-5.0,0.76411,0.46694
6250.0,3.0,-5.0,0.76734,0.4847
6250.0,3.5,-5.0,0.77096,0.50766
6250.0,4.0,-5.0,0.77472,0.5296
6250.0,4.5,-5.0,0.77992,0.5474
6250.0,5.0,-5.0,0.78443,0.56352
6500.0,0.5,-5.0,0.71195,0.38794
6500.0,1.0,-5.0,0.71534,0.39955
6500.0,1.5,-5.0,0.71674,0.39866
6500.0,2.0,-5.0,0.76329,0.45347
6500.0,2.5,-5.0,0.77111,0.47822
6500.0,3.0,-5.0,0.77213,0.48739
6500.0,3.5,-5.0,0.7744,0.5057
6500.0,4.0,-5.0,0.77719,0.52496
6500.0,4.5,-5.0,0.78043,0.54157
6500.0,5.0,-5.0,0.78543,0.55852
6750.0,0.5,-5.0,0.72048,0.40667
6750.0,1.0,-5.0,0.72158,0.40603
6750.0,1.5,-5.0,0.72536,0.41703
6750.0,2.0,-5.0,0.72659,0.41378
6750.0,2.5,-5.0,0.77328,0.47419
6750.0,3.0,-5.0,0.77875,0.50254
6750.0,3.5,-5.0,0.77924,0.51102
6750.0,4.0,-5.0,0.78094,0.52463
6750.0,4.5,-5.0,0.78291,0.53819
6750.0,5.0,-5.0,0.78645,0.55445
7000.0,0.5,-5.0,0.7318,0.43379
7000.0,1.0,-5.0,0.73115,0.42413
7000.0,1.5,-5.0,0.73198,0.42111
7000.0,2.0,-5.0,0.73538,0.43214
7000.0,2.5,-5.0,0.73652,0.42892
7000.0,3.0,-5.0,0.78188,0.5004
7000.0,3.5,-5.0,0.78519,0.52262
7000.0,4.0,-5.0,0.78567,0.52996
7000.0,4.5,-5.0,0.78656,0.53908
7000.0,5.0,-5.0,0.78928,0.55286
7250.0,1.0,-5.0,0.74345,0.45036
7250.0,1.5,-5.0,0.74216,0.43712
7250.0,2.0,-5.0,0.74281,0.43449
7250.0,2.5,-5.0,0.7453,0.44715
7250.0,3.0,-5.0,0.74594,0.44285
7250.0,3.5,-5.0,0.78987,0.52354
7250.0,4.0,-5.0,0.79158,0.53972
7250.0,4.5,-5.0,0.79152,0.54601
7250.0,5.0,-5.0,0.79295,0.55513
7500.0,1.0,-5.0,0.75532,0.46921
7500.0,1.5,-5.0,0.75487,0.4612
7500.0,2.0,-5.0,0.75322,0.44677
7500.0,2.5,-5.0,0.75328,0.44663
7500.0,3.0,-5.0,0.75512,0.46125
7500.0,3.5,-5.0,0.75538,0.45802
7500.0,4.0,-5.0,0.79504,0.55598
7500.0,4.5,-5.0,0.79679,0.55838
7500.0,5.0,-5.0,0.79776,0.56356
7750.0,1.5,-5.0,0.76698,0.47847
7750.0,2.0,-5.0,0.76591,0.46854
7750.0,2.5,-5.0,0.76369,0.45403
7750.0,3.0,-5.0,0.76336,0.45916
7750.0,3.5,-5.0,0.76441,0.47587
7750.0,4.0,-5.0,0.76456,0.47382
7750.0,4.5,-5.0,0.80261,0.57468
7750.0,5.0,-5.0,0.80304,0.57677
8000.0,1.5,-5.0,0.77724,0.48627
8000.0,2.0,-5.0,0.7775,0.48255
8000.0,2.5,-5.0,0.77568,0.47207
8000.0,3.0,-5.0,0.77296,0.45848
8000.0,3.5,-5.0,0.77277,0.47263
8000.0,4.0,-5.0,0.77345,0.49143
8000.0,4.5,-5.0,0.7735,0.48996
8000.0,5.0,-5.0,0.80919,0.59413
8250.0,2.0,-5.0,0.78714,0.48771
8250.0,2.5,-5.0,0.78638,0.48247
8250.0,3.0,-5.0,0.78408,0.47151
8250.0,3.5,-5.0,0.78146,0.46254
8250.0,4.0,-5.0,0.78181,0.49008
8250.0,4.5,-5.0,0.78198,0.5062
8250.0,5.0,-5.0,0.81335,0.61007
8500.0,1.5,-5.0,0.79073,0.47781
8500.0,2.0,-5.0,0.79489,0.48645
8500.0,2.5,-5.0,0.79562,0.48578
8500.0,3.0,-5.0,0.79401,0.4791
8500.0,3.5,-5.0,0.79136,0.47046
8500.0,4.0,-5.0,0.78921,0.46987
8500.0,4.5,-5.0,0.78989,0.50715
8500.0,5.0,-5.0,0.79052,0.52404
8750.0,2.0,-5.0,0.80059,0.48138
8750.0,2.5,-5.0,0.80289,0.48383
8750.0,3.0,-5.0,0.80248,0.4817
8750.0,3.5,-5.0,0.80033,0.47567
8750.0,4.0,-5.0,0.79779,0.46841
8750.0,4.5,-5.0,0.79713,0.48533
8750.0,5.0,-5.0,0.79784,0.52596
9000.0,1.5,-5.0,0.79616,0.46275
9000.0,2.0,-5.0,0.80482,0.47608
9000.0,2.5,-5.0,0.80854,0.48034
9000.0,3.0,-5.0,0.80937,0.48051
9000.0,3.5,-5.0,0.80809,0.4767
9000.0,4.0,-5.0,0.80592,0.47208
9000.0,4.5,-5.0,0.80325,0.46286
9000.0,5.0,-5.0,0.80038,0.44882
9250.0,2.0,-5.0,0.80796,0.47171
9250.0,2.5,-5.0,0.8129,0.47605
9250.0,3.0,-5.0,0.81469,0.47647
9250.0,3.5,-5.0,0.81447,0.47559
9250.0,4.0,-5.0,0.81302,0.47317
9250.0,4.5,-5.0,0.81087,0.46741
9250.0,5.0,-5.0,0.8085,0.45708
9500.0,2.0,-5.0,0.81033,0.46898
9500.0,2.5,-5.0,0.81646,0.47252
9500.0,3.0,-5.0,0.81911,0.47374
9500.0,3.5,-5.0,0.81957,0.47302
9500.0,4.0,-5.0,0.81888,0.47247
9500.0,4.5,-5.0,0.81739,0.46922
9500.0,5.0,-5.0,0.81546,0.46214
9750.0,2.0,-5.0,0.81251,0.46778
9750.0,2.5,-5.0,0.81942,0.47071
9750.0,3.0,-5.0,0.82271,0.47103
9750.0,3.5,-5.0,0.82384,0.47104
9750.0,4.0,-5.0,0.8237,0.47037
9750.0,4.5,-5.0,0.82292,0.46894
9750.0,5.0,-5.0,0.82164,0.46577
10000.0,2.0,-5.0,0.81444,0.46724
10000.0,2.5,-5.0,0.82196,0.46839
10000.0,3.0,-5.0,0.82576,0.46772
10000.0,3.5,-5.0,0.8275,0.46928
10000.0,4.0,-5.0,0.8278,0.46886
10000.0,4.5,-5.0,0.82754,0.46795
10000.0,5.0,-5.0,0.82674,0.46566
10500.0,2.0,-5.0,0.81762,0.46712
10500.0,2.5,-5.0,0.8263,0.46559
10500.0,3.0,-5.0,0.831,0.46398
10500.0,3.5,-5.0,0.83343,0.4638
10500.0,4.0,-5.0,0.8344,0.46417
10500.0,4.5,-5.0,0.83464,0.4646
10500.0,5.0,-5.0,0.83463,0.46259
11000.0,2.5,-5.0,0.82987,0.46308
11000.0,3.0,-5.0,0.83523,0.46024
11000.0,3.5,-5.0,0.83823,0.45907
11000.0,4.0,-5.0,0.83958,0.45858
11000.0,4.5,-5.0,0.84029,0.45928
11000.0,5.0,-5.0,0.84068,0.45979
11500.0,2.5,-5.0,0.83305,0.46169
11500.0,3.0,-5.0,0.83899,0.4568
11500.0,3.5,-5.0,0.84234,0.45395
11500.0,4.0,-5.0,0.84402,0.45385
11500.0,4.5,-5.0,0.84494,0.45421
11500.0,5.0,-5.0,0.84555,0.4551
12000.0,2.5,-5.0,0.83574,0.4608
12000.0,3.0,-5.0,0.84232,0.45346
12000.0,3.5,-5.0,0.84591,0.44928
12000.0,4.0,-5.0,0.84788,0.448
12000.0,4.5,-5.0,0.84891,0.44777
12000.0,5.0,-5.0,0.84979,0.45006
12500.0,2.5,-5.0,0.83795,0.45993
12500.0,3.0,-5.0,0.84528,0.45111
12500.0,3.5,-5.0,0.84912,0.44438
12500.0,4.0,-5.0,0.85143,0.44286
12500.0,4.5,-5.0,0.85262,0.44229
12500.0,5.0,-5.0,0.85343,0.44343
13000.0,2.5,-5.0,0.83995,0.45959
13000.0,3.0,-5.0,0.84772,0.44722
13000.0,3.5,-5.0,0.85208,0.44011
13000.0,4.0,-5.0,0.85452,0.43712
13000.0,4.5,-5.0,0.85587,0.43616
13000.0,5.0,-5.0,0.85689,0.43743
14000.0,2.0,-5.0,0.82523,0.47478
14000.0,2.5,-5.0,0.84305,0.46074
14000.0,3.0,-5.0,0.85211,0.44322
14000.0,3.5,-5.0,0.85722,0.43222
14000.0,4.0,-5.0,0.85997,0.42617
14000.0,4.5,-5.0,0.86169,0.42478
14000.0,5.0,-5.0,0.86281,0.42512
15000.0,2.5,-5.0,0.84518,0.46341
15000.0,3.0,-5.0,0.8557,0.44168
15000.0,3.5,-5.0,0.86139,0.42527
15000.0,4.0,-5.0,0.86462,0.41706
15000.0,4.5,-5.0,0.86663,0.41434
15000.0,5.0,-5.0,0.8679,0.41349
16000.0,2.5,-5.0,0.84664,0.46859
16000.0,3.0,-5.0,0.85861,0.44088
16000.0,3.5,-5.0,0.86502,0.4216
16000.0,4.0,-5.0,0.86863,0.4093
16000.0,4.5,-5.0,0.87077,0.4034
16000.0,5.0,-5.0,0.87225,0.40262
17000.0,2.5,-5.0,0.84729,0.47324
17000.0,3.0,-5.0,0.86116,0.44337
17000.0,3.5,-5.0,0.86825,0.41856
17000.0,4.0,-5.0,0.87222,0.40338
17000.0,4.5,-5.0,0.87449,0.39567
17000.0,5.0,-5.0,0.8761,0.39261
18000.0,2.5,-5.0,0.84673,0.47668
18000.0,3.0,-5.0,0.86339,0.44603
18000.0,3.5,-5.0,0.87127,0.41741
18000.0,4.0,-5.0,0.87542,0.39818
18000.0,4.5,-5.0,0.87798,0.38919
18000.0,5.0,-5.0,0.87953,0.38497
19000.0,2.5,-5.0,0.845,0.4812
19000.0,3.0,-5.0,0.86482,0.44671
19000.0,3.5,-5.0,0.87397,0.41557
19000.0,4.0,-5.0,0.87861,0.3959
19000.0,4.5,-5.0,0.88111,0.38291
19000.0,5.0,-5.0,0.88278,0.37821
20000.0,3.0,-5.0,0.86574,0.45037
20000.0,3.5,-5.0,0.87632,0.41353
20000.0,4.0,-5.0,0.88147,0.39128
20000.0,4.5,-5.0,0.8842,0.37835
20000.0,5.0,-5.0,0.88575,0.37211
21000.0,3.0,-5.0,0.86586,0.4555
21000.0,3.5,-5.0,0.87808,0.41325
21000.0,4.0,-5.0,0.88406,0.38694
21000.0,4.5,-5.0,0.88705,0.37245
21000.0,5.0,-5.0,0.88876,0.36676
22000.0,3.0,-5.0,0.86519,0.46249
22000.0,3.5,-5.0,0.87931,0.41516
22000.0,4.0,-5.0,0.88619,0.38421
22000.0,4.5,-5.0,0.8896,0.36703
22000.0,5.0,-5.0,0.89141,0.35985
23000.0,3.0,-5.0,0.86394,0.47165
23000.0,3.5,-5.0,0.8801,0.42094
23000.0,4.0,-5.0,0.88795,0.38504
23000.0,4.5,-5.0,0.89189,0.36405
23000.0,5.0,-5.0,0.89387,0.35481
24000.0,3.0,-5.0,0.86199,0.48435
24000.0,3.5,-5.0,0.88036,0.427
24000.0,4.0,-5.0,0.88927,0.38757
24000.0,4.5,-5.0,0.8937,0.36339
24000.0,5.0,-5.0,0.89606,0.35181
25000.0,3.0,-5.0,0.85961,0.50186
25000.0,3.5,-5.0,0.88046,0.43871
25000.0,4.0,-5.0,0.89022,0.39221
25000.0,4.5,-5.0,0.8952,0.36493
25000.0,5.0,-5.0,0.89792,0.35097
26000.0,3.0,-5.0,0.8592,0.5342
26000.0,3.5,-5.0,0.88047,0.45332
26000.0,4.0,-5.0,0.89102,0.39995
26000.0,4.5,-5.0,0.89651,0.36938
26000.0,5.0,-5.0,0.89948,0.35241
27000.0,3.5,-5.0,0.88064,0.46952
27000.0,4.0,-5.0,0.89188,0.41145
27000.0,4.5,-5.0,0.89775,0.37546
27000.0,5.0,-5.0,0.90093,0.35597
28000.0,3.5,-5.0,0.88207,0.49243
28000.0,4.0,-5.0,0.89296,0.42268
28000.0,4.5,-5.0,0.89908,0.38195
28000.0,5.0,-5.0,0.90254,0.36161
29000.0,3.5,-5.0,0.8848,0.51304
29000.0,4.0,-5.0,0.89451,0.43041
29000.0,4.5,-5.0,0.9007,0.38903
29000.0,5.0,-5.0,0.90403,0.36323
30000.0,3.5,-5.0,0.888,0.53834
30000.0,4.0,-5.0,0.8971,0.44027
30000.0,4.5,-5.0,0.90266,0.3915
30000.0,5.0,-5.0,0.90603,0.36526
31000.0,3.5,-5.0,0.89115,0.5817
31000.0,4.0,-5.0,0.90028,0.44804
31000.0,4.5,-5.0,0.90533,0.39027
31000.0,5.0,-5.0,0.90838,0.36137
32000.0,4.0,-5.0,0.90374,0.45867
32000.0,4.5,-5.0,0.90834,0.38703
32000.0,5.0,-5.0,0.91124,0.35579
33000.0,4.0,-5.0,0.90724,0.47894
33000.0,4.5,-5.0,0.9117,0.38488
33000.0,5.0,-5.0,0.91439,0.34734
34000.0,4.0,-5.0,0.91126,0.5192
34000.0,4.5,-5.0,0.91531,0.38675
34000.0,5.0,-5.0,0.91761,0.33806
35000.0,4.0,-5.0,0.91535,0.54517
35000.0,4.5,-5.0,0.91909,0.39366
35000.0,5.0,-5.0,0.9211,0.33132
37500.0,4.5,-5.0,0.92993,0.40769
37500.0,5.0,-5.0,0.93142,0.32289
40000.0,4.5,-5.0,0.93622,0.38668
40000.0,5.0,-5.0,0.94026,0.29123
42500.0,5.0,-5.0,0.94471,0.27003
45000.0,5.0,-5.0,0.94622,0.26098
47500.0,5.0,-5.0,0.94657,0.26053
50000.0,5.0,-5.0,0.94652,0.26349
3500.0,0.0,-4.5,0.69548,0.34631
3500.0,0.5,-4.5,0.70742,0.36891
3500.0,1.0,-4.5,0.73175,0.42079
3500.0,1.5,-4.5,0.75263,0.48484
3500.0,2.0,-4.5,0.76452,0.52005
3500.0,2.5,-4.5,0.76679,0.53421
3500.0,3.0,-4.5,0.76434,0.53015
3750.0,0.0,-4.5,0.69973,0.34616
3750.0,0.5,-4.5,0.70738,0.3627
3750.0,1.0,-4.5,0.71973,0.37952
3750.0,1.5,-4.5,0.74839,0.43138
3750.0,2.0,-4.5,0.78511,0.54665
3750.0,2.5,-4.5,0.8071,0.66393
3750.0,3.0,-4.5,0.81395,0.7367
3750.0,3.5,-4.5,0.80419,0.80419
4000.0,0.0,-4.5,0.69893,0.33163
4000.0,0.5,-4.5,0.70811,0.34701
4000.0,1.0,-4.5,0.71989,0.37072
4000.0,1.5,-4.5,0.73392,0.40144
4000.0,2.0,-4.5,0.75839,0.42802
4000.0,2.5,-4.5,0.80073,0.54527
4000.0,3.0,-4.5,0.83352,0.74704
4000.0,3.5,-4.5,0.84845,0.84845
4000.0,4.0,-4.5,0.84793,0.84793
4250.0,0.0,-4.5,0.69634,0.31868
4250.0,0.5,-4.5,0.70536,0.33171
4250.0,1.0,-4.5,0.71806,0.35632
4250.0,1.5,-4.5,0.73173,0.38741
4250.0,2.0,-4.5,0.7464,0.42469
4250.0,2.5,-4.5,0.7647,0.4484
4250.0,3.0,-4.5,0.8004,0.51811
4250.0,3.5,-4.5,0.83612,0.66717
4250.0,4.0,-4.5,0.85907,0.80713
4250.0,4.5,-4.5,0.8702,0.86384
4500.0,0.0,-4.5,0.69727,0.31979
4500.0,0.5,-4.5,0.70567,0.3328
4500.0,1.0,-4.5,0.71746,0.35655
4500.0,1.5,-4.5,0.73143,0.38891
4500.0,2.0,-4.5,0.7455,0.43045
4500.0,2.5,-4.5,0.75905,0.46687
4500.0,3.0,-4.5,0.776,0.50377
4500.0,3.5,-4.5,0.79885,0.53028
4500.0,4.0,-4.5,0.83034,0.62847
4500.0,4.5,-4.5,0.85501,0.73036
4500.0,5.0,-4.5,0.87362,0.71781
4750.0,0.0,-4.5,0.70171,0.32851
4750.0,0.5,-4.5,0.70944,0.34251
4750.0,1.0,-4.5,0.7193,0.3634
4750.0,1.5,-4.5,0.7308,0.39273
4750.0,2.0,-4.5,0.74414,0.43115
4750.0,2.5,-4.5,0.75599,0.47072
4750.0,3.0,-4.5,0.7671,0.50482
4750.0,3.5,-4.5,0.78077,0.53201
4750.0,4.0,-4.5,0.80474,0.57915
4750.0,4.5,-4.5,0.82508,0.62569
4750.0,5.0,-4.5,0.84794,0.69081
5000.0,0.0,-4.5,0.70864,0.34109
5000.0,0.5,-4.5,0.71467,0.35418
5000.0,1.0,-4.5,0.72308,0.37269
5000.0,1.5,-4.5,0.73267,0.39783
5000.0,2.0,-4.5,0.74341,0.4304
5000.0,2.5,-4.5,0.7538,0.4678
5000.0,3.0,-4.5,0.76374,0.5045
5000.0,3.5,-4.5,0.77307,0.52993
5000.0,4.0,-4.5,0.78604,0.55574
5000.0,4.5,-4.5,0.80448,0.58259
5000.0,5.0,-4.5,0.83015,0.63856
5250.0,0.0,-4.5,0.71712,0.35502
5250.0,0.5,-4.5,0.72138,0.36563
5250.0,1.0,-4.5,0.72769,0.38181
5250.0,1.5,-4.5,0.73605,0.40202
5250.0,2.0,-4.5,0.74444,0.43203
5250.0,2.5,-4.5,0.75316,0.46397
5250.0,3.0,-4.5,0.76106,0.50023
5250.0,3.5,-4.5,0.76898,0.52759
5250.0,4.0,-4.5,0.77848,0.54837
5250.0,4.5,-4.5,0.79122,0.57443
5250.0,5.0,-4.5,0.80852,0.61197
5500.0,0.0,-4.5,0.72804,0.37385
5500.0,0.5,-4.5,0.73015,0.37906
5500.0,1.0,-4.5,0.73414,0.39028
5500.0,1.5,-4.5,0.74015,0.40753
5500.0,2.0,-4.5,0.74687,0.43182
5500.0,2.5,-4.5,0.75394,0.46131
5500.0,3.0,-4.5,0.76119,0.49198
5500.0,3.5,-4.5,0.76691,0.52313
5500.0,4.0,-4.5,0.77435,0.54244
5500.0,4.5,-4.5,0.78396,0.56411
5500.0,5.0,-4.5,0.7963,0.58834
5750.0,0.0,-4.5,0.69161,0.34173
5750.0,0.5,-4.5,0.73838,0.40848
5750.0,1.0,-4.5,0.74255,0.40324
5750.0,1.5,-4.5,0.74571,0.41511
5750.0,2.0,-4.5,0.7506,0.43376
5750.0,2.5,-4.5,0.75654,0.46044
5750.0,3.0,-4.5,0.76163,0.4879
5750.0,3.5,-4.5,0.76748,0.51749
5750.0,4.0,-4.5,0.77138,0.53974
5750.0,4.5,-4.5,0.78016,0.55774
5750.0,5.0,-4.5,0.78977,0.58328
6000.0,0.0,-4.5,0.69858,0.35944
6000.0,0.5,-4.5,0.69924,0.36264
6000.0,1.0,-4.5,0.74818,0.43949
6000.0,1.5,-4.5,0.753,0.42796
6000.0,2.0,-4.5,0.75591,0.43951
6000.0,2.5,-4.5,0.76037,0.45931
6000.0,3.0,-4.5,0.76435,0.48395
6000.0,3.5,-4.5,0.76953,0.5128
6000.0,4.0,-4.5,0.77417,0.53627
6000.0,4.5,-4.5,0.77825,0.55218
6000.0,5.0,-4.5,0.7898,0.57515
6250.0,0.5,-4.5,0.70668,0.38099
6250.0,1.0,-4.5,0.70769,0.38204
6250.0,1.5,-4.5,0.75345,0.42903
6250.0,2.0,-4.5,0.76199,0.45628
6250.0,2.5,-4.5,0.76428,0.46695
6250.0,3.0,-4.5,0.76742,0.48473
6250.0,3.5,-4.5,0.77108,0.50779
6250.0,4.0,-4.5,0.77484,0.52969
6250.0,4.5,-4.5,0.77993,0.54701
6250.0,5.0,-4.5,0.78674,0.56811
6500.0,0.5,-4.5,0.71206,0.38829
6500.0,1.0,-4.5,0.71547,0.39983
6500.0,1.5,-4.5,0.71691,0.3988
6500.0,2.0,-4.5,0.76392,0.4522
6500.0,2.5,-4.5,0.77138,0.47959
6500.0,3.0,-4.5,0.77245,0.48985
6500.0,3.5,-4.5,0.77448,0.50613
6500.0,4.0,-4.5,0.77723,0.52483
6500.0,4.5,-4.5,0.78045,0.54114
6500.0,5.0,-4.5,0.78548,0.55823
6750.0,0.5,-4.5,0.7205,0.40676
6750.0,1.0,-4.5,0.7216,0.40618
6750.0,1.5,-4.5,0.72525,0.41664
6750.0,2.0,-4.5,0.72672,0.41419
6750.0,2.5,-4.5,0.77329,0.47246
6750.0,3.0,-4.5,0.77877,0.50187
6750.0,3.5,-4.5,0.7793,0.51063
6750.0,4.0,-4.5,0.78091,0.5239
6750.0,4.5,-4.5,0.78285,0.53716
6750.0,5.0,-4.5,0.78647,0.55374
7000.0,0.5,-4.5,0.73183,0.43366
7000.0,1.0,-4.5,0.73108,0.42392
7000.0,1.5,-4.5,0.73206,0.42113
7000.0,2.0,-4.5,0.73541,0.43244
7000.0,2.5,-4.5,0.73659,0.42893
7000.0,3.0,-4.5,0.78189,0.49771
7000.0,3.5,-4.5,0.78521,0.52211
7000.0,4.0,-4.5,0.78567,0.5291
7000.0,4.5,-4.5,0.78649,0.53804
7000.0,5.0,-4.5,0.78855,0.55109
7250.0,1.0,-4.5,0.74323,0.44968
7250.0,1.5,-4.5,0.74211,0.43688
7250.0,2.0,-4.5,0.74279,0.43397
7250.0,2.5,-4.5,0.74533,0.44664
7250.0,3.0,-4.5,0.7461,0.44339
7250.0,3.5,-4.5,0.79003,0.52015
7250.0,4.0,-4.5,0.79137,0.53931
7250.0,4.5,-4.5,0.79142,0.54515
7250.0,5.0,-4.5,0.7929,0.5543
7500.0,1.0,-4.5,0.75539,0.46937
7500.0,1.5,-4.5,0.75475,0.46069
7500.0,2.0,-4.5,0.75324,0.44692
7500.0,2.5,-4.5,0.75331,0.4461
7500.0,3.0,-4.5,0.75509,0.46111
7500.0,3.5,-4.5,0.7555,0.45844
7500.0,4.0,-4.5,0.79499,0.55497
7500.0,4.5,-4.5,0.79699,0.55676
7500.0,5.0,-4.5,0.79775,0.56252
7750.0,1.5,-4.5,0.767,0.47868
7750.0,2.0,-4.5,0.76587,0.46823
7750.0,2.5,-4.5,0.76365,0.45351
7750.0,3.0,-4.5,0.76338,0.45884
7750.0,3.5,-4.5,0.76453,0.47562
7750.0,4.0,-4.5,0.7647,0.47335
7750.0,4.5,-4.5,0.80248,0.57298
7750.0,5.0,-4.5,0.80303,0.57547
8000.0,1.5,-4.5,0.77733,0.48668
8000.0,2.0,-4.5,0.7775,0.48253
8000.0,2.5,-4.5,0.77556,0.47106
8000.0,3.0,-4.5,0.77295,0.45822
8000.0,3.5,-4.5,0.77276,0.47155
8000.0,4.0,-4.5,0.7736,0.49157
8000.0,4.5,-4.5,0.77347,0.48897
8000.0,5.0,-4.5,0.80909,0.59191
8250.0,2.0,-4.5,0.78717,0.48776
8250.0,2.5,-4.5,0.78645,0.48167
8250.0,3.0,-4.5,0.78398,0.47106
8250.0,3.5,-4.5,0.78141,0.4622
8250.0,4.0,-4.5,0.7819,0.48998
8250.0,4.5,-4.5,0.78201,0.5056
8250.0,5.0,-4.5,0.81344,0.61066
8500.0,1.5,-4.5,0.79069,0.47728
8500.0,2.0,-4.5,0.79481,0.48615
8500.0,2.5,-4.5,0.79559,0.48561
8500.0,3.0,-4.5,0.79399,0.47853
