T_eff,log_g,Fe_H,h_1,h_2
32000.0,4.0,-3.0,0.90351,0.45464
32000.0,4.5,-3.0,0.9084,0.38532
32000.0,5.0,-3.0,0.91135,0.35263
33000.0,4.0,-3.0,0.90706,0.47923
33000.0,4.5,-3.0,0.91163,0.38367
33000.0,5.0,-3.0,0.91433,0.34425
34000.0,4.0,-3.0,0.9109,0.51417
34000.0,4.5,-3.0,0.91506,0.38487
34000.0,5.0,-3.0,0.91757,0.33701
35000.0,4.0,-3.0,0.91514,0.55032
35000.0,4.5,-3.0,0.91894,0.3942
35000.0,5.0,-3.0,0.92087,0.32963
37500.0,4.5,-3.0,0.92963,0.40889
37500.0,5.0,-3.0,0.9312,0.32281
40000.0,4.5,-3.0,0.93587,0.39273
40000.0,5.0,-3.0,0.93996,0.295
42500.0,5.0,-3.0,0.94425,0.27237
45000.0,5.0,-3.0,0.94586,0.26663
47500.0,5.0,-3.0,0.94622,0.26832
50000.0,5.0,-3.0,0.94622,0.27083
3500.0,0.0,-2.5,0.6474,0.2961
3500.0,0.5,-2.5,0.63668,0.29154
3500.0,1.0,-2.5,0.65036,0.30112
3500.0,1.5,-2.5,0.70324,0.35559
3500.0,2.0,-2.5,0.75342,0.50251
3500.0,2.5,-2.5,0.78355,0.6397
3500.0,3.0,-2.5,0.79225,0.78639
3500.0,3.5,-2.5,0.79239,0.79239
3500.0,4.0,-2.5,0.78671,0.78671
3750.0,0.0,-2.5,0.66164,0.31634
3750.0,0.5,-2.5,0.65329,0.32083
3750.0,1.0,-2.5,0.64683,0.33162
3750.0,1.5,-2.5,0.64909,0.3461
3750.0,2.0,-2.5,0.68247,0.37309
3750.0,2.5,-2.5,0.7384,0.45571
3750.0,3.0,-2.5,0.781,0.58321
3750.0,3.5,-2.5,0.80131,0.74224
3750.0,4.0,-2.5,0.80814,0.80814
3750.0,4.5,-2.5,0.80592,0.80592
4000.0,0.0,-2.5,0.67747,0.32774
4000.0,0.5,-2.5,0.67515,0.34208
4000.0,1.0,-2.5,0.67297,0.36364
4000.0,1.5,-2.5,0.67189,0.39129
4000.0,2.0,-2.5,0.67472,0.41852
4000.0,2.5,-2.5,0.69525,0.44766
4000.0,3.0,-2.5,0.7373,0.50315
4000.0,3.5,-2.5,0.77703,0.58764
4000.0,4.0,-2.5,0.80257,0.64748
4000.0,4.5,-2.5,0.81637,0.70396
4250.0,0.0,-2.5,0.68927,0.32313
4250.0,0.5,-2.5,0.69222,0.34028
4250.0,1.0,-2.5,0.69667,0.37101
4250.0,1.5,-2.5,0.70061,0.41088
4250.0,2.0,-2.5,0.70343,0.45436
4250.0,2.5,-2.5,0.70751,0.49017
4250.0,3.0,-2.5,0.72351,0.52374
4250.0,3.5,-2.5,0.75361,0.58316
4250.0,4.0,-2.5,0.78532,0.67026
4250.0,4.5,-2.5,0.80719,0.74666
4250.0,5.0,-2.5,0.81843,0.78191
4500.0,0.0,-2.5,0.69491,0.31873
4500.0,0.5,-2.5,0.70123,0.33348
4500.0,1.0,-2.5,0.7091,0.35907
4500.0,1.5,-2.5,0.71822,0.39752
4500.0,2.0,-2.5,0.72533,0.44368
4500.0,2.5,-2.5,0.73116,0.48754
4500.0,3.0,-2.5,0.73681,0.52633
4500.0,3.5,-2.5,0.74904,0.56212
4500.0,4.0,-2.5,0.77364,0.61666
4500.0,4.5,-2.5,0.7985,0.7042
4500.0,5.0,-2.5,0.81821,0.7625
4750.0,0.0,-2.5,0.70087,0.32646
4750.0,0.5,-2.5,0.70733,0.3406
4750.0,1.0,-2.5,0.71584,0.3602
4750.0,1.5,-2.5,0.72598,0.38926
4750.0,2.0,-2.5,0.73609,0.42733
4750.0,2.5,-2.5,0.74383,0.46757
4750.0,3.0,-2.5,0.75093,0.50459
4750.0,3.5,-2.5,0.7586,0.54611
4750.0,4.0,-2.5,0.76884,0.60157
4750.0,4.5,-2.5,0.79057,0.63226
4750.0,5.0,-2.5,0.81148,0.7178
5000.0,0.0,-2.5,0.70788,0.33886
5000.0,0.5,-2.5,0.7136,0.35085
5000.0,1.0,-2.5,0.72132,0.36858
5000.0,1.5,-2.5,0.73038,0.39175
5000.0,2.0,-2.5,0.7401,0.42514
5000.0,2.5,-2.5,0.74919,0.45891
5000.0,3.0,-2.5,0.75667,0.49499
5000.0,3.5,-2.5,0.76431,0.52068
5000.0,4.0,-2.5,0.77314,0.54596
5000.0,4.5,-2.5,0.78578,0.59966
5000.0,5.0,-2.5,0.80418,0.67333
5250.0,0.0,-2.5,0.71717,0.35201
5250.0,0.5,-2.5,0.72101,0.36156
5250.0,1.0,-2.5,0.72722,0.37757
5250.0,1.5,-2.5,0.73451,0.39877
5250.0,2.0,-2.5,0.74275,0.42406
5250.0,2.5,-2.5,0.75074,0.45578
5250.0,3.0,-2.5,0.75822,0.48882
5250.0,3.5,-2.5,0.76457,0.51479
5250.0,4.0,-2.5,0.77245,0.53482
5250.0,4.5,-2.5,0.78222,0.55211
5250.0,5.0,-2.5,0.79631,0.60332
5500.0,0.0,-2.5,0.72863,0.37314
5500.0,0.5,-2.5,0.7299,0.37504
5500.0,1.0,-2.5,0.73381,0.38774
5500.0,1.5,-2.5,0.73957,0.40288
5500.0,2.0,-2.5,0.74597,0.42301
5500.0,2.5,-2.5,0.75287,0.45019
5500.0,3.0,-2.5,0.75876,0.4801
5500.0,3.5,-2.5,0.76495,0.51066
5500.0,4.0,-2.5,0.7709,0.52358
5500.0,4.5,-2.5,0.77998,0.5492
5500.0,5.0,-2.5,0.79029,0.56959
5750.0,0.0,-2.5,0.70631,0.33693
5750.0,0.5,-2.5,0.74102,0.39855
5750.0,1.0,-2.5,0.74235,0.39935
5750.0,1.5,-2.5,0.74552,0.40918
5750.0,2.0,-2.5,0.75028,0.42425
5750.0,2.5,-2.5,0.75555,0.44744
5750.0,3.0,-2.5,0.76082,0.47529
5750.0,3.5,-2.5,0.76529,0.50106
5750.0,4.0,-2.5,0.77009,0.52233
5750.0,4.5,-2.5,0.77805,0.54091
5750.0,5.0,-2.5,0.78696,0.56029
6000.0,0.0,-2.5,0.70447,0.35559
6000.0,0.5,-2.5,0.71395,0.35234
6000.0,1.0,-2.5,0.74551,0.39481
6000.0,1.5,-2.5,0.75305,0.42148
6000.0,2.0,-2.5,0.75549,0.43106
6000.0,2.5,-2.5,0.75934,0.44768
6000.0,3.0,-2.5,0.76282,0.47044
6000.0,3.5,-2.5,0.76799,0.49893
6000.0,4.0,-2.5,0.77196,0.51987
6000.0,4.5,-2.5,0.77733,0.5384
6000.0,5.0,-2.5,0.78447,0.55007
6250.0,0.5,-2.5,0.71296,0.37439
6250.0,1.0,-2.5,0.7249,0.37139
6250.0,1.5,-2.5,0.75476,0.40967
6250.0,2.0,-2.5,0.76217,0.44488
6250.0,2.5,-2.5,0.76404,0.45416
6250.0,3.0,-2.5,0.76695,0.47074
6250.0,3.5,-2.5,0.7698,0.48934
6250.0,4.0,-2.5,0.77334,0.50868
6250.0,4.5,-2.5,0.77784,0.53216
6250.0,5.0,-2.5,0.78403,0.54891
6500.0,0.5,-2.5,0.71353,0.38899
6500.0,1.0,-2.5,0.72277,0.39371
6500.0,1.5,-2.5,0.73635,0.38493
6500.0,2.0,-2.5,0.76431,0.42774
6500.0,2.5,-2.5,0.77138,0.4684
6500.0,3.0,-2.5,0.77236,0.47722
6500.0,3.5,-2.5,0.7739,0.49115
6500.0,4.0,-2.5,0.77638,0.50612
6500.0,4.5,-2.5,0.77943,0.52868
6500.0,5.0,-2.5,0.78406,0.54352
6750.0,0.5,-2.5,0.72042,0.40563
6750.0,1.0,-2.5,0.72332,0.40794
6750.0,1.5,-2.5,0.73332,0.41245
6750.0,2.0,-2.5,0.74839,0.3977
6750.0,2.5,-2.5,0.77477,0.45024
6750.0,3.0,-2.5,0.77876,0.4919
6750.0,3.5,-2.5,0.77926,0.50311
6750.0,4.0,-2.5,0.78087,0.51444
6750.0,4.5,-2.5,0.78229,0.52724
6750.0,5.0,-2.5,0.78573,0.54063
7000.0,0.5,-2.5,0.73165,0.4322
7000.0,1.0,-2.5,0.73103,0.42304
7000.0,1.5,-2.5,0.73402,0.42417
7000.0,2.0,-2.5,0.74469,0.42779
7000.0,2.5,-2.5,0.7609,0.41707
7000.0,3.0,-2.5,0.78374,0.48687
7000.0,3.5,-2.5,0.78511,0.5159
7000.0,4.0,-2.5,0.78592,0.52169
7000.0,4.5,-2.5,0.78626,0.52957
7000.0,5.0,-2.5,0.78853,0.54034
7250.0,0.5,-2.5,0.74345,0.45406
7250.0,1.0,-2.5,0.74305,0.44842
7250.0,1.5,-2.5,0.74221,0.43654
7250.0,2.0,-2.5,0.7449,0.43756
7250.0,2.5,-2.5,0.756,0.44292
7250.0,3.0,-2.5,0.77456,0.44167
7250.0,3.5,-2.5,0.79189,0.50953
7250.0,4.0,-2.5,0.79147,0.53241
7250.0,4.5,-2.5,0.79109,0.53645
7250.0,5.0,-2.5,0.7922,0.54357
7500.0,0.5,-2.5,0.75498,0.46599
7500.0,1.0,-2.5,0.7549,0.46682
7500.0,1.5,-2.5,0.75448,0.45856
7500.0,2.0,-2.5,0.75319,0.44588
7500.0,2.5,-2.5,0.75583,0.45037
7500.0,3.0,-2.5,0.76831,0.46029
7500.0,3.5,-2.5,0.78777,0.49001
7500.0,4.0,-2.5,0.79678,0.54493
7500.0,4.5,-2.5,0.79697,0.55008
7500.0,5.0,-2.5,0.79717,0.55327
7750.0,1.0,-2.5,0.76569,0.47673
7750.0,1.5,-2.5,0.7665,0.47599
7750.0,2.0,-2.5,0.76545,0.46578
7750.0,2.5,-2.5,0.76363,0.45254
7750.0,3.0,-2.5,0.76695,0.46478
7750.0,3.5,-2.5,0.7813,0.48501
7750.0,4.0,-2.5,0.80057,0.53341
7750.0,4.5,-2.5,0.80238,0.56653
7750.0,5.0,-2.5,0.80265,0.56749
8000.0,1.5,-2.5,0.7769,0.48486
8000.0,2.0,-2.5,0.7773,0.48149
8000.0,2.5,-2.5,0.7756,0.46985
8000.0,3.0,-2.5,0.77312,0.45688
8000.0,3.5,-2.5,0.77813,0.48213
8000.0,4.0,-2.5,0.79437,0.51855
8000.0,4.5,-2.5,0.81038,0.56808
8000.0,5.0,-2.5,0.8089,0.58487
8250.0,1.5,-2.5,0.78461,0.48289
8250.0,2.0,-2.5,0.78686,0.48673
8250.0,2.5,-2.5,0.78634,0.48096
8250.0,3.0,-2.5,0.78418,0.47053
8250.0,3.5,-2.5,0.78194,0.4615
8250.0,4.0,-2.5,0.78958,0.50596
8250.0,4.5,-2.5,0.80682,0.56221
8250.0,5.0,-2.5,0.81691,0.59758
8500.0,1.5,-2.5,0.79015,0.47625
8500.0,2.0,-2.5,0.79451,0.48538
8500.0,2.5,-2.5,0.79545,0.48453
8500.0,3.0,-2.5,0.79408,0.47775
8500.0,3.5,-2.5,0.79153,0.46882
8500.0,4.0,-2.5,0.79025,0.46998
8500.0,4.5,-2.5,0.8014,0.53672
8500.0,5.0,-2.5,0.81722,0.59879
8750.0,2.0,-2.5,0.80006,0.47959
8750.0,2.5,-2.5,0.80263,0.48191
8750.0,3.0,-2.5,0.80244,0.47977
8750.0,3.5,-2.5,0.80064,0.47485
8750.0,4.0,-2.5,0.79831,0.46777
8750.0,4.5,-2.5,0.79935,0.49005
8750.0,5.0,-2.5,0.81407,0.57138
9000.0,2.0,-2.5,0.80434,0.47462
9000.0,2.5,-2.5,0.80823,0.47797
9000.0,3.0,-2.5,0.80921,0.47718
9000.0,3.5,-2.5,0.80821,0.47417
9000.0,4.0,-2.5,0.8063,0.47005
9000.0,4.5,-2.5,0.80376,0.46113
9000.0,5.0,-2.5,0.80131,0.4481
9250.0,2.0,-2.5,0.80748,0.47075
9250.0,2.5,-2.5,0.81263,0.47423
9250.0,3.0,-2.5,0.81468,0.47462
9250.0,3.5,-2.5,0.81466,0.47328
9250.0,4.0,-2.5,0.81336,0.47139
9250.0,4.5,-2.5,0.81132,0.4659
9250.0,5.0,-2.5,0.80904,0.45498
9500.0,2.0,-2.5,0.81,0.46865
9500.0,2.5,-2.5,0.81618,0.47152
9500.0,3.0,-2.5,0.81902,0.47194
9500.0,3.5,-2.5,0.81971,0.47103
9500.0,4.0,-2.5,0.81913,0.46931
9500.0,4.5,-2.5,0.81785,0.46702
9500.0,5.0,-2.5,0.81606,0.46054
9750.0,2.0,-2.5,0.81222,0.46734
9750.0,2.5,-2.5,0.81915,0.46927
9750.0,3.0,-2.5,0.82267,0.4694
9750.0,3.5,-2.5,0.82411,0.46958
9750.0,4.0,-2.5,0.8239,0.4671
9750.0,4.5,-2.5,0.82327,0.46604
9750.0,5.0,-2.5,0.82196,0.46214
10000.0,2.0,-2.5,0.81427,0.46717
10000.0,2.5,-2.5,0.82174,0.46733
10000.0,3.0,-2.5,0.82573,0.46659
10000.0,3.5,-2.5,0.82757,0.46632
10000.0,4.0,-2.5,0.82803,0.4654
10000.0,4.5,-2.5,0.82784,0.46483
10000.0,5.0,-2.5,0.8271,0.46302
10500.0,2.0,-2.5,0.81772,0.46617
10500.0,2.5,-2.5,0.82628,0.46484
10500.0,3.0,-2.5,0.83095,0.46289
10500.0,3.5,-2.5,0.83342,0.46141
10500.0,4.0,-2.5,0.83445,0.46076
10500.0,4.5,-2.5,0.83489,0.46084
10500.0,5.0,-2.5,0.835,0.45997
11000.0,2.5,-2.5,0.83028,0.4627
11000.0,3.0,-2.5,0.83552,0.4584
11000.0,3.5,-2.5,0.83836,0.45639
11000.0,4.0,-2.5,0.83986,0.45662
11000.0,4.5,-2.5,0.8405,0.45638
11000.0,5.0,-2.5,0.841,0.45585
11500.0,2.5,-2.5,0.83365,0.46001
11500.0,3.0,-2.5,0.83944,0.45425
11500.0,3.5,-2.5,0.84266,0.45143
11500.0,4.0,-2.5,0.84431,0.45121
11500.0,4.5,-2.5,0.84532,0.45177
11500.0,5.0,-2.5,0.84586,0.45235
12000.0,2.5,-2.5,0.83657,0.45795
12000.0,3.0,-2.5,0.84296,0.45088
12000.0,3.5,-2.5,0.84648,0.44624
12000.0,4.0,-2.5,0.84834,0.44573
12000.0,4.5,-2.5,0.84935,0.44522
12000.0,5.0,-2.5,0.85013,0.44702
12500.0,2.5,-2.5,0.83887,0.45565
12500.0,3.0,-2.5,0.84605,0.44593
12500.0,3.5,-2.5,0.84994,0.44176
12500.0,4.0,-2.5,0.85197,0.43892
12500.0,4.5,-2.5,0.85308,0.43933
12500.0,5.0,-2.5,0.85384,0.44105
13000.0,2.5,-2.5,0.84092,0.45497
13000.0,3.0,-2.5,0.84868,0.44224
13000.0,3.5,-2.5,0.85285,0.43508
13000.0,4.0,-2.5,0.85513,0.43229
13000.0,4.5,-2.5,0.8564,0.43206
13000.0,5.0,-2.5,0.85728,0.43414
14000.0,2.0,-2.5,0.82572,0.47054
14000.0,2.5,-2.5,0.84372,0.45382
14000.0,3.0,-2.5,0.85291,0.43576
14000.0,3.5,-2.5,0.85793,0.42511
14000.0,4.0,-2.5,0.8607,0.42007
14000.0,4.5,-2.5,0.86232,0.41967
14000.0,5.0,-2.5,0.86332,0.42117
15000.0,2.5,-2.5,0.8457,0.45629
15000.0,3.0,-2.5,0.85641,0.43362
15000.0,3.5,-2.5,0.86211,0.41758
15000.0,4.0,-2.5,0.86537,0.40998
15000.0,4.5,-2.5,0.86723,0.40798
15000.0,5.0,-2.5,0.86839,0.40789
16000.0,2.5,-2.5,0.84703,0.46165
16000.0,3.0,-2.5,0.85925,0.43351
16000.0,3.5,-2.5,0.86571,0.41361
16000.0,4.0,-2.5,0.86931,0.40211
16000.0,4.5,-2.5,0.87135,0.39684
16000.0,5.0,-2.5,0.87278,0.39634
17000.0,2.5,-2.5,0.8476,0.46765
17000.0,3.0,-2.5,0.86164,0.43567
17000.0,3.5,-2.5,0.86887,0.41117
17000.0,4.0,-2.5,0.87278,0.39574
17000.0,4.5,-2.5,0.87505,0.38884
17000.0,5.0,-2.5,0.87652,0.38596
18000.0,2.5,-2.5,0.84703,0.47193
18000.0,3.0,-2.5,0.86378,0.43884
18000.0,3.5,-2.5,0.8717,0.40911
18000.0,4.0,-2.5,0.87587,0.39058
18000.0,4.5,-2.5,0.87832,0.38155
18000.0,5.0,-2.5,0.87998,0.37877
19000.0,2.5,-2.5,0.84534,0.4785
19000.0,3.0,-2.5,0.8653,0.44057
19000.0,3.5,-2.5,0.87438,0.40821
19000.0,4.0,-2.5,0.87903,0.38816
19000.0,4.5,-2.5,0.88148,0.37578
19000.0,5.0,-2.5,0.88312,0.37211
20000.0,3.0,-2.5,0.86615,0.44427
20000.0,3.5,-2.5,0.87671,0.4062
20000.0,4.0,-2.5,0.88193,0.38396
20000.0,4.5,-2.5,0.88463,0.37208
20000.0,5.0,-2.5,0.88614,0.36656
21000.0,3.0,-2.5,0.86637,0.44964
21000.0,3.5,-2.5,0.87854,0.40614
21000.0,4.0,-2.5,0.88444,0.37955
21000.0,4.5,-2.5,0.8874,0.36576
21000.0,5.0,-2.5,0.88909,0.36155
22000.0,3.0,-2.5,0.86621,0.46005
22000.0,3.5,-2.5,0.87996,0.40955
22000.0,4.0,-2.5,0.88669,0.3776
22000.0,4.5,-2.5,0.8901,0.36148
22000.0,5.0,-2.5,0.89186,0.35499
23000.0,3.0,-2.5,0.86514,0.46729
23000.0,3.5,-2.5,0.881,0.41636
23000.0,4.0,-2.5,0.8885,0.37881
23000.0,4.5,-2.5,0.89231,0.35851
23000.0,5.0,-2.5,0.89425,0.34983
24000.0,3.0,-2.5,0.86354,0.47943
24000.0,3.5,-2.5,0.88147,0.4214
24000.0,4.0,-2.5,0.88995,0.38167
24000.0,4.5,-2.5,0.89425,0.35765
24000.0,5.0,-2.5,0.89648,0.34624
25000.0,3.0,-2.5,0.8613,0.49556
25000.0,3.5,-2.5,0.88184,0.4313
25000.0,4.0,-2.5,0.89124,0.38673
25000.0,4.5,-2.5,0.89585,0.35933
25000.0,5.0,-2.5,0.89831,0.34531
26000.0,3.0,-2.5,0.8602,0.5273
26000.0,3.5,-2.5,0.88195,0.44488
26000.0,4.0,-2.5,0.89223,0.39308
26000.0,4.5,-2.5,0.89735,0.36269
26000.0,5.0,-2.5,0.90006,0.34754
27000.0,3.5,-2.5,0.88206,0.46177
27000.0,4.0,-2.5,0.89322,0.40259
27000.0,4.5,-2.5,0.89868,0.36773
27000.0,5.0,-2.5,0.90159,0.34947
28000.0,3.5,-2.5,0.88276,0.48037
28000.0,4.0,-2.5,0.89417,0.41346
28000.0,4.5,-2.5,0.90013,0.37516
28000.0,5.0,-2.5,0.90325,0.35431
29000.0,3.5,-2.5,0.88496,0.5061
29000.0,4.0,-2.5,0.89536,0.42061
29000.0,4.5,-2.5,0.90154,0.37936
29000.0,5.0,-2.5,0.90492,0.35842
30000.0,3.5,-2.5,0.88768,0.53199
30000.0,4.0,-2.5,0.89749,0.43169
30000.0,4.5,-2.5,0.90325,0.38207
30000.0,5.0,-2.5,0.90676,0.35945
31000.0,3.5,-2.5,0.89062,0.57885
31000.0,4.0,-2.5,0.90029,0.44172
31000.0,4.5,-2.5,0.90567,0.38544
31000.0,5.0,-2.5,0.90883,0.3546
32000.0,4.0,-2.5,0.90338,0.45275
32000.0,4.5,-2.5,0.90835,0.38199
32000.0,5.0,-2.5,0.91145,0.34991
33000.0,4.0,-2.5,0.90679,0.4737
33000.0,4.5,-2.5,0.91156,0.38182
33000.0,5.0,-2.5,0.91423,0.34127
34000.0,4.0,-2.5,0.91071,0.51346
34000.0,4.5,-2.5,0.9149,0.38293
34000.0,5.0,-2.5,0.91748,0.33555
35000.0,4.0,-2.5,0.91489,0.55242
35000.0,4.5,-2.5,0.91878,0.39312
35000.0,5.0,-2.5,0.92089,0.32966
37500.0,4.5,-2.5,0.92935,0.40803
37500.0,5.0,-2.5,0.93103,0.32263
40000.0,4.5,-2.5,0.93555,0.3924
40000.0,5.0,-2.5,0.93973,0.29385
42500.0,5.0,-2.5,0.94407,0.27412
45000.0,5.0,-2.5,0.94566,0.26713
47500.0,5.0,-2.5,0.94606,0.26911
50000.0,5.0,-2.5,0.94615,0.27249
3500.0,0.0,-2.0,0.62684,0.2867
3500.0,0.5,-2.0,0.61427,0.2853
3500.0,1.0,-2.0,0.61501,0.28823
3500.0,1.5,-2.0,0.65957,0.32123
3500.0,2.0,-2.0,0.73141,0.42454
3500.0,2.5,-2.0,0.77676,0.53946
3500.0,3.0,-2.0,0.79486,0.66114
3500.0,3.5,-2.0,0.80558,0.66203
3500.0,4.0,-2.0,0.80359,0.61635
3500.0,4.5,-2.0,0.78484,0.7606
3500.0,5.0,-2.0,0.77724,0.69413
3750.0,0.0,-2.0,0.64131,0.30523
3750.0,0.5,-2.0,0.63211,0.31036
3750.0,1.0,-2.0,0.62525,0.31999
3750.0,1.5,-2.0,0.62166,0.33372
3750.0,2.0,-2.0,0.64156,0.34291
3750.0,2.5,-2.0,0.69889,0.38853
3750.0,3.0,-2.0,0.76078,0.49519
3750.0,3.5,-2.0,0.79839,0.54276
3750.0,4.0,-2.0,0.81014,0.62416
3750.0,4.5,-2.0,0.81708,0.6533
3750.0,5.0,-2.0,0.81857,0.62474
4000.0,0.0,-2.0,0.65938,0.32266
4000.0,0.5,-2.0,0.65488,0.33709
4000.0,1.0,-2.0,0.65145,0.35453
4000.0,1.5,-2.0,0.64977,0.37413
4000.0,2.0,-2.0,0.64844,0.39094
4000.0,2.5,-2.0,0.65658,0.40747
4000.0,3.0,-2.0,0.6908,0.42207
4000.0,3.5,-2.0,0.74361,0.48479
4000.0,4.0,-2.0,0.78439,0.57901
4000.0,4.5,-2.0,0.81186,0.58034
4000.0,5.0,-2.0,0.81404,0.72778
4250.0,0.0,-2.0,0.67823,0.32871
4250.0,0.5,-2.0,0.67761,0.34806
4250.0,1.0,-2.0,0.67775,0.37512
4250.0,1.5,-2.0,0.67862,0.40536
4250.0,2.0,-2.0,0.6788,0.43291
4250.0,2.5,-2.0,0.67913,0.45273
4250.0,3.0,-2.0,0.68543,0.46984
4250.0,3.5,-2.0,0.70755,0.49042
4250.0,4.0,-2.0,0.74442,0.52687
4250.0,4.5,-2.0,0.77966,0.59918
4250.0,5.0,-2.0,0.8031,0.67053
4500.0,0.0,-2.0,0.69066,0.32317
4500.0,0.5,-2.0,0.69412,0.34177
4500.0,1.0,-2.0,0.69913,0.3704
4500.0,1.5,-2.0,0.70329,0.40685
4500.0,2.0,-2.0,0.7063,0.44592
4500.0,2.5,-2.0,0.70789,0.47696
4500.0,3.0,-2.0,0.70946,0.50063
4500.0,3.5,-2.0,0.71483,0.52507
4500.0,4.0,-2.0,0.73097,0.5417
4500.0,4.5,-2.0,0.7568,0.59969
4500.0,5.0,-2.0,0.78524,0.63258
4750.0,0.0,-2.0,0.69928,0.32773
4750.0,0.5,-2.0,0.70493,0.3427
4750.0,1.0,-2.0,0.71213,0.36494
4750.0,1.5,-2.0,0.7196,0.39617
4750.0,2.0,-2.0,0.72634,0.43616
4750.0,2.5,-2.0,0.7305,0.47669
4750.0,3.0,-2.0,0.73318,0.51015
4750.0,3.5,-2.0,0.73646,0.53817
4750.0,4.0,-2.0,0.74237,0.57259
4750.0,4.5,-2.0,0.75669,0.60046
4750.0,5.0,-2.0,0.77622,0.64792
5000.0,0.0,-2.0,0.70753,0.3393
5000.0,0.5,-2.0,0.71281,0.35116
5000.0,1.0,-2.0,0.71992,0.36897
5000.0,1.5,-2.0,0.72816,0.39377
5000.0,2.0,-2.0,0.73634,0.42546
5000.0,2.5,-2.0,0.74275,0.45923
5000.0,3.0,-2.0,0.74764,0.49133
5000.0,3.5,-2.0,0.75197,0.51822
5000.0,4.0,-2.0,0.75754,0.54679
5000.0,4.5,-2.0,0.76704,0.57019
5000.0,5.0,-2.0,0.78087,0.60237
5250.0,0.0,-2.0,0.71688,0.35211
5250.0,0.5,-2.0,0.72045,0.36112
5250.0,1.0,-2.0,0.72647,0.37617
5250.0,1.5,-2.0,0.73367,0.39724
5250.0,2.0,-2.0,0.74126,0.42167
5250.0,2.5,-2.0,0.74823,0.4516
5250.0,3.0,-2.0,0.7543,0.48151
5250.0,3.5,-2.0,0.75923,0.50556
5250.0,4.0,-2.0,0.76494,0.52629
5250.0,4.5,-2.0,0.76939,0.55773
5250.0,5.0,-2.0,0.78311,0.58506
5500.0,0.0,-2.0,0.72824,0.37063
5500.0,0.5,-2.0,0.72983,0.37437
5500.0,1.0,-2.0,0.73365,0.38658
5500.0,1.5,-2.0,0.73916,0.40138
5500.0,2.0,-2.0,0.74527,0.42085
5500.0,2.5,-2.0,0.75167,0.44698
5500.0,3.0,-2.0,0.75723,0.47613
5500.0,3.5,-2.0,0.7631,0.5064
5500.0,4.0,-2.0,0.76838,0.52431
5500.0,4.5,-2.0,0.77551,0.54175
5500.0,5.0,-2.0,0.7844,0.5619
5750.0,0.0,-2.0,0.70688,0.33783
5750.0,0.5,-2.0,0.73464,0.37833
5750.0,1.0,-2.0,0.74216,0.39912
5750.0,1.5,-2.0,0.74513,0.4082
5750.0,2.0,-2.0,0.74999,0.42321
5750.0,2.5,-2.0,0.75501,0.44523
5750.0,3.0,-2.0,0.76022,0.47488
5750.0,3.5,-2.0,0.76568,0.50118
5750.0,4.0,-2.0,0.76866,0.51562
5750.0,4.5,-2.0,0.77602,0.535
5750.0,5.0,-2.0,0.78395,0.5533
6000.0,0.0,-2.0,0.7047,0.35632
6000.0,0.5,-2.0,0.71372,0.35263
6000.0,1.0,-2.0,0.74536,0.39374
6000.0,1.5,-2.0,0.75295,0.42285
6000.0,2.0,-2.0,0.75566,0.43111
6000.0,2.5,-2.0,0.75922,0.44548
6000.0,3.0,-2.0,0.76277,0.46835
6000.0,3.5,-2.0,0.76663,0.49015
6000.0,4.0,-2.0,0.77163,0.51617
6000.0,4.5,-2.0,0.77548,0.52648
6000.0,5.0,-2.0,0.78352,0.54834
6250.0,0.5,-2.0,0.71319,0.37543
6250.0,1.0,-2.0,0.72544,0.37219
6250.0,1.5,-2.0,0.75458,0.40975
6250.0,2.0,-2.0,0.76241,0.44477
6250.0,2.5,-2.0,0.76412,0.45314
6250.0,3.0,-2.0,0.76706,0.4693
6250.0,3.5,-2.0,0.77016,0.49315
6250.0,4.0,-2.0,0.77383,0.51249
6250.0,4.5,-2.0,0.77741,0.52763
6250.0,5.0,-2.0,0.78336,0.54241
6500.0,0.5,-2.0,0.71369,0.38941
6500.0,1.0,-2.0,0.72254,0.39483
6500.0,1.5,-2.0,0.73495,0.38056
6500.0,2.0,-2.0,0.76596,0.42114
6500.0,2.5,-2.0,0.77165,0.46765
6500.0,3.0,-2.0,0.77266,0.47621
6500.0,3.5,-2.0,0.77404,0.48922
6500.0,4.0,-2.0,0.77645,0.5028
6500.0,4.5,-2.0,0.77936,0.5243
6500.0,5.0,-2.0,0.78388,0.53819
6750.0,0.5,-2.0,0.72075,0.40605
6750.0,1.0,-2.0,0.72353,0.40845
6750.0,1.5,-2.0,0.73331,0.41387
6750.0,2.0,-2.0,0.74926,0.40218
6750.0,2.5,-2.0,0.7742,0.44318
6750.0,3.0,-2.0,0.77895,0.49621
6750.0,3.5,-2.0,0.77928,0.49727
6750.0,4.0,-2.0,0.78058,0.50633
6750.0,4.5,-2.0,0.7824,0.51726
6750.0,5.0,-2.0,0.78584,0.53649
7000.0,0.5,-2.0,0.73191,0.43174
7000.0,1.0,-2.0,0.73128,0.42373
7000.0,1.5,-2.0,0.7341,0.42447
7000.0,2.0,-2.0,0.74459,0.42945
7000.0,2.5,-2.0,0.7607,0.41963
7000.0,3.0,-2.0,0.78374,0.48683
7000.0,3.5,-2.0,0.78522,0.5133
7000.0,4.0,-2.0,0.78603,0.51814
7000.0,4.5,-2.0,0.78634,0.52592
7000.0,5.0,-2.0,0.78851,0.53567
