 2300  3.0 1.00000000 0.59777517
 2300  3.5 0.96166651 0.65049197
 2300  4.0 0.94946736 0.67307657
 2300  4.5 0.93099241 0.69415810
 2300  5.0 0.92364949 0.71847296
 2300  5.5 0.90918363 0.67876326
 2300  6.0 0.91569313 0.65322462
 2400  3.0 1.00000000 0.56716755
 2400  3.5 1.00000000 0.60238274
 2400  4.0 0.98152062 0.65102183
 2400  4.5 0.96672372 0.67625561
 2400  5.0 0.95801529 0.68645507
 2400  5.5 0.94760406 0.68954350
 2400  6.0 0.93775879 0.66899655
 2500  3.0 1.00000000 0.52873087
 2500  3.5 1.00000000 0.56512790
 2500  4.0 1.00000000 0.60591891
 2500  4.5 0.99723522 0.64066152
 2500  5.0 0.98290819 0.67497646
 2500  5.5 0.97499868 0.66349633
 2500  6.0 0.96004350 0.66050380
 2600  3.0 1.00000000 0.49432244
 2600  3.5 1.00000000 0.52322490
 2600  4.0 1.00000000 0.56259477
 2600  4.5 1.00000000 0.60992123
 2600  5.0 1.00000000 0.63792950
 2600  5.5 0.99533510 0.65708863
 2600  6.0 0.97262374 0.68016343
 2700  3.0 1.00000000 0.47586623
 2700  3.5 1.00000000 0.48826465
 2700  4.0 1.00000000 0.52012257
 2700  4.5 1.00000000 0.55779273
 2700  5.0 1.00000000 0.60330684
 2700  5.5 1.00000000 0.63209755
 2700  6.0 0.99783648 0.64879396
 2800  3.0 0.99127711 0.47781383
 2800  3.5 1.00000000 0.46693309
 2800  4.0 1.00000000 0.48447629
 2800  4.5 1.00000000 0.51506367
 2800  5.0 1.00000000 0.55425533
 2800  5.5 1.00000000 0.58634016
 2900  3.0 0.95104854 0.51774238
 2900  3.5 1.00000000 0.46135772
 2900  4.0 1.00000000 0.46223415
 2900  4.5 1.00000000 0.48051207
 2900  5.0 1.00000000 0.50978459
 2900  5.5 1.00000000 0.54559617
 2900  6.0 1.00000000 0.57942624
 3000  3.0 0.92597291 0.56791814
 3000  3.5 0.98049102 0.48195889
 3000  4.0 1.00000000 0.45226990
 3000  4.5 1.00000000 0.45649749
 3000  5.5 1.00000000 0.50411928
 3000  6.0 1.00000000 0.53535884
 3100  3.0 0.90922357 0.63049856
 3100  3.5 0.96026562 0.51747668
 3100  4.0 1.00000000 0.45449920
 3100  4.5 1.00000000 0.44151923
 3100  5.0 1.00000000 0.44736363
 3100  5.5 1.00000000 0.46800983
 3100  6.0 1.00000000 0.49652875
 3200  3.0 0.88600772 0.72240797
 3200  3.5 0.93606494 0.56805499
 3200  4.0 0.98494187 0.47475998
 3200  4.5 1.00000000 0.43499244
 3200  5.0 1.00000000 0.42624716
 3200  5.5 1.00000000 0.43654033
 3200  6.0 1.00000000 0.46045475
 3300  3.0 0.84793816 0.80933267
 3300  3.5 0.89934862 0.63289288
 3300  4.0 0.95313671 0.50910818
 3300  4.5 1.00000000 0.43430385
 3300  5.0 1.00000000 0.41138036
 3300  5.5 1.00000000 0.40886540
 3300  6.0 1.00000000 0.42346864
 3400  3.0 0.81107645 0.85202840
 3400  3.5 0.86888997 0.68340268
 3400  4.0 0.92704819 0.53890644
 3400  4.5 0.98552936 0.44188366
 3400  5.0 1.00000000 0.40087261
 3400  5.5 1.00000000 0.38792196
 3400  6.0 1.00000000 0.39226629
 3500  3.0 0.78583685 0.92646309
 3500  3.5 0.82562631 0.74094538
 3500  4.0 0.89536546 0.56543895
 3500  4.5 0.96480565 0.45103718
 3500  5.0 1.00000000 0.39175293
 3500  5.5 1.00000000 0.37136328
 3500  6.0 1.00000000 0.36814247
 3600  3.0 0.74618146 1.03960324
 3600  3.5 0.79869875 0.79783523
 3600  4.0 0.86145276 0.59871481
 3600  4.5 0.93623300 0.46375345
 3600  5.0 1.00000000 0.38458188
 3600  5.5 1.00000000 0.35901790
 3600  6.0 1.00000000 0.34861704
 3700  3.0 0.74852153 1.05113839
 3700  3.5 0.77331358 0.87581822
 3700  4.0 0.83369446 0.64315564
 3700  4.5 0.90909258 0.48070941
 3700  5.0 0.98194799 0.38768485
 3700  5.5 1.00000000 0.34972523
 3700  6.0 1.00000000 0.33520462
 3800  3.0 0.74518352 1.05587166
 3800  3.5 0.76834606 0.92917690
 3800  4.0 0.80973504 0.70979220
 3800  4.5 0.87754421 0.51505889
 3800  5.0 0.94650366 0.40293191
 3800  5.5 1.00000000 0.34406917
 3800  6.0 1.00000000 0.32583543
 3900  3.0 0.73977563 1.05235793
 3900  3.5 0.74648125 1.00629088
 3900  4.0 0.77975503 0.78652700
 3900  4.5 0.83439668 0.57556077
 3900  5.0 0.91164272 0.43167634
 3900  5.5 0.96678267 0.35667004
 3900  6.0 1.00000000 0.32141672
 4000  3.0 0.74486009 1.02824608
 4000  3.5 0.75259291 1.00618347
 4000  4.0 0.76741750 0.86003277
 4000  4.5 0.80389462 0.64999720
 4000  5.0 0.86341988 0.48187173
 4000  5.5 0.92599951 0.38249070
 4000  6.0 0.96741743 0.33228090
 4100  3.0 0.75004037 1.00139889
 4100  3.5 0.75394441 0.98799238
 4100  4.0 0.76212203 0.92103392
 4100  4.5 0.78895263 0.73508611
 4100  5.0 0.82118928 0.55305536
 4100  5.5 0.88487049 0.42174843
 4100  6.0 0.93018708 0.35414479
 4200  3.0 0.74797859 0.98969763
 4200  3.5 0.75420330 0.97031281
 4200  4.0 0.75806260 0.95502493
 4200  4.5 0.77074989 0.81374079
 4200  5.0 0.79450512 0.63112500
 4200  5.5 0.82040841 0.49074536
 4200  6.0 0.88790550 0.38725419
 4300  3.0 0.74530030 0.97975478
 4300  3.5 0.75076412 0.96069022
 4300  4.0 0.75474871 0.94690792
 4300  4.5 0.76959686 0.87009893
 4300  5.0 0.78627421 0.70950774
 4300  5.5 0.81663522 0.54513662
 4300  6.0 0.84724108 0.43252598
 4400  3.0 0.74265576 0.97002269
 4400  3.5 0.74882986 0.94977295
 4400  4.0 0.75375701 0.93638459
 4400  4.5 0.76030511 0.91283768
